标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
*博长隆板块    可以办公  温馨舒适  看房方便,海印总统公馆 ,万博,近地铁 房本满五年,1,一年前发布,1室1厅,104.82平米,南,其他,中楼层(共23层),2014年,塔楼,3300000.0,31483
视野开阔无遮挡格局实用楼层朝向好,石碁荔新大道 ,石碁,VR看装修 房本满五年,0,3个月以前发布,4室1厅,96.3平米,南,简装,中楼层(共5层),,暂无数据,1300000.0,13500
业主置换诚心放卖，有租客在住看房提前约。,恒生苑 ,南村,VR房源 房本满五年,11,一年前发布,4室2厅,93.3平米,南,简装,高楼层(共6层),1990年,板楼,1450000.0,15542
智睿花园 非员工房 户型方正 通风采光好 看房方便,智联·汽车小镇 ,莲花山,VR看装修,0,2个月以前发布,4室2厅,95.16平米,南,其他,中楼层(共26层),,塔楼,2190000.0,23014
北区 过五年 东南向四房 望花园 位置安静 全明户型,芳华花园洛涛居北区 ,洛溪,近地铁 VR看装修 房本满五年,6,一年前发布,4室2厅,104.3平米,东南,其他,高楼层(共6层),1999年,塔楼,2780000.0,26654
近地铁，次新房，高楼层视野好，户型方正，业主诚意出,盈创水悦轩 ,番禺广场,VR看装修 房本满五年,0,5个月以前发布,4室1厅,108.86平米,南北,其他,中楼层(共27层),,暂无数据,3050000.0,28018
西兴苑 少有框架结构 南向四房 住家装修 可用公积金,西兴苑 ,市桥,VR房源 房本满两年 随时看房,11,一年前发布,4室1厅,103.7平米,南,简装,高楼层(共7层),1993年,塔楼,1280000.0,12344
此房过五年，置换，环境优美，出入方便,祈福新村青怡居 ,祈福新村,VR房源 房本满五年 随时看房,4,一年前发布,4室2厅,108.9平米,北,精装,高楼层(共5层),2001年,板楼,1850000.0,16989
洛涛南区 4室2厅 东,洛涛南区 ,洛溪,近地铁 VR房源 房本满五年,1,2个月以前发布,4室2厅,98.1平米,东,其他,中楼层(共6层),1999年,塔楼,2800000.0,28543
祈福绿怡居 南向大四房 间隔方正实用 证过五年唯一,祈福新村绿怡居 ,祈福新村,VR房源 房本满五年,0,一年前发布,4室1厅,106.9平米,南,其他,中楼层(共4层),1999年,板楼,3000000.0,28064
高层远景视野开阔 近地铁出行方便,金山谷四期 ,金山谷,近地铁 VR看装修 房本满五年,0,16,4室2厅,95.06平米,东北,精装,中楼层(共29层),2013年,塔楼,3300000.0,34715
此房满五唯一，南向，楼层好，安静，视野采光好,洛涛南区 ,洛溪,近地铁 VR房源 房本满五年,7,一年前发布,4室2厅,105.8平米,南,精装,高楼层(共6层),1999年,塔楼,2800000.0,26466
金山谷此房满五年 景观位置好 安静舒适,金山谷四期 ,金山谷,近地铁 VR看装修 房本满五年,1,一年前发布,4室2厅,108.99平米,东北,精装,低楼层(共29层),2013年,塔楼,4180000.0,38353
桥南越秀可逸江畔 电梯中高楼层 一房一厅,越秀可逸江畔 ,桥南,房本满五年,0,一年前发布,1室1厅,93.59平米,南,精装,中楼层(共12层),2015年,塔楼,1570000.0,16776
南向一楼带前后88方大 花 园，近祈福新村人工湖。,祈福新村湖景居 ,祈福新村,VR房源 房本满五年 随时看房,8,3个月以前发布,4室2厅,102平米,南,其他,低楼层(共4层),1998年,板楼,3150000.0,30883
满五年唯一东南向靓格局靓楼层靓装四房,祈福新村绿怡居 ,祈福新村,VR看装修 房本满五年 随时看房,0,7个月以前发布,4室2厅,106.9平米,南,其他,中楼层(共4层),1999年,板楼,2480000.0,23200
康乐园  方正4房 业主诚心放*,康乐园 ,市桥,近地铁 VR看装修 房本满五年,4,一年前发布,4室2厅,105平米,南,简装,中楼层(共7层),1990年,板楼,1800000.0,17143
禺雅园 四房 诚意卖 省级南阳里,禺雅园 ,市桥,VR看装修 房本满五年,6,一年前发布,4室1厅,96.77平米,南,简装,高楼层(共8层),2002年,板楼,1390000.0,14364
祈福新村蝶舞轩 4室2厅 北,祈福新村蝶舞轩 ,祈福新村,VR房源 房本满五年,1,8个月以前发布,4室2厅,95.51平米,北,简装,高楼层(共6层),2002年,板塔结合,1880000.0,19684
祈福缤纷汇旁 精装修四房两卫 满五年唯一 业主有心卖,祈福新村C区 ,祈福新村,近地铁 VR房源 房本满五年,21,一年前发布,4室2厅,90.1平米,北,精装,低楼层(共4层),1995年,板楼,1800000.0,19978
单数栋南向中楼层保养好采光佳诚意卖,洛涛南区 ,洛溪,近地铁 VR看装修 房本满五年,1,一年前发布,4室1厅,105平米,南,简装,中楼层(共7层),1999年,塔楼,3250000.0,30953
高楼层采光好无遮挡，带接近60个方的大露台，框架结构,大北路 ,市桥,VR看装修 房本满五年,0,一年前发布,4室2厅,103.31平米,南北,其他,高楼层(共7层),,塔楼,1300000.0,12584
番禺市桥 裕林苑 过五唯一 格局方正楼层好视野开阔,裕林苑 ,市桥,VR看装修 房本满五年,11,一年前发布,4室2厅,96平米,北,简装,低楼层(共8层),1996年,板楼,1850000.0,19271
顺德碧桂园芷兰湾 4室2厅 南,顺德碧桂园芷兰湾 ,顺德碧桂园,VR看装修 房本满五年,0,6个月以前发布,4室2厅,98.71平米,南,简装,高楼层(共18层),2009年,板塔结合,1880000.0,19046
大四房一楼带大阳台花园，地理位置好，采光充足,祈福新村青怡居 ,祈福新村,VR房源 房本满两年,1,一年前发布,4室2厅,108.84平米,北,简装,低楼层(共5层),2001年,板塔结合,2980000.0,27380
此房证满五年唯一 一楼精装修四房带前后花园 拎包入住,祈福新村湖景居 ,祈福新村,VR房源 房本满五年,5,一年前发布,4室2厅,102平米,北,精装,低楼层(共4层),1998年,板楼,3080000.0,30197
多带20平方功能房 首付灵活 单边园心位,金山谷四期 ,金山谷,近地铁 VR看装修 房本满五年,0,9个月以前发布,4室2厅,93.67平米,东北,简装,低楼层(共29层),2013年,塔楼,3120000.0,33309
7号线和18号线地铁口，采光好，配套齐全,广晟万博城 ,万博,近地铁 房本满两年 随时看房,7,一年前发布,4室2厅,95.91平米,东南,精装,30层,板楼,,3030000.0,31593
敏捷上城国际 94方精装复式 望小区 步行地铁口300米,敏捷上城商务中心 ,万博,近地铁 房本满五年,3,一年前发布,4室2厅,94.29平米,西南,精装,中楼层(共22层),塔楼,2013年,2180000.0,23121
万科欧泊 复式四房 带大露台 使用率高 产权清晰,万科欧泊 ,万博,近地铁 VR房源 房本满五年,4,一年前发布,4室2厅,93.47平米,西北,精装,35层,板塔结合,2012年,6200000.0,66332
桥福园二期南向四房精装格局正不靠路近桥城番禺地铁口,桥福园 ,市桥,VR看装修,0,5个月以前发布,4室1厅,109.7平米,东南,其他,中楼层(共8层),塔楼,2000年,2450000.0,22334
户型方正，中楼层，视野开阔，位置好，无按，交易方便,洛涛南区 ,洛溪,近地铁 VR看装修 房本满五年,3,一年前发布,4室2厅,105.5平米,南,简装,中楼层(共6层),塔楼,,2600000.0,24645
此房朝南低楼层，通风采光良好，欢迎来看,碁龙西路 ,石碁,VR看装修 房本满五年,0,7个月以前发布,4室1厅,90.03平米,南,其他,低楼层(共7层),暂无数据,,1150000.0,12774
此房满五年，，采光好，使用率高,祈福新村湖景居 ,祈福新村,VR房源 房本满五年,1,一年前发布,4室2厅,102平米,北,精装,低楼层(共4层),板塔结合,1998年,3530000.0,34608
总*低，低层 配套成熟 交通方便,大北路 ,市桥,VR看装修 房本满两年 随时看房,4,一年前发布,1室1厅,28.19平米,西,简装,低楼层(共3层),板楼,,410000.0,14545
雅居乐花巷 复式四房 精装修带露台 税费少,广州雅居乐花园花巷 ,雅居乐,VR房源 房本满五年,19,一年前发布,4室2厅,100.92平米,南北,精装,高楼层(共6层),板楼,2010年,3700000.0,36663
富豪山庄 4室2厅 南,富豪山庄 ,富豪山庄,VR看装修 房本满五年,1,1个月以前发布,4室2厅,101.74平米,南,其他,低楼层(共18层),塔楼,2013年,2610000.0,25654
复式两层 108 平方 南向四房三卫 视野开阔望花园,中国铁建·花语岭南 ,金山谷,VR房源,0,6个月以前发布,4室2厅,108平米,南,精装,中楼层(共31层),塔楼,,5250000.0,48612
"业主急出手,22号地铁线,出钱就卖 ,满五 南向",金山谷四期 ,金山谷,近地铁 VR房源 房本满五年 随时看房,41,一年前发布,4室1厅,109.61平米,南,精装,中楼层(共25层),塔楼,2010年,3540000.0,32297
吉祥道，一梯两户，南向方正四房，采光好视野开阔,吉祥道 ,洛溪,VR房源 房本满五年,2,一年前发布,4室1厅,100.4平米,南西南,其他,高楼层(共7层),塔楼,1998年,1700000.0,16933
富丽家园华贵大厦  精装修4房 过五年唯一,富丽家园华贵大厦 ,大石,VR房源 房本满五年 随时看房,0,8个月以前发布,4室2厅,92.6平米,东,其他,高楼层(共9层),塔楼,1995年,1850000.0,19979
少有顶楼复式4房 业主诚心放卖 次新小区 视野开阔,雅居乐城南源著 ,桥南,VR看装修 房本满五年,0,5个月以前发布,4室2厅,91.32平米,东,其他,高楼层(共11层),塔楼,2013年,3700000.0,40517
洛涛南区 4室1厅 西北,洛涛南区 ,洛溪,近地铁 VR房源 房本满五年,2,7个月以前发布,4室1厅,91.4平米,西北,其他,低楼层(共4层),塔楼,1999年,4300000.0,47046
天睿有证装修好可直接拎包入，随时可约,天睿 ,会江,房本满五年,0,一年前发布,4室1厅,93.87平米,南北,其他,低楼层(共12层),塔楼,,1650000.0,17578
近大石三号B口 800米 精装修中楼层景观好无遮挡,敏捷华美国际 ,大石,房本满两年,5,一年前发布,4室2厅,100.19平米,西北,精装,17层,板塔结合,2015年,2200000.0,21959
地铁100米  南向  分二套出租  给首付以租代月供,富丽家园渝达大厦 ,大石,近地铁 VR看装修 房本满五年,0,2个月以前发布,4室2厅,107.1平米,南,其他,高楼层(共7层),板塔结合,1995年,1700000.0,15874
满五唯一 ，税费少，钢筋混凝土结构，可做公积金贷款,富丽家园朝阳西路 ,大石,VR看装修 房本满五年,0,11个月以前发布,4室2厅,105.21平米,西南,其他,中楼层(共7层),塔楼,,2150000.0,20436
越秀可逸江畔南向阳台方正实用采光好产权清晰番中在旁,越秀可逸江畔 ,桥南,房本满五年,0,一年前发布,1室1厅,93.64平米,南,精装,中楼层(共12层),塔楼,2015年,1380000.0,14738
钟村商贸城小户型 近地铁 配套齐全,钟村商贸城 ,钟村,近地铁 VR看装修 房本满五年 随时看房,0,4个月以前发布,1室0厅,29.2平米,南,简装,高楼层(共9层),塔楼,1990年,465000.0,15925
交通便利，配套成熟，社区安静。,瑞和园 ,市桥,VR房源 房本满两年,0,4个月以前发布,4室2厅,95.64平米,东南,其他,低楼层(共2层),板楼,2002年,2480000.0,25931
此房步梯顶层带天台业主已经搭了棚，采光好、使用率高,大西路 ,市桥,VR看装修,1,6个月以前发布,4室2厅,102.8平米,南,其他,高楼层(共6层),板楼,1996年,1350000.0,13133
入户露台 复式大四房 南北对流 精致装修 低调奢华~,万科金色城品 ,沙湾,VR房源 房本满五年 随时看房,0,6个月以前发布,4室2厅,109.36平米,南,其他,中楼层(共8层),塔楼,2010年,5300000.0,48464
祈福新村康怡居 采光好 户型反正 望街心花园,祈福新村康怡居 ,祈福新村,VR房源 房本满五年,0,6个月以前发布,4室2厅,106平米,北,简装,高楼层(共6层),板楼,2002年,1700000.0,16038
满五年唯一，产权清晰，楼层好，配套设施齐全，近地铁,金山谷四期 ,金山谷,近地铁 VR看装修 房本满五年 随时看房,1,3个月以前发布,4室1厅,105.46平米,南,精装,高楼层(共29层),塔楼,2013年,3180000.0,30154
首层带园林鱼池，独立入户，套内99实用率118%的4房2卫,广州雅居乐花园雅翠庭 ,雅居乐,VR房源 房本满五年,3,5个月以前发布,4室1厅,98.91平米,北,简装,9层,塔楼,2010年,4000000.0,40441
高楼层 对流户型 改善型四房 主阳台正南向,智联·汽车小镇 ,莲花山,VR看装修 随时看房,3,一年前发布,4室2厅,94.8平米,南,其他,中楼层(共31层),塔楼,,2180000.0,22996
满五年省税费，精装修 户型方正，配套完善，省级,德祥路 ,市桥,VR房源 房本满五年,0,7个月以前发布,4室1厅,106.7平米,南,精装,高楼层(共6层),板楼,,1750000.0,16402
满五唯一 复式 朝南园中位置 采光明亮,锦绣趣园 ,钟村,VR看装修 房本满五年,3,一年前发布,4室2厅,95.61平米,西南,精装,高楼层(共6层),2005年,塔楼,2000000.0,20919
领仕东南向四房 证满五年 阳台没遮挡视野开阔,金山谷四期 ,金山谷,近地铁 VR房源 房本满五年,0,11个月以前发布,4室2厅,109.25平米,南,精装,高楼层(共25层),2013年,板塔结合,4200000.0,38444
康怡居5街 总亻介低 南向4房2卫 采光通风优  祈福新村,祈福新村康怡居 ,祈福新村,VR房源 房本满五年,2,一年前发布,4室1厅,106.57平米,南,精装,高楼层(共6层),2002年,塔楼,1800000.0,16891
少有顶楼复式4房 业主诚心放卖 次新小区 视野开阔,雅居乐城南源著 ,桥南,VR看装修 房本满五年,0,5个月以前发布,4室2厅,91.32平米,东,其他,高楼层(共11层),2013年,塔楼,3700000.0,40517
复式两层 108 平方 南向四房三卫 视野开阔望花园,中国铁建·花语岭南 ,金山谷,VR房源,0,6个月以前发布,4室2厅,108平米,南,精装,中楼层(共31层),,塔楼,5250000.0,48612
入户露台 复式大四房 南北对流 精致装修 低调奢华~,万科金色城品 ,沙湾,VR房源 房本满五年 随时看房,0,6个月以前发布,4室2厅,109.36平米,南,其他,中楼层(共8层),2010年,塔楼,5300000.0,48464
富丽家电梯四房户型望花园欧式风格设计 南向 保养好,富丽家园乳芳园 ,大石,VR房源 房本满五年,0,一年前发布,4室2厅,107.5平米,南,精装,低楼层(共8层),1995年,塔楼,2000000.0,18605
近番禺大石地铁 精装大复式 单边位 随时可以看房,敏捷华美国际 ,大石,房本满两年,0,10个月以前发布,4室2厅,100.09平米,北,精装,17层,2014年,板塔结合,2000000.0,19983
南向电梯高层，生活配套完善，交通方便，业主诚意卖,华海大厦 ,市桥,VR看装修 房本满五年,0,2个月以前发布,4室1厅,106.6平米,南,简装,高楼层(共16层),2000年,塔楼,1680000.0,15760
吉祥道，一梯两户，南向方正四房，采光好视野开阔,吉祥道 ,洛溪,VR房源 房本满五年,2,一年前发布,4室1厅,100.4平米,南西南,其他,高楼层(共7层),1998年,塔楼,1700000.0,16933
此房过五年唯一，楼层好，采光好，精装修，拎包入住,祈福缤纷汇 ,祈福新村,近地铁 VR房源 房本满五年,0,9个月以前发布,1室0厅,28.61平米,北,其他,33层,,板塔结合,1200000.0,41944
康怡居4房  户型方正  位置好 出入方便,祈福新村康怡居 ,祈福新村,VR房源 房本满五年,0,5个月以前发布,4室2厅,106平米,东北,其他,高楼层(共6层),2002年,板楼,1980000.0,18680
禺雅园 南向低楼层 舒适大四房 业主急出,禺雅园 ,市桥,VR看装修 房本满五年,0,1个月以前发布,4室1厅,99.3平米,南,其他,低楼层(共7层),2002年,塔楼,1900000.0,19134
万科欧泊 复式四房 东南向望红郡 装修保养新使用率高,万科欧泊 ,万博,近地铁 VR房源 房本满五年,18,一年前发布,4室2厅,93.63平米,东南,精装,35层,2012年,板塔结合,5900000.0,63014
南北对流 四房两厅 安静不靠路 采光通风好,广州雅居乐花园时光九篇 ,雅居乐,VR看装修 房本满两年,7,10个月以前发布,4室2厅,100.88平米,东南,精装,低楼层(共11层),2010年,塔楼,3290000.0,32614
一楼漂亮南向大花园，精装修，三房,祈福新村湖景居 ,祈福新村,VR看装修 房本满两年 随时看房,3,2个月以前发布,4室1厅,102平米,南,精装,低楼层(共4层),1998年,板楼,3000000.0,29412
祈福新村青怡居4房改3房 保养好 满五年,祈福新村青怡居 ,祈福新村,VR房源 房本满五年,0,6个月以前发布,4室2厅,108.8平米,南,其他,高楼层(共5层),2001年,板塔结合,1980000.0,18199
广州番禺沙湾碧桂园，四房两卫装修新拎包即入住,顺德碧桂园芷兰湾 ,顺德碧桂园,VR看装修 房本满五年,5,一年前发布,4室2厅,99.42平米,北,精装,低楼层(共18层),2009年,板塔结合,1500000.0,15088
金山谷 业主诚意放盘 此JIA包含一个产权车位 电梯口旁,金山谷四期 ,金山谷,近地铁 VR看装修 房本满两年,1,一年前发布,4室2厅,104.4平米,北,精装,高楼层(共25层),2013年,塔楼,3900000.0,37357
桥福园 近番禺广场 靓装修四房，满五，视野开阔无遮挡,桥福园 ,市桥,VR看装修 房本满五年,17,一年前发布,4室2厅,109.7平米,西南,简装,高楼层(共8层),2000年,塔楼,1900000.0,17320
祈福新村康怡居四房精装修业主自住物业保养新,祈福新村康怡居 ,祈福新村,VR房源 房本满五年,0,8个月以前发布,4室2厅,109平米,东北,精装,中楼层(共6层),2002年,板楼,2250000.0,20643
精装修南向四房二卫 有二次装修 拎包入住 保养好,祈福新村蝶舞轩 ,祈福新村,VR看装修 房本满五年 随时看房,4,一年前发布,4室2厅,107.2平米,南,精装,高楼层(共6层),2002年,板楼,2000000.0,18657
南向户型 采光通风好 安静舒适,越秀和樾府二期 ,汉溪长隆,VR看装修 随时看房,1,6个月以前发布,4室2厅,110平米,东南南,精装,高楼层(共37层),2022年,板楼,6500000.0,59091
4房2卫，电梯中高层望花园，景观视野好，安静,诺德名都 ,汉溪长隆,VR看装修 房本满两年,1,一年前发布,4室1厅,101.34平米,东北,精装,30层,2013年,塔楼,3380000.0,33354
湖景居唯数不多的南向四房，光线好，私密性高,祈福新村湖景居 ,祈福新村,VR房源 房本满五年,205,5个月以前发布,4室2厅,102平米,东南,其他,低楼层(共4层),1997年,板塔结合,4500000.0,44118
店长推荐 南北对流四房  通风采光好 诚心出卖,星尚花园 ,市桥东,VR看装修 房本满两年,1,9个月以前发布,4室2厅,95平米,北,精装,低楼层(共26层),2017年,塔楼,2500000.0,26316
广地花园 4室2厅 南,广地花园 ,星河湾,VR房源 房本满五年,1,9个月以前发布,4室2厅,93.93平米,南,精装,中楼层(共7层),2006年,板塔结合,2595000.0,27627
户型方正南向，电梯高层，实用率高双大阳台,东方花园又一村 ,番禺广场,近地铁 VR看装修 房本满两年 随时看房,8,一年前发布,4室2厅,95.7平米,南,其他,高楼层(共11层),,塔楼,3960000.0,41380
雅居乐城南源著 4室2厅 北,雅居乐城南源著 ,桥南,VR看装修 房本满五年,0,一年前发布,4室2厅,97.49平米,北,精装,高楼层(共11层),2013年,塔楼,3680000.0,37748
品秀星瀚西南向江景复试毛坯现楼 未入住,品秀·星瀚 ,广州南站,近地铁 VR房源 随时看房,0,2个月以前发布,4室2厅,99.02平米,西南,毛坯,低楼层(共26层),,暂无数据,3400000.0,34337
品秀星瀚 南区高层 4房2厅 南北对流  通风采光好,品秀·星瀚 ,广州南站,近地铁 VR看装修,1,4个月以前发布,4室2厅,103.67平米,南北,精装,高楼层(共33层),塔楼,,3550000.0,34244
城南源著，稀有顶层复式，有露台，还带车位,雅居乐城南源著 ,桥南,VR看装修 房本满两年 随时看房,1,一年前发布,4室2厅,95.53平米,北,其他,高楼层(共11层),塔楼,2013年,3680000.0,38522
华侨城 原装电梯直上105方3房 实用性高，刚需自住户型,华侨城(番禺) ,市桥,VR看装修 房本满五年 随时看房,2,8个月以前发布,4室2厅,104.7平米,东北,简装,低楼层(共13层),塔楼,1996年,1530000.0,14614
一梯一户、南北对流的、配套成熟、通风采光好！,田心社区 ,市桥,VR看装修 房本满五年,0,7个月以前发布,4室2厅,94.9平米,南,其他,中楼层(共5层),板楼,,1230000.0,12962
和樾府 二期 100米公园 新房交楼,越秀和樾府二期 ,汉溪长隆,VR看装修 房本满两年 随时看房,0,5个月以前发布,4室2厅,110平米,南,精装,中楼层(共37层),板楼,,7380000.0,67091
【贝壳臻选】全屋精装修  招财好楼层  业主有心卖,华南碧桂园岭御苑 ,华南碧桂园,VR看装修 房本满五年,0,1个月以前发布,4室2厅,94.89平米,南,精装,18层,塔楼,2010年,3190000.0,33618
一楼漂亮南向大花园，精装修，三房,祈福新村湖景居 ,祈福新村,VR看装修 房本满两年 随时看房,3,2个月以前发布,4室1厅,102平米,南,精装,低楼层(共4层),板楼,1998年,3000000.0,29412
祈福新村青怡居4房改3房 保养好 满五年,祈福新村青怡居 ,祈福新村,VR房源 房本满五年,0,6个月以前发布,4室2厅,108.8平米,南,其他,高楼层(共5层),板塔结合,2001年,1980000.0,18199
广州番禺沙湾碧桂园，四房两卫装修新拎包即入住,顺德碧桂园芷兰湾 ,顺德碧桂园,VR看装修 房本满五年,5,一年前发布,4室2厅,99.42平米,北,精装,低楼层(共18层),板塔结合,2009年,1500000.0,15088
精装修南向四房二卫 有二次装修 拎包入住 保养好,祈福新村蝶舞轩 ,祈福新村,VR看装修 房本满五年 随时看房,4,一年前发布,4室2厅,107.2平米,南,精装,高楼层(共6层),板楼,2002年,2000000.0,18657
南向户型 采光通风好 安静舒适,越秀和樾府二期 ,汉溪长隆,VR看装修 随时看房,1,6个月以前发布,4室2厅,110平米,东南南,精装,高楼层(共37层),板楼,2022年,6500000.0,59091
祈福新村康怡居四房精装修业主自住物业保养新,祈福新村康怡居 ,祈福新村,VR房源 房本满五年,0,8个月以前发布,4室2厅,109平米,东北,精装,中楼层(共6层),板楼,2002年,2250000.0,20643
桥福园 近番禺广场 靓装修四房，满五，视野开阔无遮挡,桥福园 ,市桥,VR看装修 房本满五年,17,一年前发布,4室2厅,109.7平米,西南,简装,高楼层(共8层),塔楼,2000年,1900000.0,17320
满五，小区管理，户口未占用，没贷款可随时过户,华侨城(番禺) ,市桥,VR看装修 随时看房,0,3个月以前发布,4室1厅,106.1平米,北,简装,中楼层(共13层),板楼,1996年,1750000.0,16494
祈福新村康怡居 4室2厅 南,祈福新村康怡居 ,祈福新村,VR房源 房本满五年,0,21,4室2厅,106平米,南,其他,高楼层(共6层),板楼,2002年,2300000.0,21699
上城国际复试4房装修保养好近地铁,敏捷上城商务中心 ,万博,近地铁 房本满五年,2,一年前发布,4室2厅,95.34平米,北,精装,中楼层(共26层),板塔结合,,2250000.0,23600
4房2卫，电梯中高层望花园，景观视野好，安静,诺德名都 ,汉溪长隆,VR看装修 房本满两年,1,一年前发布,4室1厅,101.34平米,东北,精装,30层,塔楼,2013年,3380000.0,33354
湖景居唯数不多的南向四房，光线好，私密性高,祈福新村湖景居 ,祈福新村,VR房源 房本满五年,205,5个月以前发布,4室2厅,102平米,东南,其他,低楼层(共4层),板塔结合,1997年,4500000.0,44118
西城花园南北对流四房，满五唯一，全屋30*新装,西城花园 ,市桥,VR房源 房本满两年 随时看房,1,8个月以前发布,4室1厅,98.1平米,东南,精装,中楼层(共8层),塔楼,1998年,1350000.0,13762
富丽家园  精装修 东南向四房 业主自住 证过五年,粮所宿舍 ,大石,VR看装修 房本满五年 随时看房,3,一年前发布,4室1厅,109.9平米,东南,精装,中楼层(共8层),塔楼,1998年,1400000.0,12739
业主诚心放卖   户型方正 装修保养好,洛涛南区 ,洛溪,近地铁 VR房源 房本满五年,6,8个月以前发布,4室1厅,106.4平米,南,精装,中楼层(共5层),塔楼,1999年,2560000.0,24061
电梯6楼，证过5年，小区中位置，环境安静舒适,朗陶居 ,桥南,VR看装修 房本满五年,1,3个月以前发布,4室2厅,91平米,北,简装,高楼层(共7层),塔楼,2001年,1700000.0,18682
雅居乐城南源著 顶楼复式 4房3卫 全新精装,雅居乐城南源著 ,桥南,VR看装修 房本满五年 随时看房,0,2个月以前发布,4室2厅,91.2平米,东西,其他,高楼层(共11层),塔楼,2013年,3680000.0,40351
次新房，视野开阔，精装修4房，保养新，省级南阳lǐ,正太广场 ,市桥,VR看装修 房本满两年,1,9个月以前发布,4室2厅,99.03平米,南,精装,高楼层(共28层),塔楼,2015年,2980000.0,30092
趣园四房，无遮挡、视野开阔、保养好，停车方便,锦绣趣园 ,钟村,VR房源 房本满五年,3,一年前发布,4室1厅,95.7平米,北,简装,高楼层(共7层),塔楼,2005年,2660000.0,27796
【店长推荐】【贝壳优选】南向，5米层高拎包-+-,同创誉城 ,雅居乐,房本满五年,2,8个月以前发布,4室2厅,93.44平米,南,精装,低楼层(共26层),塔楼,,1750000.0,18729
西城路 精装修南向4房 格局方正实用 拎包入住,西城路(番禺区) ,市桥,VR房源 房本满五年 随时看房,3,3个月以前发布,4室2厅,102平米,南,其他,中楼层(共8层),塔楼,,1250000.0,12255
番禺奥林匹克花园 4室2厅 南,番禺奥林匹克花园 ,桥南,VR看装修 房本满五年 随时看房,1,2个月以前发布,4室2厅,107.81平米,南,其他,高楼层(共6层),板楼,2000年,2460000.0,22818
华侨城2000年后原装电梯 住家装修 望小区园林安静舒适,华侨城(番禺) ,市桥,VR看装修 房本满五年,3,8个月以前发布,4室2厅,103.2平米,南,简装,低楼层(共13层),塔楼,1999年,1500000.0,14535
繁华地段 地铁物业 生活便利 增值税可商量 诚心放卖,繁华路 ,市桥,近地铁 VR房源 房本满两年,15,一年前发布,4室1厅,94.27平米,南,精装,高楼层(共7层),板塔结合,,1060000.0,11245
君华香柏华府南北对流望江满五税费小,香柏华府 ,沙湾,VR看装修 房本满五年,5,一年前发布,4室2厅,96.36平米,南,精装,中楼层(共32层),2015年,塔楼,2850000.0,29577
香柏华府 电梯高层 标准4房 南向 次新小区 车位充足,香柏华府 ,沙湾,VR看装修 房本满五年,0,11个月以前发布,4室2厅,96.03平米,东南,其他,高楼层(共32层),2015年,塔楼,2900000.0,30199
恒盛苑 满五唯一 一梯两户 南北对流,恒盛苑 ,钟村,VR看装修 房本满五年,0,11个月以前发布,4室2厅,109.2平米,东南,简装,中楼层(共7层),2001年,塔楼,1960000.0,17949
洛涛南区环境好小区安静交通方便,洛涛南区 ,洛溪,近地铁 VR看装修 房本满五年,8,9个月以前发布,4室2厅,105.7平米,南,其他,高楼层(共6层),1999年,塔楼,2090000.0,19773
电梯房，小区管理好，配套齐全，交通方便,顺景苑(番禺区) ,钟村,VR房源 房本满五年 随时看房,6,一年前发布,4室2厅,93.99平米,东南南,精装,中楼层(共7层),1994年,塔楼,1885000.0,20056
君华香柏华府 电梯高层南向 望江景四房,香柏华府 ,沙湾,VR看装修 房本满两年,51,一年前发布,4室2厅,96平米,南,精装,高楼层(共15层),2015年,塔楼,2280000.0,23750
高层南向望江 视野开阔 采光通风好,香柏华府 ,沙湾,VR房源 房本满五年 随时看房,0,一年前发布,4室1厅,96.36平米,南,其他,高楼层(共32层),2015年,塔楼,2500000.0,25945
北城白云花园四房单位 采光好 安静,北城白云花园 ,市桥,近地铁 VR房源 房本满五年 随时看房,2,3个月以前发布,4室2厅,102.6平米,西,其他,高楼层(共6层),2002年,板楼,1780000.0,17349
和樾府二期 4室 全新没住过，随时看房,越秀和樾府二期 ,汉溪长隆,近地铁 VR看装修 随时看房,2,2个月以前发布,4室2厅,107.03平米,南,精装,低楼层(共39层),,板楼,6170000.0,57648
上城国际复试4房装修保养好近地铁,敏捷上城商务中心 ,万博,近地铁 房本满五年,2,一年前发布,4室2厅,95.34平米,北,精装,中楼层(共26层),,板塔结合,2250000.0,23600
祈福新村康怡居 4室2厅 南,祈福新村康怡居 ,祈福新村,VR房源 房本满五年,0,21,4室2厅,106平米,南,其他,高楼层(共6层),2002年,板楼,2300000.0,21699
满五，小区管理，户口未占用，没贷款可随时过户,华侨城(番禺) ,市桥,VR看装修 随时看房,0,3个月以前发布,4室1厅,106.1平米,北,简装,中楼层(共13层),1996年,板楼,1750000.0,16494
创新城，近大学城，地铁1公里，三面单边，采光好,新广路 ,国际创新城,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,4室1厅,105.2平米,南西,简装,中楼层(共5层),,暂无数据,2450000.0,23289
两年前新装修 可以拎包入住 户型方正南向,香柏华府 ,沙湾,VR看装修 房本满两年,4,一年前发布,4室2厅,96.28平米,东南,精装,中楼层(共32层),2015年,塔楼,2350000.0,24408
瑞和园 中层顶楼 一房户型 总*低 增值可谈,瑞和园 ,市桥,VR看装修 房本满五年 随时看房,41,一年前发布,1室1厅,26.15平米,南,其他,高楼层(共4层),2002年,板楼,450000.0,17209
