标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
华标小区，近地铁口。环境优美。空气清晰,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,44.11平米,北,精装,中楼层(共6层),2013年,塔楼,568000.0,12877
办公楼 写字楼 带租约的 省  心,智汇国际 ,太平镇,近地铁 房本满五年,0,一年前发布,1室1厅,51.98平米,东南,精装,中楼层(共25层),2016年,塔楼,550000.0,10581
华标荔苑 南向 太平地铁口 下地铁就是家门口 采光好,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,1室1厅,46.15平米,南,其他,中楼层(共6层),2013年,塔楼,660000.0,14302
带装修 中高楼层  南向小户型,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,2,4个月以前发布,1室1厅,56.35平米,南,其他,高楼层(共21层),,塔楼,630000.0,11181
格局好 户型方正 楼层好 交通便利,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年,0,7个月以前发布,1室2厅,56.35平米,南,其他,低楼层(共21层),,塔楼,700000.0,12423
智汇国际 高层楼层好商圈成熟交通便利,智汇国际 ,太平镇,近地铁 房本满两年,0,2个月以前发布,1室2厅,56.43平米,西,精装,高楼层(共25层),2016年,塔楼,519000.0,9198
华标荔苑  知识城北 14号线太平站300米 精装拎包入住,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,6,一年前发布,1室1厅,47.14平米,东南,精装,低楼层(共6层),2013年,塔楼,550000.0,11668
智汇国际 电梯高层 精装修南向,智汇国际 ,太平镇,近地铁 房本满两年 随时看房,0,2个月以前发布,1室3厅,73.26平米,南,精装,高楼层(共25层),2016年,塔楼,790000.0,10784
地铁口，配套齐，交通便利，即买即住,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,42.58平米,东南,简装,高楼层(共6层),2013年,塔楼,590000.0,13857
上雅君庭 太平地铁站500米，精装房，生活便利,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,2,24,1室2厅,56.35平米,西南,精装,中楼层(共21层),,塔楼,580000.0,10293
华标荔苑 1室1厅 西南,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,1室1厅,46.15平米,西南,其他,高楼层(共6层),2013年,塔楼,600000.0,13002
华标小区，近地铁口，环境优美，空气好,华标荔苑 ,太平镇,近地铁 VR看装修,0,6个月以前发布,1室1厅,45.99平米,南,精装,低楼层(共6层),2013年,塔楼,690000.0,15004
阳台朝西南向格局好，户型方正，适宜单身居住,华标荔苑 ,太平镇,近地铁 VR看装修 房本满两年,1,一年前发布,1室1厅,45.62平米,西南,简装,低楼层(共6层),2013年,塔楼,520000.0,11399
过五免增值税，采光充足，交通便利。,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,0,一年前发布,2室2厅,90.08平米,南,其他,低楼层(共12层),2013年,塔楼,950000.0,10547
此房满两年，南北对流 ，电梯两房，无遮挡。,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,2室1厅,91.74平米,西南,其他,低楼层(共12层),2013年,塔楼,1000000.0,10901
地铁口900米  南向大三房  户型好,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,106.15平米,南,毛坯,低楼层(共18层),2016年,塔楼,1000000.0,9421
近地铁口，环境优美，生活配套好,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年,1,一年前发布,2室2厅,94.16平米,南,其他,低楼层(共12层),,塔楼,778000.0,8263
近地铁，电梯南向三房，中间楼层,荔林春晓 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,2个月以前发布,3室2厅,106.89平米,南,毛坯,中楼层(共18层),2016年,塔楼,930000.0,8701
步行街楼盘 简装大三房 南北对流 笋,新平路 ,太平镇,VR看装修 房本满两年 随时看房,1,9个月以前发布,4室1厅,100.16平米,南,精装,高楼层(共8层),,暂无数据,650000.0,6490
华标荔苑小区，近地铁口，环境优美，生活便利,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,2,一年前发布,2室2厅,90.45平米,南,毛坯,低楼层(共12层),,塔楼,743000.0,8215
太平开发区高大上写字楼 中间楼层 24小时方便看房,智汇国际 ,太平镇,近地铁 随时看房,0,一年前发布,2室1厅,94.29平米,东北,其他,中楼层(共25层),2016年,塔楼,670000.0,7106
华标荔苑  业主诚意放盘  南向大二房,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,11,2室1厅,93.18平米,南,其他,低楼层(共12层),2013年,塔楼,700000.0,7513
南北对流户型，实用三房两厅两卫，格局方正实用；,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,6个月以前发布,3室1厅,92.48平米,南北,毛坯,中楼层(共18层),2016年,塔楼,850000.0,9192
华标荔苑精装修中楼层电梯三房 家私家电,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,2,6个月以前发布,2室2厅,91平米,东北,其他,中楼层(共12层),2013年,塔楼,860000.0,9451
华标荔苑 太平地铁站 精装修 拎包入住,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年,0,4个月以前发布,3室2厅,90.8平米,南北,精装,低楼层(共12层),2013年,塔楼,850000.0,9362
太平地铁口 荔林春晓 新装修三房,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,3室1厅,94.56平米,东北,其他,高楼层(共18层),2016年,塔楼,850000.0,8990
地铁口 南向大3房 楼层佳 采光好,荔林春晓 ,太平镇,近地铁 VR房源 房本满五年 随时看房,10,一年前发布,3室2厅,105.89平米,东南,精装,中楼层(共18层),2016年,塔楼,950000.0,8972
全新毛坯2房2厅 毛坯可自行装修喜欢的风格,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,20,一年前发布,2室2厅,81.7平米,南北,毛坯,中楼层(共9层),2016年,塔楼,495000.0,6059
知识城北，太平站800米，满五不唯一，有钥匙,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,8,7个月以前发布,2室2厅,81.7平米,南北,毛坯,高楼层(共9层),2013年,塔楼,500000.0,6120
太平地铁800米   全新精装   户型方正,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,一年前发布,3室3厅,117.71平米,北,精装,中楼层(共17层),2016年,塔楼,1660000.0,14103
大城云山 楼层好 地铁700米,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,4,一年前发布,3室1厅,113.13平米,西南,精装,高楼层(共17层),2013年,塔楼,1380000.0,12199
从化大城云山装修大户型有*格谈,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,1,11个月以前发布,3室1厅,111.11平米,东南,其他,低楼层(共17层),2013年,塔楼,1070000.0,9631
楼层好，视野开阔，采光充足，交通便利，地铁物业,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,2,一年前发布,3室2厅,111.11平米,南北,精装,高楼层(共17层),2013年,塔楼,1110000.0,9991
满五唯一，地铁800米，精装地铁洋房,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,2,一年前发布,3室2厅,113.59平米,东,精装,中楼层(共11层),2016年,塔楼,1180000.0,10389
地铁口 毛坯大两房 中楼层 视野好,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,2室1厅,87.83平米,南,毛坯,中楼层(共17层),2016年,塔楼,1060000.0,12069
大城云山 户型方正 采光充足 舒适性强,大城云山 ,太平镇,近地铁 VR看装修 房本满两年,2,一年前发布,3室2厅,121.21平米,南北,其他,低楼层(共22层),2018年,塔楼,1760000.0,14521
大城云山 近地铁口交通便利 出行方便,大城云山 ,太平镇,近地铁 VR看装修 房本满两年,0,1个月以前发布,3室1厅,121.3平米,南,精装,低楼层(共22层),2018年,塔楼,1080000.0,8904
户型动静分区，朝南户型，毛胚房可以自己设计,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,121平米,东南,毛坯,高楼层(共22层),2018年,塔楼,1394000.0,11521
高楼层  户型方正  采光充足 南北通透,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,121.6平米,南,毛坯,高楼层(共22层),2018年,塔楼,1800000.0,14803
向南朝向，通透，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,3室1厅,121.58平米,西南,毛坯,中楼层(共22层),2018年,塔楼,1100000.0,9048
业主诚意出手，享时代配套，近地铁，电梯复式大洋房,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,5,一年前发布,5室3厅,194.03平米,南,毛坯,高楼层(共22层),2018年,塔楼,2750000.0,14174
14号线太平站700米电梯复式  大5房4卫,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,1,11个月以前发布,5室3厅,189.11平米,西南东北,精装,高楼层(共17层),2016年,塔楼,1980000.0,10471
地铁口 出小区门口105国道，交通便利，视野宽阔,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,23,一年前发布,3室2厅,82.88平米,东南,精装,低楼层(共9层),2013年,塔楼,1100000.0,13273
大城云山叠墅 大三房 南北对流 采光充足,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,2,一年前发布,3室2厅,134.52平米,东南,毛坯,3层,,塔楼,1380000.0,10259
向南朝向，通透，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR房源 房本满五年,2,3个月以前发布,5室2厅,150.98平米,东北,其他,高楼层(共17层),2013年,塔楼,1530000.0,10134
大城云山 叠墅带130平露台 一线园景无遮挡,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,132.15平米,南,其他,3层,,塔楼,1400000.0,10595
大城云山叠墅 中间位 南北对流户型 视线好,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,6,一年前发布,3室2厅,134.52平米,东南,毛坯,3层,塔楼,联排别墅,1390000.0,10334
大城云山叠墅 依山傍水 环境舒适优美 户型方正,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,22,一年前发布,3室2厅,130.09平米,东南,毛坯,3层,2018年,塔楼,1150000.0,8841
上雅君庭 近地铁口 生活交通出行便利,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,6个月以前发布,1室1厅,56.35平米,南,毛坯,中楼层(共21层),,塔楼,430000.0,7631
上雅君庭 太平地铁站  刚需小户型,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,8,6个月以前发布,1室1厅,56.35平米,南北,毛坯,低楼层(共21层),,塔楼,410000.0,7276
地铁1房，采光好，格局方正，精装修,新光百德广场 ,太平镇,近地铁 房本满五年,1,一年前发布,1室1厅,52.58平米,南,其他,中楼层(共16层),2014年,塔楼,368000.0,6999
近地铁500米即买即收租 可以租给酒店 只可一次性交易,新光百德广场 ,太平镇,近地铁 房本满五年,5,一年前发布,1室0厅,56.86平米,东南,精装,中楼层(共16层),2014年,塔楼,360000.0,6332
近地铁 格局方正，楼层好 视野采光好，适合办公,智汇国际 ,太平镇,近地铁 随时看房,0,一年前发布,1室0厅,48.17平米,西北,简装,中楼层(共25层),2016年,塔楼,380000.0,7889
地铁口旁，位置好，商圈成熟，电梯楼，交通便利,智汇国际 ,太平镇,近地铁 随时看房,0,8个月以前发布,1室0厅,50.42平米,南,简装,中楼层(共25层),2016年,塔楼,360000.0,7141
南向，楼层好，视野开阔，交通便利，近地铁,新光百德广场 ,太平镇,近地铁 房本满五年,0,一年前发布,1室0厅,56.86平米,南,精装,中楼层(共16层),2014年,塔楼,400000.0,7035
华标荔苑  太平站200米，交通方便，成熟商圈,华标荔苑 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,3,5个月以前发布,1室1厅,45.99平米,北,毛坯,低楼层(共6层),2013年,塔楼,380000.0,8263
房子满五年，朝南向，光线充足，地铁300米，出行方便,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年 随时看房,10,8个月以前发布,1室1厅,46.15平米,南,毛坯,中楼层(共6层),2013年,塔楼,375000.0,8126
地铁14号线，业主保养好，位置繁华,新光百德广场 ,太平镇,近地铁 房本满五年,3,一年前发布,1室1厅,56.65平米,南,精装,中楼层(共16层),2014年,塔楼,350000.0,6179
新光百德广场近地铁500米即买即收租  配套齐全,新光百德广场 ,太平镇,近地铁 房本满五年 随时看房,0,1个月以前发布,1室0厅,39.8平米,南,其他,高楼层(共16层),2014年,塔楼,200000.0,5026
楼下配套齐全，交通便利，公交车就在楼下,新光百德广场 ,太平镇,近地铁 房本满五年,0,6个月以前发布,1室1厅,44.33平米,东南,简装,高楼层(共16层),2014年,塔楼,350000.0,7896
办公楼 写字楼  带租约的 省心,智汇国际 ,太平镇,近地铁 房本满五年,0,一年前发布,1室1厅,40.59平米,东南,精装,中楼层(共25层),2016年,塔楼,380000.0,9362
华标荔苑 刚需小面积  西南向  14号线200米,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年 随时看房,4,一年前发布,1室1厅,48.48平米,西南,精装,低楼层(共6层),2013年,塔楼,450000.0,9283
华标好楼层小户型  适合单身上班族 地铁300米,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,4,5个月以前发布,1室1厅,42.58平米,东北,精装,中楼层(共6层),2013年,塔楼,410000.0,9629
高楼层，采光充足 配套齐全 即买即收租,新光百德广场 ,太平镇,近地铁 房本满五年,22,一年前发布,1室0厅,55.92平米,南,简装,高楼层(共16层),2014年,塔楼,260000.0,4650
房子透风不错，方方正正，采光好，新装修没多久！,华标荔苑 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,3,一年前发布,1室1厅,46.15平米,西南,简装,高楼层(共6层),2013年,塔楼,400000.0,8668
楼下配套齐全，交通便利，公交车就在楼下,新光百德广场 ,太平镇,近地铁 房本满五年,0,1个月以前发布,1室1厅,44.4平米,东南,其他,中楼层(共16层),2014年,塔楼,238000.0,5361
华标荔苑 复式4房 南北对流 采光通风,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年 随时看房,36,一年前发布,4室2厅,234.1平米,西南,毛坯,高楼层(共11层),2013年,板楼,1840000.0,7860
太平地铁站  精装 交通方便 配套齐全,新光百德广场 ,太平镇,近地铁 随时看房,4,3个月以前发布,1室1厅,44.44平米,南,精装,高楼层(共16层),2014年,塔楼,198000.0,4456
新光百德广场 1室1厅 东北,新光百德广场 ,太平镇,近地铁 房本满五年 随时看房,2,3个月以前发布,1室1厅,44.4平米,东北,其他,高楼层(共16层),2014年,塔楼,220000.0,4955
楼下配套齐全，交通便利，公交车就在楼下,新光百德广场 ,太平镇,近地铁 房本满五年 随时看房,1,3个月以前发布,1室1厅,44.4平米,东北,其他,高楼层(共16层),2014年,塔楼,220000.0,4955
高楼层，采光充足 户型方正 满二,新光百德广场 ,太平镇,近地铁 房本满五年,21,一年前发布,1室0厅,44.4平米,东北,精装,高楼层(共16层),2014年,塔楼,260000.0,5856
智汇国际写字楼 近地铁 格局方正 视野采光好,智汇国际 ,太平镇,近地铁 房本满两年,0,2个月以前发布,1室0厅,56.43平米,西,精装,高楼层(共25层),2016年,塔楼,500000.0,8861
楼下配套齐全，交通便利，公交车就在楼下,新光百德广场 ,太平镇,近地铁 房本满五年,3,3个月以前发布,1室1厅,44.79平米,南,精装,高楼层(共16层),2014年,塔楼,250000.0,5582
新光百德广场 1室0厅 西,新光百德广场 ,太平镇,近地铁 房本满五年 随时看房,47,一年前发布,1室0厅,55.46平米,西,精装,高楼层(共16层),2014年,塔楼,270000.0,4869
近地铁500米即买即收租 可以租给酒店 只可一次性交易,新光百德广场 ,太平镇,近地铁 房本满五年,10,一年前发布,1室0厅,44.55平米,西,精装,中楼层(共16层),2014年,塔楼,230000.0,5163
此房格局方正，楼层适中，采光充足,智汇国际 ,太平镇,近地铁,0,一年前发布,1室1厅,58.86平米,西南,简装,中楼层(共25层),2016年,塔楼,450000.0,7646
近地铁 格局方正，楼层好 视野采光好,新光百德广场 ,太平镇,近地铁 房本满五年,0,一年前发布,1室1厅,56.86平米,东南,精装,高楼层(共16层),2014年,塔楼,360000.0,6332
上雅君庭 电梯毛坯房，户型方正， 采光好，小区环境好,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,1室1厅,56.35平米,南,毛坯,低楼层(共21层),,塔楼,480000.0,8519
精装修 电梯中层 采光充足 视野好,新光百德广场 ,太平镇,近地铁 房本满五年 随时看房,0,29,1室1厅,39.59平米,南,简装,中楼层(共16层),2014年,塔楼,198000.0,5002
楼下配套齐全，交通便利，公交车就在楼下,新光百德广场 ,太平镇,近地铁 房本满五年,2,1个月以前发布,1室1厅,56.5平米,东南,其他,中楼层(共16层),2014年,塔楼,288000.0,5098
新光*德楼广场 下KTV电影院     可注册公司,新光百德广场 ,太平镇,近地铁 房本满五年,15,一年前发布,1室0厅,44.79平米,北,简装,中楼层(共16层),2014年,塔楼,338000.0,7547
近地铁口，环境很好，方便出租，很繁华,新光百德广场 ,太平镇,近地铁 房本满五年 随时看房,5,3个月以前发布,1室1厅,44.4平米,北,精装,高楼层(共16层),2014年,塔楼,200000.0,4505
智汇国际 1室1厅 东 南,智汇国际 ,太平镇,近地铁 房本满五年,0,一年前发布,1室1厅,53.12平米,东南,精装,中楼层(共25层),2016年,塔楼,500000.0,9413
写字楼 办公楼 带租约的  省 心,智汇国际 ,太平镇,近地铁 房本满五年,0,一年前发布,1室1厅,52.01平米,东南,精装,中楼层(共25层),2016年,塔楼,500000.0,9614
办公楼 写字楼  带租约的 省 心,智汇国际 ,太平镇,近地铁 房本满五年,0,一年前发布,1室1厅,47.33平米,东南,精装,中楼层(共25层),2016年,塔楼,470000.0,9931
时代印象 太平地铁站 精装修 拎包入住,时代印象 ,太平镇,近地铁 VR看装修,3,2个月以前发布,3室2厅,99.91平米,东南,精装,中楼层(共32层),,塔楼,1260000.0,12612
地铁口100米，南向精装修，采光靓，视野好居住舒适,时代印象 ,太平镇,近地铁 VR看装修 随时看房,2,1个月以前发布,3室2厅,98.18平米,南,精装,中楼层(共32层),2021年,暂无数据,1280000.0,13038
华标荔苑 过二 地铁口物业 交通方便 灵动设计,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,3,一年前发布,2室2厅,92平米,东南,毛坯,低楼层(共6层),2013年,塔楼,1350000.0,14674
地铁口100米，南向精装修，采光靓，视野好,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,4个月以前发布,3室2厅,90.51平米,南,精装,中楼层(共32层),,塔楼,1550000.0,17126
地铁口楼盘，家私家电齐全，次新房，保养好，南北对流,时代印象 ,太平镇,近地铁 VR看装修,0,6个月以前发布,3室2厅,98.14平米,南,精装,高楼层(共32层),,暂无数据,1510000.0,15387
地铁三房    全新装修    格局好,荔林春晓 ,太平镇,近地铁 VR房源 房本满五年,1,一年前发布,3室1厅,94.33平米,北,其他,高楼层(共18层),2016年,塔楼,1330000.0,14100
时代印象三房二厅，光线好，小区门口是14号太平地铁站,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,4个月以前发布,3室2厅,99.91平米,南,精装,低楼层(共32层),,塔楼,1400000.0,14013
采光好 交通便利 楼下商圈配套成熟,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,28,3室2厅,100.4平米,南,其他,高楼层(共19层),,塔楼,1550000.0,15439
精装南向，户型通透，南北对流，小区配套完善,时代印象 ,太平镇,近地铁 VR看装修 随时看房,1,3个月以前发布,3室2厅,99.05平米,南,精装,低楼层(共32层),,塔楼,1300000.0,13125
时代印象 大三房 中楼层视野开阔 地铁口,时代印象 ,太平镇,近地铁 VR看装修,0,5个月以前发布,3室2厅,90.51平米,南,其他,中楼层(共32层),,塔楼,1700000.0,18783
：现楼 带装修 楼栋位置好 靠游泳池,时代印象 ,太平镇,近地铁 VR看装修,0,2个月以前发布,3室2厅,99.91平米,东南,精装,高楼层(共32层),,塔楼,1550000.0,15514
地铁口100米，精装修，采光靓，视野好,时代印象 ,太平镇,近地铁 VR看装修,0,6个月以前发布,3室1厅,99.05平米,南,其他,高楼层(共32层),,塔楼,1580000.0,15952
时代印象地铁口精装三房  南向房源,时代印象 ,太平镇,近地铁 VR看装修 随时看房,1,3个月以前发布,3室2厅,90.98平米,南北,其他,低楼层(共32层),,塔楼,1353000.0,14872
时代印象地铁口精装三房 高楼层,时代印象 ,太平镇,近地铁 VR看装修,0,3个月以前发布,3室2厅,99.89平米,南,精装,高楼层(共32层),,塔楼,1440000.0,14416
地铁口 精装修 标准三房 可拎包入住,荔林春晓 ,太平镇,近地铁 VR房源 房本满五年,2,一年前发布,3室1厅,105.89平米,南,精装,低楼层(共18层),2016年,塔楼,1280000.0,12089
智汇国际  高楼层复式  采光充足  视野开阔,智汇国际 ,太平镇,近地铁 房本满两年,0,一年前发布,2室2厅,97.11平米,南,其他,高楼层(共25层),2016年,塔楼,1290000.0,13284
荔林春晓 地铁口精装三房  南北对流,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年,0,一年前发布,3室2厅,92.7平米,南,精装,高楼层(共18层),2016年,塔楼,1100000.0,11867
时代印象高楼层  视野开阔 南向,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,2个月以前发布,3室2厅,99.33平米,南,其他,高楼层(共32层),,塔楼,1580000.0,15907
地铁口楼盘，家私家电齐全，次新房，保养好,时代印象 ,太平镇,近地铁 VR看装修,0,2个月以前发布,3室2厅,90.98平米,东南,精装,高楼层(共32层),,塔楼,1400000.0,15388
地铁口，新装修，南向两房户型方正,华标荔苑 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,2室2厅,91.74平米,南,精装,高楼层(共12层),,塔楼,1080000.0,11773
时代印象  98方 三房二厅二卫，南向，14号太平地铁站,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,4个月以前发布,3室2厅,99.3平米,南,精装,中楼层(共32层),,塔楼,1350000.0,13596
时代印象地铁口精装修三房 全新未入住次新房,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,10,3室2厅,99.05平米,南,其他,高楼层(共32层),,塔楼,1350000.0,13630
近地铁口  精装南向大三房  双阳台  视野开阔,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年,1,一年前发布,3室2厅,106.15平米,东南,其他,高楼层(共18层),2016年,塔楼,1230000.0,11588
时代印象 地铁口 精装三房 视野好 园林优美,时代印象 ,太平镇,近地铁 VR看装修,0,6个月以前发布,3室2厅,99.33平米,南北,精装,高楼层(共32层),,塔楼,1400000.0,14095
时代印象 地铁口10米 游泳池旁边  南北对流户型,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,6个月以前发布,3室2厅,99.91平米,东东南南,精装,低楼层(共32层),,塔楼,1500000.0,15014
时代印象 南向 全新未入住 小区距离地铁口10米,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,3个月以前发布,3室2厅,99.57平米,南,其他,高楼层(共32层),,塔楼,1450000.0,14563
时代印象  太平地铁站  精装修  南向拎包入住,时代印象 ,太平镇,近地铁 VR看装修,0,2个月以前发布,3室2厅,99.01平米,南,精装,低楼层(共32层),,塔楼,1500000.0,15150
地铁口100米，南向精装修，采光靓，视野好居住舒适,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,3个月以前发布,3室2厅,90.98平米,南,精装,低楼层(共32层),,塔楼,1500000.0,16488
华标荔苑  14号地铁沿线太平站,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年 随时看房,0,一年前发布,2室1厅,91.63平米,东南,精装,中楼层(共12层),2013年,塔楼,1100000.0,12005
时代印象 精装三房地铁口30米，采光靓，视野好,时代印象 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,2个月以前发布,3室2厅,99.57平米,南,精装,中楼层(共32层),,塔楼,1720000.0,17275
时代印象 地铁口 南向精装修 交通便利，配套齐全,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,3个月以前发布,3室2厅,90.51平米,西南,其他,低楼层(共32层),,塔楼,1260000.0,13922
时代印象 地铁盘  精装修  带全屋家私家电,时代印象 ,太平镇,近地铁 VR看装修 随时看房,2,4个月以前发布,3室2厅,99.32平米,南,精装,中楼层(共32层),,塔楼,1500000.0,15103
雅居乐滨江雅苑四房居住舒适，随时看房,雅居乐滨江雅苑 ,太平镇,VR看装修 房本满两年 随时看房,0,1个月以前发布,4室2厅,98.73平米,南,其他,高楼层(共26层),,塔楼,1100000.0,11142
新小区雅居乐，十四号 地铁太平站,雅居乐滨江雅苑 ,太平镇,VR看装修 随时看房,1,6个月以前发布,4室2厅,98.73平米,东南,精装,高楼层(共26层),,塔楼,1120000.0,11345
紫泉翠荔嘉园 大三房 装修新净 拎包入住,紫泉翠荔嘉园 ,太平镇,VR房源 房本满五年,0,一年前发布,4室1厅,101.64平米,西北,其他,中楼层(共6层),,塔楼,1050000.0,10331
新小区雅居乐，十四号 地铁太平站,雅居乐滨江雅苑 ,太平镇,VR看装修 随时看房,1,6个月以前发布,4室2厅,98.73平米,东南,精装,高楼层(共26层),塔楼,,1120000.0,11345
上雅君庭 太平地铁站 精装修 自住房,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,2室2厅,76.12平米,东南,精装,低楼层(共21层),塔楼,,650000.0,8540
此房南北对流，中楼层，视野宽阔无遮挡，采光充足,紫泉翠荔嘉园 ,太平镇,VR房源 房本满五年 随时看房,0,28,4室2厅,131.39平米,南,其他,中楼层(共6层),板楼,2007年,950000.0,7231
紫泉翠荔嘉园，生活便利，近地铁口，环境优美,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,0,11,4室2厅,130平米,东南,其他,低楼层(共6层),塔楼,,950000.0,7308
视野宽阔无遮挡，采光充足，交通便利，闹中取静,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,0,8,4室2厅,121.57平米,西北,精装,低楼层(共6层),塔楼,,960000.0,7897
智慧国际，近地铁口，出行方便，适合办公,智汇国际 ,太平镇,近地铁 房本满五年,0,一年前发布,2室1厅,74.13平米,南,精装,高楼层(共25层),塔楼,2016年,680000.0,9174
格局好:户型方正，使用，可随意摆放家电家具,银农楼 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,10,一年前发布,2室1厅,61.46平米,东南,简装,中楼层(共7层),塔楼,2002年,550000.0,8949
此房朝向好，楼层好，格局方正，出入方便,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,81.62平米,南,毛坯,中楼层(共18层),塔楼,2016年,800000.0,9802
太平站A出口  满二 户型方正,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,3,一年前发布,2室2厅,85.07平米,南,精装,中楼层(共6层),塔楼,2013年,900000.0,10580
流溪湾望河小户型  楼层好 视野开阔  精装修,紫泉流溪湾 ,太平镇,VR看装修 房本满五年,0,5个月以前发布,1室1厅,40.92平米,东北,其他,中楼层(共17层),板楼,2018年,650000.0,15885
上雅君庭地铁口三房 高楼层视野好,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,3个月以前发布,3室2厅,89.84平米,南,毛坯,高楼层(共21层),塔楼,,900000.0,10018
户型方正 复式楼 近地铁口 采光好,智汇国际 ,太平镇,近地铁 房本满五年 随时看房,1,一年前发布,2室2厅,70.59平米,东南,精装,高楼层(共25层),塔楼,2016年,600000.0,8500
上雅君庭  户型方正 采光好格局好中楼层，交通便利,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,3个月以前发布,2室2厅,76.12平米,北,毛坯,低楼层(共21层),塔楼,,750000.0,9853
