标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
业主急  知识城北  地铁站800米,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,2室1厅,80.62平米,东南,毛坯,中楼层(共11层),2013年,塔楼,860000.0,10668
大城云山 小区好户型 好楼层 满五唯一,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,1,1个月以前发布,3室1厅,117.56平米,东北,毛坯,高楼层(共17层),2016年,塔楼,850000.0,7231
大城云山   电梯三房看房方便,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,3室2厅,125.04平米,东南,毛坯,高楼层(共17层),2013年,塔楼,900000.0,7198
大城云山 时代配套 地铁盘 业主急 好商量,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,2室1厅,59.4平米,东北,毛坯,中楼层(共22层),2018年,塔楼,570000.0,9596
大城云山   电梯三房看房方便,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,3室2厅,125.04平米,东南,毛坯,高楼层(共17层),2013年,塔楼,900000.0,7198
交通便利 管理优质 环境优雅 带租约 诚意出*,东湖铭泰公馆 ,东湖,近地铁 房本满两年,48,一年前发布,1室1厅,26.1平米,南,精装,中楼层(共16层),2008年,塔楼,730000.0,27970
东湖板块电梯单间 北向 总 jia 抵 上车盘,东湖铭泰公馆 ,东湖,近地铁 房本满五年 随时看房,5,11个月以前发布,1室0厅,25.75平米,北,简装,中楼层(共16层),,塔楼,550000.0,21360
共和南小区 加装电梯 南北向 八一,共和南路 ,杨箕,近地铁 VR看装修 房本满五年,1,8个月以前发布,1室0厅,27.78平米,南,其他,中楼层(共8层),,暂无数据,1000000.0,35998
红火ju经典小户型实用一房一厅低楼层上车盘,东川路 ,东川路,近地铁 VR看装修 房本满两年 随时看房,1,4个月以前发布,1室1厅,28.74平米,北,精装,低楼层(共8层),,塔楼,980000.0,34099
时代印象 4室2厅 南,时代印象 ,太平镇,近地铁 VR看装修,0,2个月以前发布,4室2厅,105.01平米,南,精装,低楼层(共32层),,塔楼,1750000.0,16666
环市东路 精装四房一厅 南向通风采光好,环市东路 ,环市东,近地铁 VR看装修 房本满五年,0,3个月以前发布,4室2厅,94.94平米,南北,其他,高楼层(共9层),,塔楼,4700000.0,49505
地铁口楼盘，家私家电齐全，次新房，保养好,时代印象 ,太平镇,近地铁 VR看装修,0,2个月以前发布,4室2厅,105.06平米,南,精装,高楼层(共32层),,暂无数据,1800000.0,17134
育才 福今东大院 精装大三房 安静舒适,福今东 ,东风东,近地铁 VR看装修 房本满两年,2,5个月以前发布,3室2厅,90.49平米,南,精装,中楼层(共7层),1985年,塔楼,4680000.0,51719
时代印象次新房，精装修4房，全屋定制,时代印象 ,太平镇,近地铁 VR看装修,1,5个月以前发布,4室2厅,105平米,南,精装,高楼层(共32层),,塔楼,1768000.0,16839
时代印象地铁口100米 小区有幼儿园 南向4房 看花园,时代印象 ,太平镇,近地铁 VR看装修,2,6个月以前发布,4室2厅,105平米,南,其他,低楼层(共32层),,塔楼,1850000.0,17620
太平地铁站 南北对流 户型方正 全屋定制 环境空气好,时代印象 ,太平镇,近地铁 VR看装修,2,3个月以前发布,4室2厅,105.01平米,东南南,精装,高楼层(共32层),,塔楼,1380000.0,13142
地铁口 大四房 南北对流 视野采光好,时代印象 ,太平镇,近地铁 VR看装修,0,3个月以前发布,4室2厅,105.01平米,南北,精装,中楼层(共32层),,塔楼,1700000.0,16189
时代印象30米地铁口房源 4房户型方正,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,1个月以前发布,4室2厅,104.88平米,南,精装,低楼层(共32层),,塔楼,1600000.0,15256
大院管理 框架结构 南向视野开阔 准电梯,福今西 ,东风东,近地铁 VR看装修 房本满五年 随时看房,2,5个月以前发布,3室1厅,99.83平米,东南,简装,高楼层(共6层),,塔楼,4800000.0,48082
御金沙 舒适四房 南北对流双阳台 楼下双地铁,御金沙 ,金沙洲,近地铁 VR看装修 房本满五年,1,4个月以前发布,4室2厅,140平米,东南南,精装,高楼层(共25层),2011年,塔楼,4800000.0,34286
智汇国际写字楼  近地铁 格局方正 视野采光好,智汇国际 ,太平镇,近地铁 房本满两年,1,一年前发布,1室2厅,53.62平米,南西南,其他,高楼层(共25层),2016年,塔楼,600000.0,11190
智汇国际 高层 一房一卫 光线足位置好,智汇国际 ,太平镇,近地铁 房本满五年,0,4个月以前发布,1室0厅,51.98平米,东北,精装,低楼层(共25层),2016年,塔楼,510000.0,9812
准电梯楼，01年楼龄，西南向，框架两房，居住优选。,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,一年前发布,2室1厅,73.28平米,南,简装,中楼层(共8层),,塔楼,3550000.0,48445
精装修  南北对流  有加电梯位置,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满两年,1,9个月以前发布,2室1厅,56.8平米,南北,精装,中楼层(共8层),,塔楼,3180000.0,55986
华标荔苑 太平地铁口200米 一房一厅,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,12,一年前发布,1室1厅,46.88平米,东北,毛坯,低楼层(共6层),2013年,塔楼,620000.0,13226
竹丝岗大马路　框架低层　实用3房　位置安静,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年 随时看房,1,5个月以前发布,3室1厅,77.58平米,东西北,其他,低楼层(共9层),1990年,塔楼,3350000.0,43182
此房装修保养好，楼层适中，即买即入住或收租,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,4个月以前发布,2室1厅,54.84平米,南,其他,低楼层(共7层),,塔楼,2500000.0,45588
商品满五不唯一 框架两房 全明格局 安静不吵 配套齐全,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,2,一年前发布,2室2厅,73.28平米,西南,简装,中楼层(共8层),,塔楼,3680000.0,50219
智汇国际写字楼 开发区交通要道  办公首 选,智汇国际 ,太平镇,近地铁 房本满两年 随时看房,0,一年前发布,1室1厅,53.62平米,东南,精装,高楼层(共25层),2016年,塔楼,580000.0,10817
此房装修保养好，低楼层，即买即入住，通风采光好,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,2个月以前发布,2室1厅,62.05平米,东南,精装,低楼层(共9层),,塔楼,2780000.0,44803
带装修 中高楼层  南向小户型,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,4个月以前发布,1室1厅,56.35平米,南,其他,高楼层(共21层),,塔楼,650000.0,11536
竹丝岗　框架2房　三面单边采光好　安静　近地铁,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,3个月以前发布,2室2厅,62.26平米,南西北,其他,高楼层(共8层),1985年,塔楼,2490000.0,39994
小区环境优美，离地铁口200米，生活便利,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,1室1厅,44.6平米,东北,其他,中楼层(共6层),2013年,塔楼,580000.0,13005
智汇国际太平地铁边写字楼交通方便有停车场,智汇国际 ,太平镇,近地铁 随时看房,0,8个月以前发布,1室0厅,78.51平米,南,简装,中楼层(共25层),2016年,塔楼,560000.0,7133
办公楼 写字楼 带租约的 省  心,智汇国际 ,太平镇,近地铁 房本满五年,0,一年前发布,1室1厅,51.98平米,东南,精装,中楼层(共25层),2016年,塔楼,550000.0,10581
华标荔苑 南向 太平地铁口 下地铁就是家门口 采光好,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,1室1厅,46.15平米,南,其他,中楼层(共6层),2013年,塔楼,660000.0,14302
华标小区，近地铁口。环境优美。空气清晰,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,44.11平米,北,精装,中楼层(共6层),2013年,塔楼,568000.0,12877
格局好 户型方正 楼层好 交通便利,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年,0,7个月以前发布,1室2厅,56.35平米,南,其他,低楼层(共21层),,塔楼,700000.0,12423
带装修 中高楼层  南向小户型,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,2,4个月以前发布,1室1厅,56.35平米,南,其他,高楼层(共21层),,塔楼,630000.0,11181
智汇国际 高层楼层好商圈成熟交通便利,智汇国际 ,太平镇,近地铁 房本满两年,0,2个月以前发布,1室2厅,56.43平米,西,精装,高楼层(共25层),2016年,塔楼,519000.0,9198
满五年税费少，商品房，户型格局方正，视野无遮挡,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,9,一年前发布,2室1厅,42.18平米,东,简装,中楼层(共9层),1990年,塔楼,1780000.0,42201
低总JIA框架结构，商品满五不唯一，安静不吵,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,2室1厅,37.79平米,东,简装,中楼层(共7层),1985年,塔楼,1800000.0,47632
满五唯一，住家精装修，格局方正，居住优选,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满两年,0,一年前发布,3室1厅,60.33平米,西南,精装,高楼层(共7层),1985年,塔楼,3400000.0,56357
东山口，框架，西南向，全明两房，加装电梯正在筹备,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满两年 随时看房,0,8个月以前发布,2室1厅,62.26平米,东南,简装,高楼层(共8层),1985年,塔楼,2950000.0,47382
智汇国际 电梯高层 精装修南向,智汇国际 ,太平镇,近地铁 房本满两年 随时看房,0,2个月以前发布,1室3厅,73.26平米,南,精装,高楼层(共25层),2016年,塔楼,790000.0,10784
地铁口，配套齐，交通便利，即买即住,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,42.58平米,东南,简装,高楼层(共6层),2013年,塔楼,590000.0,13857
加装电梯 精装两房 低税费 地理位置优越,竹丝岗大马路 ,东风东,VR看装修 房本满两年,4,一年前发布,2室1厅,50.48平米,南,精装,低楼层(共9层),,塔楼,2510000.0,49723
华标荔苑  知识城北 14号线太平站300米 精装拎包入住,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,6,一年前发布,1室1厅,47.14平米,东南,精装,低楼层(共6层),2013年,塔楼,550000.0,11668
商品房过五年不唯一 地铁口小面积总金额低 两房一厅,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,10,一年前发布,2室1厅,49.92平米,西北,简装,高楼层(共9层),1990年,塔楼,1780000.0,35658
华标荔苑 1室1厅 西南,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,1室1厅,46.15平米,西南,其他,高楼层(共6层),2013年,塔楼,600000.0,13002
上雅君庭 太平地铁站500米，精装房，生活便利,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,2,24,1室2厅,56.35平米,西南,精装,中楼层(共21层),,塔楼,580000.0,10293
华标小区，近地铁口，环境优美，空气好,华标荔苑 ,太平镇,近地铁 VR看装修,0,6个月以前发布,1室1厅,45.99平米,南,精装,低楼层(共6层),2013年,塔楼,690000.0,15004
阳台朝西南向格局好，户型方正，适宜单身居住,华标荔苑 ,太平镇,近地铁 VR看装修 房本满两年,1,一年前发布,1室1厅,45.62平米,西南,简装,低楼层(共6层),2013年,塔楼,520000.0,11399
靓！东山口低楼层中山医执信南两房商品满五年,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,1个月以前发布,2室0厅,41.01平米,东南,其他,低楼层(共9层),1990年,塔楼,1780000.0,43405
过五免增值税，采光充足，交通便利。,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,0,一年前发布,2室2厅,90.08平米,南,其他,低楼层(共12层),2013年,塔楼,950000.0,10547
此房满两年，南北对流 ，电梯两房，无遮挡。,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,2室1厅,91.74平米,西南,其他,低楼层(共12层),2013年,塔楼,1000000.0,10901
地铁口900米  南向大三房  户型好,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,106.15平米,南,毛坯,低楼层(共18层),2016年,塔楼,1000000.0,9421
御金沙三房 小区安静  房子通风 证满五年 看房梯前约,御金沙 ,金沙洲,近地铁 VR房源 房本满两年,1,9个月以前发布,3室1厅,108.01平米,东南,精装,中楼层(共23层),2014年,塔楼,4800000.0,44441
近地铁口，环境优美，生活配套好,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年,1,一年前发布,2室2厅,94.16平米,南,其他,低楼层(共12层),,塔楼,778000.0,8263
力迅商务大厦复式家具齐全交通便利适合家,力迅商务大厦 ,东风东,近地铁 房本满五年 随时看房,3,一年前发布,1室1厅,25.49平米,东南,精装,低楼层(共7层),,塔楼,800000.0,31385
近地铁，电梯南向三房，中间楼层,荔林春晓 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,2个月以前发布,3室2厅,106.89平米,南,毛坯,中楼层(共18层),2016年,塔楼,930000.0,8701
步行街楼盘 简装大三房 南北对流 笋,新平路 ,太平镇,VR看装修 房本满两年 随时看房,1,9个月以前发布,4室1厅,100.16平米,南,精装,高楼层(共8层),,暂无数据,650000.0,6490
华标荔苑小区，近地铁口，环境优美，生活便利,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,2,一年前发布,2室2厅,90.45平米,南,毛坯,低楼层(共12层),,塔楼,743000.0,8215
太平开发区高大上写字楼 中间楼层 24小时方便看房,智汇国际 ,太平镇,近地铁 随时看房,0,一年前发布,2室1厅,94.29平米,东北,其他,中楼层(共25层),2016年,塔楼,670000.0,7106
华标荔苑精装修中楼层电梯三房 家私家电,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,2,6个月以前发布,2室2厅,91平米,东北,其他,中楼层(共12层),2013年,塔楼,860000.0,9451
南北对流户型，实用三房两厅两卫，格局方正实用；,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,6个月以前发布,3室1厅,92.48平米,南北,毛坯,中楼层(共18层),2016年,塔楼,850000.0,9192
华标荔苑  业主诚意放盘  南向大二房,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,11,2室1厅,93.18平米,南,其他,低楼层(共12层),2013年,塔楼,700000.0,7513
太平地铁口 荔林春晓 新装修三房,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,3室1厅,94.56平米,东北,其他,高楼层(共18层),2016年,塔楼,850000.0,8990
华标荔苑 太平地铁站 精装修 拎包入住,华标荔苑 ,太平镇,近地铁 VR房源 房本满五年,0,4个月以前发布,3室2厅,90.8平米,南北,精装,低楼层(共12层),2013年,塔楼,850000.0,9362
地铁口 南向大3房 楼层佳 采光好,荔林春晓 ,太平镇,近地铁 VR房源 房本满五年 随时看房,10,一年前发布,3室2厅,105.89平米,东南,精装,中楼层(共18层),2016年,塔楼,950000.0,8972
楼层好  户型方正  近东风东写字楼 位置佳,力迅商务大厦 ,东风东,近地铁 房本满五年 随时看房,3,一年前发布,1室1厅,29.79平米,南,其他,低楼层(共7层),,塔楼,700000.0,23498
全新毛坯2房2厅 毛坯可自行装修喜欢的风格,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,20,一年前发布,2室2厅,81.7平米,南北,毛坯,中楼层(共9层),2016年,塔楼,495000.0,6059
知识城北，太平站800米，满五不唯一，有钥匙,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,8,7个月以前发布,2室2厅,81.7平米,南北,毛坯,高楼层(共9层),2013年,塔楼,500000.0,6120
太平地铁800米   全新精装   户型方正,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,一年前发布,3室3厅,117.71平米,北,精装,中楼层(共17层),2016年,塔楼,1660000.0,14103
大城云山 楼层好 地铁700米,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,4,一年前发布,3室1厅,113.13平米,西南,精装,高楼层(共17层),2013年,塔楼,1380000.0,12199
东风东754大院高层平层电梯，正规4房，户型方正采光好,东风东路754号之一大院 ,东风东,VR房源 房本满五年,1,一年前发布,4室2厅,124.58平米,南西东,简装,高楼层(共9层),,塔楼,9500000.0,76257
农林    加装 电梯 东南向 视野开阔,农林下路 ,东风东,VR房源 房本满五年,3,一年前发布,1室1厅,33.19平米,东东南南,其他,中楼层(共9层),1988年,板楼,2750000.0,82857
此房商品房 满5唯一 框架结构 近地铁,福今北 ,东风东,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,49.34平米,东,简装,低楼层(共4层),,暂无数据,2880000.0,58371
东风东配套，万科金色家园少有南北向4房户型,万科金色家园 ,东风东,VR看装修 房本满五年,6,一年前发布,4室2厅,169.4平米,南,其他,低楼层(共33层),2008年,塔楼,18000000.0,106258
楼层好，视野开阔，采光充足，交通便利，地铁物业,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,2,一年前发布,3室2厅,111.11平米,南北,精装,高楼层(共17层),2013年,塔楼,1110000.0,9991
从化大城云山装修大户型有*格谈,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,1,11个月以前发布,3室1厅,111.11平米,东南,其他,低楼层(共17层),2013年,塔楼,1070000.0,9631
铁一 大院管理 环境好 南北对流 户型方正 安静舒适,梅花村 ,东风东,近地铁 VR看装修 房本满两年,2,9个月以前发布,4室2厅,133.45平米,南北,其他,高楼层(共6层),1990年,板楼,8100000.0,60697
封闭式管理大院  东南北单边 安静 通风采光靓,竹丝岗二马路39号大院 ,东风东,近地铁 VR房源 房本满五年,7,8个月以前发布,4室1厅,111.82平米,东南北,精装,中楼层(共9层),1990年,塔楼,5500000.0,49187
满五唯一，地铁800米，精装地铁洋房,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,2,一年前发布,3室2厅,113.59平米,东,精装,中楼层(共11层),2016年,塔楼,1180000.0,10389
地铁口 毛坯大两房 中楼层 视野好,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,2室1厅,87.83平米,南,毛坯,中楼层(共17层),2016年,塔楼,1060000.0,12069
大城云山 户型方正 采光充足 舒适性强,大城云山 ,太平镇,近地铁 VR看装修 房本满两年,2,一年前发布,3室2厅,121.21平米,南北,其他,低楼层(共22层),2018年,塔楼,1760000.0,14521
大城云山 近地铁口交通便利 出行方便,大城云山 ,太平镇,近地铁 VR看装修 房本满两年,0,1个月以前发布,3室1厅,121.3平米,南,精装,低楼层(共22层),2018年,塔楼,1080000.0,8904
户型动静分区，朝南户型，毛胚房可以自己设计,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,121平米,东南,毛坯,高楼层(共22层),2018年,塔楼,1394000.0,11521
向南朝向，通透，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,3室1厅,121.58平米,西南,毛坯,中楼层(共22层),2018年,塔楼,1100000.0,9048
高楼层  户型方正  采光充足 南北通透,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,121.6平米,南,毛坯,高楼层(共22层),2018年,塔楼,1800000.0,14803
此房原装电梯，高楼层，采光通风好,农林下路 ,东风东,近地铁 VR房源 房本满五年,1,一年前发布,1室0厅,20.15平米,东南,其他,高楼层(共20层),1991年,塔楼,2080000.0,103226
大城云山 叠墅带130平露台 一线园景无遮挡,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,132.15平米,南,其他,3层,,塔楼,1400000.0,10595
向南朝向，通透，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR房源 房本满五年,2,3个月以前发布,5室2厅,150.98平米,东北,其他,高楼层(共17层),2013年,塔楼,1530000.0,10134
地铁口 出小区门口105国道，交通便利，视野宽阔,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,23,一年前发布,3室2厅,82.88平米,东南,精装,低楼层(共9层),2013年,塔楼,1100000.0,13273
14号线太平站700米电梯复式  大5房4卫,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,1,11个月以前发布,5室3厅,189.11平米,西南东北,精装,高楼层(共17层),2016年,塔楼,1980000.0,10471
地铁口 出小区门口105国道，交通便利，视野宽阔,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,23,一年前发布,3室2厅,82.88平米,东南,精装,低楼层(共9层),2013年,塔楼,1100000.0,13273
此房是步梯2楼，小面积育才，环境安静，过五唯一少税,福今北 ,东风东,VR看装修 房本满五年,4,一年前发布,1室1厅,36.31平米,南,其他,低楼层(共8层),1988年,暂无数据,1820000.0,50124
大城云山叠墅 大三房 南北对流 采光充足,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,2,一年前发布,3室2厅,134.52平米,东南,毛坯,3层,,塔楼,1380000.0,10259
东风东 大院环境 平层电梯 户型方正 单边 望东山宾馆,东风东路754号之一大院 ,东风东,VR看装修 房本满五年 随时看房,0,7个月以前发布,4室2厅,124.58平米,东南,精装,中楼层(共9层),,塔楼,8500000.0,68230
向南朝向，通透，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR房源 房本满五年,2,3个月以前发布,5室2厅,150.98平米,东北,其他,高楼层(共17层),2013年,塔楼,1530000.0,10134
大城云山 叠墅带130平露台 一线园景无遮挡,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,132.15平米,南,其他,3层,,塔楼,1400000.0,10595
大城云山叠墅 中间位 南北对流户型 视线好,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,6,一年前发布,3室2厅,134.52平米,东南,毛坯,3层,塔楼,联排别墅,1390000.0,10334
铁一 小区管理 南北对流 交通便利,梅花村 ,东风东,近地铁 VR看装修 房本满五年,4,一年前发布,4室1厅,115.11平米,南,其他,高楼层(共9层),1990年,板楼,7500000.0,65156
大城云山叠墅 依山傍水 环境舒适优美 户型方正,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,22,一年前发布,3室2厅,130.09平米,东南,毛坯,3层,2018年,塔楼,1150000.0,8841
高品质小区 中高层南向看广州塔 视野开阔 东南北采光,万科金色家园 ,东风东,VR看装修 房本满五年,2,7个月以前发布,4室2厅,168.57平米,南北,精装,中楼层(共33层),2008年,塔楼,19100000.0,113307
福今北大院  正规一房一厅  采光充足  户型方正,福今北 ,东风东,VR看装修 随时看房,0,3个月以前发布,1室1厅,34.05平米,北,简装,中楼层(共8层),,暂无数据,1750000.0,51396
此房为房改房，原装电梯楼框架结构，省级东风东带精装,农林下路 ,东风东,近地铁 VR看装修 房本满五年 随时看房,0,1个月以前发布,4室2厅,132.37平米,东南西北,其他,中楼层(共20层),1990年,塔楼,9800000.0,74035
省委大院  电梯四房  南北向 厅出阳台,梅花村 ,东风东,近地铁 VR房源,5,5个月以前发布,4室1厅,115.3平米,东南,精装,高楼层(共7层),1990年,塔楼,7500000.0,65048
房改四房  南北东三面单边 东山口花园小区 安静 铁一,小东园 ,东山口,近地铁 VR看装修 随时看房,0,12,4室2厅,100.8平米,南北东,毛坯,低楼层(共7层),1987年,塔楼,5900000.0,58532
华侨新村 安静位置  近华侨 不占用,华侨新村 ,淘金,近地铁 VR看装修 房本满五年 随时看房,1,17,1室0厅,25.17平米,西北,简装,低楼层(共7层),2000年,塔楼,980000.0,38936
南向安静一房一厅，户型方正，首付低,纺织路(海珠) ,滨江中,VR房源 房本满五年 随时看房,8,1个月以前发布,1室1厅,29.04平米,东南,其他,低楼层(共3层),,暂无数据,540000.0,18596
中楼层小户型 采光通风好 有钥匙 随时方便看,大德路 ,解放南,近地铁 VR看装修 房本满五年,18,一年前发布,1室1厅,28.28平米,东,简装,中楼层(共9层),1993年,塔楼,620000.0,21924
同福西b出口1min，精装修，全明屋。家私家电齐全,聚龙花园 ,同福,近地铁 VR看装修 房本满两年,1,8个月以前发布,1室1厅,26.13平米,南,其他,高楼层(共9层),1995年,塔楼,850000.0,32530
北京路商圈，框架结构，石米楼龄比较新,起义路 ,解放南,近地铁 VR房源 房本满五年,0,一年前发布,1室1厅,25.71平米,南北,其他,低楼层(共9层),,塔楼,980000.0,38118
电梯四房 带私家天台花园 精致装修  南北对流,菜园东 ,东川路,VR看装修 房本满五年 随时看房,31,一年前发布,4室2厅,105.08平米,南北,精装,高楼层(共9层),,塔楼,4400000.0,41873
东华东路 一房 格局方正 采光通风好 近地铁,东华东路 ,东川路,VR看装修 房本满两年,0,一年前发布,1室1厅,26.75平米,南,其他,低楼层(共9层),1995年,塔楼,2200000.0,82243
满五年，地铁正上盖，产权清晰，方正户型，简洁装修。,聚龙花园 ,同福,近地铁 VR看装修 房本满五年,14,一年前发布,1室1厅,26.13平米,南,简装,中楼层(共9层),1995年,塔楼,690000.0,26407
农林下 高教厅 电梯三房 看房方便,农林下路 ,东风东,近地铁 VR看装修 房本满五年,2,一年前发布,3室1厅,104.2平米,东,其他,低楼层(共31层),,塔楼,7400000.0,71018
带租约满5年的1房，装修保养好。,城西花园 ,金沙洲,近地铁 VR看装修 房本满五年,32,一年前发布,1室0厅,29.8平米,南,精装,中楼层(共9层),1999年,塔楼,880000.0,29531
金色家园 中高层精致2房 南北对流,万科金色家园 ,东风东,VR看装修 房本满五年,35,一年前发布,2室1厅,91.63平米,南北,精装,中楼层(共33层),2008年,塔楼,10500000.0,114592
农讲所 社区环境较好 交通方便 采光充足,文德路 ,北京路,近地铁 VR看装修 房本满五年,2,一年前发布,1室0厅,25.79平米,南,其他,高楼层(共9层),,板楼,1000000.0,38775
南华西路 框架正规一房 近珠江边 近同福西地铁,南华西路 ,滨江西,近地铁 VR房源 房本满五年,63,一年前发布,1室1厅,25.19平米,北,精装,中楼层(共8层),1990年,暂无数据,800000.0,31759
中山二路 实用大四房 加装电梯平层 南北对流,中山二路 ,东川路,近地铁 VR看装修 房本满五年,2,一年前发布,4室2厅,108.01平米,南北,简装,中楼层(共8层),,塔楼,5250000.0,48607
加装电梯平层，南北对流，大院管理，独用天台,竹丝岗二马路39号大院 ,东风东,近地铁 VR看装修 房本满五年,11,一年前发布,3室2厅,95.93平米,南北,其他,高楼层(共9层),,塔楼,7000000.0,72970
加装电梯平层，南北对流，大院管理，独用天台,竹丝岗二马路39号大院 ,东风东,近地铁 VR看装修 房本满五年,11,一年前发布,3室2厅,95.93平米,南北,其他,高楼层(共9层),塔楼,,7000000.0,72970
中山二路 实用大四房 加装电梯平层 南北对流,中山二路 ,东川路,近地铁 VR看装修 房本满五年,2,一年前发布,4室2厅,108.01平米,南北,简装,中楼层(共8层),塔楼,,5250000.0,48607
农林小，通风采光好，格局方正，配套方便,环市东路 ,环市东,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,1室1厅,26.32平米,南西北北,其他,高楼层(共9层),塔楼,,1790000.0,68010
沿江高层电梯房视野辽阔，风景优美，,天字广场 ,海珠广场,近地铁 VR看装修 房本满五年,31,一年前发布,4室2厅,109.15平米,东北东北,精装,高楼层(共29层),塔楼,,5000000.0,45809
北京路商圈 小面积 上车盘 生活配套成熟,万福路 ,越秀南,VR看装修 房本满五年,0,9个月以前发布,1室0厅,26.76平米,东南,精装,中楼层(共9层),塔楼,,760000.0,28401
省级署前，小面积，交通便利，生活方便，近公园,龟岗大马路 ,东山口,近地铁 VR看装修 房本满五年,8,一年前发布,1室1厅,27平米,东,简装,中楼层(共6层),塔楼,1981年,1290000.0,47778
大德路、濠畔街中层、户型方正实用 配套完善 生活便利,大德路 ,解放南,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,28.79平米,东南,简装,中楼层(共9层),塔楼,1993年,980000.0,34040
地下一层 层高4米复式 低层 近江边 配套成熟 安静不吵,同庆路 ,同福,近地铁 VR看装修 随时看房,0,1个月以前发布,1室0厅,26.84平米,南,其他,低楼层(共2层),暂无数据,,800000.0,29807
