标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
惠福西路 低层一房 精致装修 保养新净,惠福西路 ,西门口,近地铁 VR看装修 房本满五年,5,一年前发布,1室1厅,26.91平米,南西,其他,低楼层(共9层),,塔楼,880000.0,32702
原装电梯4房 南北格局 安静不吵,锦桦大厦锦桦荟 ,东川路,近地铁 VR看装修 房本满五年,5,一年前发布,4室2厅,105.82平米,东南,精装,低楼层(共31层),2001年,塔楼,6500000.0,61426
气象局大院 电梯平层 单边位 可停车 有平台,气象局大院 ,东风东,近地铁 VR房源 房本满五年 随时看房,5,9个月以前发布,3室2厅,95.95平米,西南北,简装,低楼层(共10层),,板楼,5600000.0,58364
文明路中层上车靓房 随时方便看房,文明路 ,农讲所,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,1室1厅,29.61平米,南,其他,高楼层(共6层),,板楼,900000.0,30396
珠光雅居经典小户型 首付低 上车盘,珠光雅居 ,越秀南,近地铁 VR看装修 房本满五年,5,一年前发布,1室1厅,28.12平米,南,简装,中楼层(共11层),,塔楼,900000.0,32006
东山口三地铁交汇处，健身楼层总架100完出头即可拥有,执信南路 ,东山口,近地铁 VR看装修 房本满五年,6,一年前发布,1室1厅,25.84平米,东南,其他,高楼层(共8层),1990年,塔楼,1050000.0,40635
东川路低层小面积，光线好，户型实用，低总jia,东川路 ,东川路,近地铁 VR看装修 房本满两年,0,一年前发布,1室1厅,28.5平米,东南,其他,中楼层(共8层),,塔楼,1198000.0,42036
该物业南北向，户型好厅出阳台南向安静,气象局大院 ,东风东,VR看装修 房本满五年,3,7个月以前发布,3室2厅,92.36平米,南,其他,低楼层(共9层),,板楼,5980000.0,64747
龟岗社区 小洋房2楼 4.4米层 框架结构 南向,龟岗三马路 ,东山口,近地铁 VR看装修 房本满两年,1,3个月以前发布,4室1厅,90.33平米,南,精装,中楼层(共4层),,板楼,6300000.0,69745
[店长好房]东风东大两房诚意卖jia钱可谈快咨询看房,东风东路754号大院 ,东风东,近地铁 VR看装修 房本满两年 随时看房,2,6个月以前发布,2室2厅,93.43平米,南北,简装,低楼层(共12层),1988年,塔楼,5500000.0,58868
实用一房一厅，保养新净，拎包入住,光塔路 ,西门口,近地铁 VR看装修 房本满两年,0,一年前发布,1室1厅,29.99平米,东南,其他,中楼层(共7层),,塔楼,950000.0,31678
海珠中路 中层电梯一房 户型实用 交通出行方便,海珠中路 ,解放南,近地铁 VR房源 房本满五年 随时看房,0,20,1室0厅,25.74平米,东,简装,中楼层(共8层),,塔楼,920000.0,35743
执信南小区，框架四房，过五年，业主诚意,执信南路 ,东山口,近地铁 VR看装修 房本满五年,2,3个月以前发布,4室2厅,105平米,东南,其他,中楼层(共9层),,塔楼,4500000.0,42858
市委党校大院南北对流四房楼层环境好,市委党校大院 ,黄花岗,近地铁 VR房源,2,一年前发布,4室1厅,101.15平米,南北,简装,低楼层(共7层),,塔楼,4790000.0,47356
东南向，近东湖公园，实用四房，环境优美。,东湖北大院 ,东湖,近地铁 VR房源 房本满五年 随时看房,4,11个月以前发布,4室1厅,100.14平米,南,简装,中楼层(共8层),,板楼,8600000.0,85880
低层一房一厅 三面单边 通风光线好 双地铁,中山四路 ,公园前,近地铁 VR房源 房本满两年,1,7个月以前发布,1室1厅,29.68平米,南北,精装,中楼层(共4层),,塔楼,890000.0,29987
金色家园大两房户型方正采光好通风,万科金色家园 ,东风东,VR看装修 房本满五年 随时看房,1,7个月以前发布,2室1厅,93.73平米,南北,其他,高楼层(共33层),2008年,塔楼,9800000.0,104556
东华东路 加装电梯平层 正规四房双阳台 南北对流,东华东路 ,东川路,VR看装修 房本满五年,3,一年前发布,4室2厅,107.16平米,南北,简装,高楼层(共9层),1990年,塔楼,5600000.0,52259
东风小  加装电梯三房   两年前装修 零甲醛,农林下路 ,东风东,VR看装修 房本满五年 随时看房,5,一年前发布,3室1厅,90.67平米,南北,精装,中楼层(共10层),1988年,塔楼,5300000.0,58454
纸行路 实用一房一厅  交通方便适合老人家,纸行路 ,西门口,近地铁 VR看装修 房本满五年,4,一年前发布,1室0厅,25.09平米,南,其他,低楼层(共9层),,塔楼,660000.0,26306
此房满五年，免重税，户型方正，安静不吵，随时约看,八旗二马路 ,越秀南,近地铁 VR看装修 房本满五年,0,4个月以前发布,1室0厅,26.98平米,西,简装,低楼层(共9层),,塔楼,830000.0,30764
安静小区，环境好，电梯南向三房带大平台，交通便捷,竹丝村 ,东风东,VR看装修 房本满五年,2,一年前发布,3室1厅,90.54平米,南北,简装,低楼层(共6层),1993年,塔楼,6980000.0,77093
农林下路 2室2厅 东南,农林下路 ,东风东,近地铁 VR房源,0,19,2室2厅,109.59平米,东南,其他,高楼层(共20层),1990年,塔楼,8060000.0,73547
东湖北大院   电梯四房带主套  南北对流  通风采光好,东湖北大院 ,东湖,近地铁 VR看装修 房本满五年,10,一年前发布,4室2厅,97.42平米,南北,精装,低楼层(共6层),,板楼,9600000.0,98543
寺贝通津小区，署前路，细面积，看房方便,达道路 ,东山口,近地铁 VR房源 房本满五年,1,11个月以前发布,1室1厅,28.27平米,南北,其他,低楼层(共8层),1990年,塔楼,1200000.0,42448
华侨新村安静不吵 一梯两户 南北对流 四房,华侨新村 ,淘金,近地铁 VR看装修 房本满五年,6,9个月以前发布,4室2厅,105.28平米,东南,其他,低楼层(共8层),1995年,塔楼,4990000.0,47398
北京路商圈   大院管理 框架  可公积金贷款,惠福东路 ,北京路,VR房源 房本满两年,1,8个月以前发布,1室1厅,28.52平米,北西北,其他,高楼层(共7层),,塔楼,850000.0,29804
"楼层低，小面积,户型方正，配套完善",东华东路 ,东川路,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,29.28平米,东,简装,高楼层(共6层),塔楼,,1600000.0,54645
81号大院    实用三房    有近100方地种花种菜,先烈中路81号大院 ,黄花岗,近地铁 VR房源 房本满五年 随时看房,15,一年前发布,4室1厅,102平米,东南,精装,低楼层(共6层),塔楼,2000年,4980000.0,48824
培正，环境旺中带静，交通便利，近东湖公园,东华东路 ,东川路,近地铁 VR看装修 房本满五年,0,8个月以前发布,1室0厅,26.58平米,东南,其他,高楼层(共9层),塔楼,,1750000.0,65839
梅花村 红色瓷砖外墙 楼龄较新 一楼架空实际电梯二楼,梅花村 ,东风东,近地铁 VR房源 房本满五年,5,一年前发布,3室2厅,95.85平米,东南北,其他,低楼层(共9层),塔楼,1990年,6230000.0,64998
东山口 越秀 培正 东华东路 满五  框架,东华东路 ,东川路,VR看装修 房本满五年 随时看房,0,6个月以前发布,1室0厅,25.4平米,西,精装,高楼层(共8层),塔楼,,1450000.0,57087
朝阳社区 有加装电梯位 满五 高层通风采光好,文德路 ,北京路,近地铁 VR房源 房本满五年,1,8个月以前发布,1室1厅,25.63平米,东南,其他,高楼层(共9层),板楼,,990000.0,38627
原装电梯高层  楼龄新  铁一  有车位 三房实用率高,梅花村 ,东风东,近地铁 VR看装修 房本满五年,1,1个月以前发布,3室2厅,99.99平米,西北,精装,高楼层(共11层),塔楼,1998年,6300000.0,63007
3号大院 框架结构 南北对流 双阳台 视野采光好 铁一,福今路3号大院 ,东山口,近地铁 VR房源,0,1个月以前发布,4室1厅,108.4平米,南,精装,高楼层(共9层),塔楼,1990年,5200000.0,47971
东山口房源，南北向，环境优美，居住生活便利。,龟岗大马路 ,东山口,近地铁 VR看装修,1,2个月以前发布,1室0厅,27.9平米,北,简装,低楼层(共6层),塔楼,1981年,1150000.0,41219
东湖北大院  安静低层大三房  西南北单边  环境佳,东湖北大院 ,东湖,近地铁 VR看装修 房本满五年,0,7个月以前发布,4室2厅,104.38平米,东南,简装,低楼层(共6层),板楼,,9500000.0,91014
刚需 总JIA低 实用率高  立即上车,大德路 ,解放南,近地铁 VR房源 房本满五年 随时看房,1,9个月以前发布,1室1厅,28.93平米,南,其他,中楼层(共6层),板楼,2000年,960000.0,33184
梅花村小区 省委房改 铁 — 加装电梯三房 厅出阳台,梅花村 ,东风东,近地铁 VR看装修 房本满五年 随时看房,0,20,3室2厅,103.67平米,东西,其他,中楼层(共8层),塔楼,2000年,6550000.0,63182
满五非唯一 原装电梯 方正精装三房 采光充足 视野好,竹丝村 ,东风东,近地铁 VR房源 房本满五年,4,一年前发布,3室2厅,104.62平米,南,其他,高楼层(共16层),塔楼,1993年,6160000.0,58880
满五不唯一 框架 红火炬不占用 配套齐全 交通方便,东华西路 ,东川路,近地铁 VR看装修 房本满五年 随时看房,10,一年前发布,1室1厅,29.13平米,西,简装,中楼层(共9层),塔楼,,790000.0,27120
竹丝岗  框架 中低层  南北向 安静 近地铁,竹丝岗二马路 ,东风东,近地铁 VR看装修 房本满五年 随时看房,1,24,3室2厅,92.95平米,南北,精装,低楼层(共9层),板楼,1995年,3280000.0,35288
中山三路 满五年物业 采光充足,中山三路 ,东川路,近地铁 VR房源 房本满五年 随时看房,0,12,1室1厅,26.17平米,东南,其他,高楼层(共9层),塔楼,,620000.0,23692
窗下北京路 户型方正 总房款低 4楼不高 有K看房,北京路 ,北京路,VR看装修 房本满五年,12,一年前发布,1室0厅,25.69平米,东,简装,中楼层(共6层),塔楼,,700000.0,27248
此房满五唯一 格局好 楼层好 视野开阔 采光好,中山三路 ,东川路,近地铁 VR看装修 房本满五年,33,一年前发布,1室1厅,29.11平米,西北,简装,高楼层(共9层),塔楼,,830000.0,28513
省医旁，东川路，双地铁，4房，格局好，采光好,东川路 ,东川路,近地铁 VR看装修 房本满五年 随时看房,6,一年前发布,4室2厅,90.28平米,南,简装,高楼层(共9层),塔楼,1998年,3300000.0,36553
广发花园原装电梯住宅 南向舒适,广发花园 ,东风东,近地铁 VR看装修 房本满五年,2,一年前发布,3室2厅,90.15平米,南,其他,25层,塔楼,1995年,4720000.0,52358
东山口 上车盘 署前 低楼层 满五 近地铁 看房方便,庙前直街 ,东山口,近地铁 VR看装修 房本满五年,3,一年前发布,1室0厅,25.21平米,南北,简装,低楼层(共5层),塔楼,1990年,1180000.0,46807
丨日部前 一德路地铁站 低层一房一厅,一德路 ,解放南,近地铁 VR看装修 房本满五年 随时看房,0,11,1室1厅,25.92平米,东西,其他,4层,塔楼,,650000.0,25078
环市东路 东南向原装电梯 三房 动物园地铁口旁,环市东路 ,环市东,近地铁 VR看装修 房本满五年,3,一年前发布,4室1厅,105.06平米,东南,简装,中楼层(共16层),板楼,,5000000.0,47592
原装电梯楼 看小区景观 三居室 满5年 环境安静 带平台,气象局大院 ,东风东,VR房源 房本满五年,16,一年前发布,3室1厅,99.09平米,北,简装,低楼层(共25层),塔楼,,8000000.0,80735
"东源东街，准电梯，采光充足，配套完善,",东华东路 ,东川路,VR房源 房本满五年,0,一年前发布,1室1厅,29.61平米,北,其他,高楼层(共9层),塔楼,1990年,1300000.0,43905
干休所军区大院管理，电梯3房，南北向，安静不吵.,竹丝岗二马路39号大院 ,东风东,近地铁 VR看装修 房本满五年,0,一年前发布,3室1厅,92.91平米,南北,简装,中楼层(共9层),塔楼,,5800000.0,62427
万科金色家园 08年楼龄花园小区管理 户型方正采光好,万科金色家园 ,东风东,VR看装修 房本满五年,0,一年前发布,2室2厅,91.89平米,南北,精装,低楼层(共33层),塔楼,2008年,10400000.0,113179
格局方正 交通便利 配套成熟  看房方便  原装电梯,共和西苑 ,杨箕,近地铁 VR看装修 房本满五年,5,一年前发布,4室2厅,95.24平米,南北,其他,低楼层(共31层),塔楼,,5990000.0,62894
低楼层单边采光好 北京路商圈 地铁交通便利 满五,惠福东路 ,北京路,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,1室1厅,25.88平米,南西南,简装,中楼层(共6层),板楼,,748000.0,28903
老人宜居，低层框架可公积金，管道煤气,海珠南路 ,解放南,近地铁 VR看装修 房本满五年,2,一年前发布,1室0厅,27.32平米,南,简装,低楼层(共1层),暂无数据,1995年,730000.0,26721
大德路 步梯中层 实用一房一厅,大德路 ,解放南,近地铁 VR看装修 房本满五年,1,7个月以前发布,1室1厅,28.23平米,东,精装,中楼层(共8层),塔楼,,818000.0,28977
靓仔好房！楼龄欣 东南向 装修好 大入户 望花园带主套,梅花村 ,东风东,近地铁 VR看装修 房本满两年,1,1个月以前发布,3室2厅,108.75平米,东南,其他,低楼层(共8层),塔楼,2000年,8800000.0,80920
环市东路 东南向原装电梯 三房 动物园地铁口旁,环市东路 ,环市东,近地铁 VR看装修 房本满五年,3,一年前发布,4室1厅,105.06平米,东南,简装,中楼层(共16层),板楼,,5000000.0,47592
旧部qian+原装电梯+精装修拎包入住+唯一免重税,海鹰大厦 ,解放南,VR看装修 房本满五年,3,一年前发布,1室1厅,26.84平米,西,精装,高楼层(共12层),塔楼,1985年,860000.0,32042
大德路中层南向一房一厅证满5年满族,大德路 ,解放南,近地铁 VR看装修 房本满五年,0,31,1室1厅,27.1平米,南,其他,中楼层(共8层),板楼,,650000.0,23986
万科金色家园 08年楼龄花园小区管理 户型方正采光好,万科金色家园 ,东风东,VR看装修 房本满五年,0,一年前发布,2室2厅,91.89平米,南北,精装,低楼层(共33层),塔楼,2008年,10400000.0,113179
农小，马赛克外墙楼龄新，双地铁80米，出行方便,农林下路 ,东风东,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,98.54平米,东南,简装,低楼层(共9层),板楼,1988年,5500000.0,55815
温馨小房，近地铁，友谊商店旁。,淘金坑 ,淘金,近地铁 VR看装修 房本满五年,3,一年前发布,1室0厅,25.59平米,南,其他,中楼层(共7层),塔楼,1998年,940000.0,36734
"东源东街，准电梯，采光充足，配套完善,",东华东路 ,东川路,VR房源 房本满五年,0,一年前发布,1室1厅,29.61平米,北,其他,高楼层(共9层),塔楼,1990年,1300000.0,43905
寺贝楼 1室1厅 南,寺贝楼 ,东山口,近地铁 VR看装修 房本满五年,1,4个月以前发布,1室1厅,28.1平米,南,简装,低楼层(共9层),塔楼,,1950000.0,69396
东湖板块正规一室一厅， 证满两年，随时可看,大沙头路 ,东湖,近地铁 VR房源 房本满两年,1,5个月以前发布,1室1厅,27.02平米,北,简装,高楼层(共9层),塔楼,2001年,750000.0,27758
中层一房一厅，框架结构，八一不占用，独产小院管理,共和南路 ,杨箕,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,1室1厅,22.34平米,南,简装,中楼层(共8层),塔楼,1985年,860000.0,38496
白云大厦小面积电梯房  带精装,白云大厦 ,东川路,近地铁 房本满五年,4,一年前发布,1室0厅,18.72平米,南北,精装,低楼层(共29层),暂无数据,2000年,880000.0,47009
"省级电梯！实用率高,近地铁,生活方便.",农林下路 ,东风东,VR看装修 房本满五年,0,一年前发布,3室1厅,63.77平米,南,其他,中楼层(共9层),板楼,1988年,4720000.0,74016
锦桦大厦，新上小户型，精装修 交通便利,锦桦大厦锦桦荟 ,东川路,近地铁 房本满五年,2,一年前发布,1室1厅,34.83平米,东,精装,低楼层(共3层),塔楼,2001年,910000.0,26127
格局方正电梯 东风东实用大两房,农林下路 ,东风东,近地铁 VR看装修 房本满五年,1,10个月以前发布,2室1厅,68.36平米,东南,其他,高楼层(共9层),塔楼,1985年,5000000.0,73143
商品房，入Du东风东产权清晰，户型方正，采光通风良好,农林下路 ,东风东,VR房源 房本满两年,2,9个月以前发布,3室1厅,73.17平米,南,其他,中楼层(共10层),塔楼,1988年,4960000.0,67788
房改房满五唯一，楼层适中，户型方正,梅花村 ,东风东,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,2室1厅,72.66平米,北东,其他,中楼层(共7层),塔楼,1990年,4800000.0,66062
花园小区 东向小面积 近东湖地铁,东湖新村 ,东湖,近地铁 VR看装修 房本满五年,5,一年前发布,1室0厅,22.52平米,东,简装,中楼层(共7层),塔楼,,750000.0,33304
东山培正 华丰大厦 高层单位 视野好 安静,东山华丰大厦 ,东山口,近地铁 VR看装修 房本满两年,1,9个月以前发布,1室1厅,55.44平米,北,其他,中楼层(共32层),塔楼,,4800000.0,86581
东山口一号线和六号线交汇、配套成熟、低总jia,东山铭泰公馆 ,东山口,近地铁 房本满五年,2,一年前发布,1室0厅,39.4平米,南,其他,低楼层(共25层),塔楼,,1000000.0,25381
白云大厦，低楼层电梯复式小户型,白云大厦 ,东川路,近地铁 房本满五年,14,一年前发布,1室1厅,35.33平米,南,精装,低楼层(共29层),暂无数据,,1000000.0,28305
东山署前，龟岗旺地段，实用一房一厅，精装修,龟岗大马路 ,东山口,近地铁 VR看装修 房本满两年,1,7个月以前发布,1室1厅,20.64平米,南,其他,中楼层(共6层),塔楼,1981年,930000.0,45059
小户型 框架 近地铁 旺中带静,环市东路 ,环市东,近地铁 VR看装修 房本满五年,0,8个月以前发布,1室1厅,14.64平米,南北,精装,高楼层(共7层),板楼,1990年,910000.0,62159
海印苑小区  小区管理 带平台花园 交通便利,海印苑 ,东湖,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,80.27平米,西北,精装,低楼层(共22层),塔楼,1996年,4580000.0,57058
竹丝村　原装电梯　南向　安静　户型方正实用　采光好,竹丝村 ,东风东,VR看装修 房本满五年,0,2个月以前发布,2室1厅,74.14平米,南,精装,高楼层(共16层),塔楼,1993年,4850000.0,65417
位于越秀区东山口板块楼下公交车站,东山公寓 ,东山口,近地铁 房本满五年 随时看房,4,一年前发布,1室0厅,33.44平米,西,其他,高楼层(共10层),塔楼,,980000.0,29307
福今路气象局大院  电梯两房  安静舒适 南北对流,气象局大院 ,东风东,VR看装修 房本满五年,30,一年前发布,2室1厅,64.75平米,南北,精装,中楼层(共9层),板楼,,4660000.0,71970
全屋业主自己精装 定制家具 温馨小屋,东华东路 ,东川路,近地铁 VR看装修 房本满两年,0,5个月以前发布,1室0厅,14.67平米,西,精装,低楼层(共9层),塔楼,,950000.0,64759
东华东路 1室0厅 南,东华东路 ,东川路,近地铁 VR房源 房本满五年 随时看房,2,一年前发布,1室0厅,24.96平米,南,简装,中楼层(共9层),塔楼,,900000.0,36058
框架，省级东风东，精装3房，采光充足，南北通透，,农林下路 ,东风东,近地铁 VR房源 房本满五年,2,9个月以前发布,3室2厅,69.73平米,南北,精装,高楼层(共7层),1988年,塔楼,4890000.0,70128
东华东路南向方正四房两厅双阳台 安静采光通透视野好,东华东路 ,东川路,VR看装修 房本满五年 随时看房,3,11个月以前发布,4室2厅,114.16平米,南,简装,高楼层(共9层),,塔楼,4800000.0,42047
农小 近地铁 一房一厅南向 带阳台,农林华府 ,环市东,VR看装修 房本满两年,2,9个月以前发布,1室1厅,46.5平米,南,简装,中楼层(共7层),2013年,塔楼,4580000.0,98495
署前小面积  安静舒适 看房方便,达道路 ,东山口,近地铁 VR看装修 房本满五年,0,一年前发布,1室0厅,11.39平米,南,其他,中楼层(共4层),,塔楼,990000.0,86919
越秀区东山口板块离东山口约500米,东山公寓 ,东山口,近地铁 房本满五年,18,一年前发布,1室0厅,33.52平米,东,其他,高楼层(共10层),,塔楼,880000.0,26253
原装电梯南向两房，安静大院，位置好,竹丝村 ,东风东,近地铁 VR房源 房本满两年,1,一年前发布,2室1厅,72.7平米,南,其他,中楼层(共16层),1993年,塔楼,4800000.0,66025
业主诚心放卖，随时可看，出租好选择,执信南路 ,东山口,VR看装修 房本满五年,11,一年前发布,1室0厅,15.09平米,南,简装,低楼层(共6层),,塔楼,900000.0,59643
共和南小区，马赛克外墙，框架结构，带装修,共和南路 ,杨箕,近地铁 VR看装修,0,3个月以前发布,1室0厅,19.23平米,南,其他,低楼层(共9层),1985年,塔楼,820000.0,42642
共和南小区八一框架结构 细面积 看房提前预约,共和南路 ,杨箕,近地铁 VR看装修 房本满五年,4,一年前发布,1室1厅,22.34平米,东南,其他,中楼层(共8层),1985年,塔楼,880000.0,39392
东川路，加装电梯，意达大厦一房。,东川路 ,东川路,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,1室0厅,23.72平米,北,简装,中楼层(共9层),2000年,暂无数据,880000.0,37100
达道路八一 小面积 jia钱便宜 看房方便,达道路 ,东山口,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,18平米,南,其他,低楼层(共7层),1990年,塔楼,900000.0,50000
竹丝村 全明复式三房 南北对流 安静花园管理 出入方便,竹丝村 ,东风东,VR房源 房本满五年,1,7个月以前发布,3室1厅,86.56平米,东,其他,高楼层(共15层),1990年,塔楼,4800000.0,55453
梅东路单间，育才 ，框架结构 小面积，精致装修,梅东路 ,东风东,VR看装修 房本满五年 随时看房,1,一年前发布,1室0厅,27.04平米,东,精装,高楼层(共9层),,板楼,1650000.0,61021
东风东 采光充足 楼层好 大露台 交通便利,农林下路 ,东风东,VR看装修 房本满五年,1,一年前发布,1室1厅,29.62平米,东,简装,低楼层(共6层),1988年,板楼,2050000.0,69210
安静大院 实用三房 马赛克外墙 交通便利,东华东路 ,东川路,近地铁 VR房源 房本满五年,1,4个月以前发布,3室2厅,107.4平米,东南,其他,中楼层(共9层),,塔楼,4815000.0,44833
此房西北朝向，视野开阔，采光好，电梯已更新,锦桦大厦锦桦荟 ,东川路,近地铁 VR看装修 房本满五年,2,6个月以前发布,3室1厅,94.39平米,西,其他,高楼层(共31层),2001年,塔楼,4990000.0,52866
安静大院 框架三房厅出阳台朝南近东湖公园,东华东路 ,东川路,近地铁 VR看装修 房本满两年 随时看房,0,2个月以前发布,3室1厅,99.23平米,东南,其他,中楼层(共9层),1990年,塔楼,4760000.0,47970
福今路大院 框架三房 南北对流 户型方正,福今路 ,东山口,近地铁 VR看装修 房本满五年,3,5个月以前发布,3室1厅,101.08平米,南北,简装,低楼层(共9层),,塔楼,4700000.0,46498
小区大院管理  实用三房 格局方正 安静不吵,福今路3号大院 ,东山口,近地铁 VR看装修 房本满五年,1,一年前发布,3室2厅,92.55平米,东,简装,中楼层(共9层),1990年,塔楼,5000000.0,54025
育才  框架地铁口，小面积 低总加,梅东路 ,东风东,VR看装修 房本满五年 随时看房,2,4个月以前发布,1室0厅,27.04平米,东,简装,高楼层(共9层),,板楼,1200000.0,44379
菜园西小区，加装电梯，安静舒适,菜园西 ,东川路,近地铁 VR房源 房本满五年,3,5个月以前发布,3室2厅,101.13平米,东,其他,低楼层(共9层),,塔楼,5000000.0,49442
东华南路白云楼 3室2厅 东南,东华南路白云楼 ,东川路,近地铁 VR看装修 房本满五年 随时看房,0,4个月以前发布,3室2厅,101.27平米,东南,其他,高楼层(共25层),1996年,塔楼,4960000.0,48978
"东川大厦原装电梯三房，采光通风好,近省医，近东川小",东川大厦 ,东川路,近地铁 VR房源 房本满五年 随时看房,10,8个月以前发布,3室2厅,92.06平米,南,精装,高楼层(共15层),2003年,塔楼,4680000.0,50837
"南北向，采光通风好，自住精装修,配套齐全交通便利",执信南路 ,东山口,VR看装修 房本满五年,2,5个月以前发布,3室1厅,100.71平米,南西北,其他,高楼层(共9层),1990年,塔楼,4680000.0,46471
梅花路设计院，大院管理，近地铁，安静不吵，南向，,梅花路 ,东风东,VR看装修 房本满五年,0,一年前发布,1室0厅,28.84平米,南,简装,高楼层(共6层),,塔楼,1600000.0,55479
竹丝岗二马路 4室1厅 东南,竹丝岗二马路 ,东风东,VR看装修 房本满五年,2,1个月以前发布,4室1厅,131.81平米,东南,简装,中楼层(共6层),1990年,板楼,4800000.0,36417
东风广场四期 44.64平正规一房 小区上车户型  无占用,东风广场 ,东风东,近地铁 VR房源 房本满五年,1,8个月以前发布,1室1厅,44.64平米,北,简装,低楼层(共33层),2006年,塔楼,5000000.0,112008
中山一路 大单间 格局方正 看房方便 业主诚意出,中山一路 ,东风东,近地铁 VR看装修 房本满五年,5,一年前发布,1室0厅,22.67平米,南,简装,高楼层(共8层),1990年,塔楼,850000.0,37495
广发花园 安静四房两厅两卫 好房诚出,广发花园 ,东风东,近地铁 VR看装修 房本满五年 随时看房,3,一年前发布,4室2厅,125.12平米,西北,精装,25层,1995年,塔楼,5100000.0,40761
东风广场五期 楼龄新 精装保养好 东风东无占,东风广场 ,东风东,近地铁 VR房源 房本满五年,2,10个月以前发布,1室1厅,50.35平米,北,精装,低楼层(共31层),2015年,塔楼,4900000.0,97319
东风广场五期一房一厅  楼龄新,东风广场 ,东风东,近地铁 VR看装修 房本满五年,0,10个月以前发布,1室1厅,50.35平米,北,其他,中楼层(共31层),2015年,塔楼,4900000.0,97319
原装电梯房 位置安静 南北向 楼龄新 朝阳社区 精装修,文德路 ,北京路,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,29.8平米,南,其他,中楼层(共13层),,塔楼,1050000.0,35235
农讲所原装电梯 住家装修 南北对流 马赛克外墙 双地铁,越华大厦 ,农讲所,近地铁 VR看装修 房本满五年,1,一年前发布,4室1厅,101.97平米,南北,简装,中楼层(共10层),1995年,塔楼,5000000.0,49035
先烈中路81号大院   实用大单间 适合居住,先烈中路81号大院 ,黄花岗,近地铁 VR看装修 房本满五年 随时看房,24,一年前发布,1室0厅,28.91平米,南,简装,高楼层(共15层),2000年,平房,1610000.0,55691
下塘西小户型  楼梯四楼 总房款低 近地铁,下塘西路 ,麓景,近地铁 VR看装修 房本满五年,16,一年前发布,1室0厅,29.44平米,南,简装,中楼层(共8层),1991年,塔楼,860000.0,29212
淘金家园二期 电梯4房2厅2卫 南向精装 方正实用 满五,淘金家园二三期 ,淘金,近地铁 VR房源 房本满五年,47,一年前发布,4室2厅,109.51平米,南西南,精装,中楼层(共9层),2003年,塔楼,9230000.0,84285
省级东风西 户型方正 环境优美,解放北路(越秀区) ,解放北,近地铁 VR房源 房本满五年 随时看房,0,一年前发布,1室1厅,27.52平米,南,简装,高楼层(共5层),,塔楼,990000.0,35974
广发花园 2室1厅 北,广发花园 ,东风东,近地铁 VR看装修 房本满五年 随时看房,0,4个月以前发布,2室1厅,90.15平米,北,其他,25层,1995年,塔楼,4320000.0,47921
黄花新村 1室1厅 东南,黄花新村 ,淘金,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,28.96平米,东南,简装,低楼层(共7层),1985年,塔楼,1580000.0,54559
北京南路小户型加装电梯环境安静,北京南路 ,北京路,近地铁 VR看装修 房本满五年,5,一年前发布,1室0厅,25.11平米,东,简装,高楼层(共9层),,塔楼,1250000.0,49781
西门口红砖外墙，低层2楼4房，框架结构，通风不唯一,纸行路 ,西门口,近地铁 VR房源 房本满五年,0,8个月以前发布,4室2厅,99.33平米,东南西北,其他,低楼层(共3层),,板楼,4100000.0,41277
西门口海珠中路房建大厦原装电梯旧部细积,房建大厦 ,西门口,近地铁 VR看装修 房本满两年 随时看房,1,9个月以前发布,1室1厅,29.06平米,南,精装,低楼层(共25层),1996年,塔楼,1080000.0,37165
东风西校 低层  小面积   朝南向,象岗山 ,小北,VR看装修 房本满两年,3,一年前发布,1室1厅,27.66平米,南,其他,中楼层(共11层),,塔楼,1000000.0,36154
电梯4房+北京路商圈+文德背包+精装全明+近地铁6号线,文明路 ,农讲所,VR房源 房本满五年,3,一年前发布,4室2厅,95.99平米,东南,其他,中楼层(共9层),1990年,塔楼,7400000.0,77092
准电梯待施工近江边中楼层间隔方正,八旗二马路 ,越秀南,近地铁 VR看装修 房本满两年,0,4个月以前发布,1室1厅,29.43平米,南,其他,中楼层(共9层),,塔楼,1100000.0,37377
广工大院，中层框架小面积，黄花配套，南北朝向,广工大院 ,黄花岗,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,28.8平米,南北,简装,中楼层(共7层),1991年,塔楼,1650000.0,57292
环市东路 4室2厅 西南,环市东路 ,环市东,VR看装修 房本满五年,0,3个月以前发布,4室2厅,102.75平米,西南,其他,低楼层(共9层),1996年,塔楼,4560000.0,44380
黄花岗81号大院 四房 南北对流  三面采光 视野开阔,先烈中路81号大院 ,黄花岗,近地铁 VR看装修 房本满五年,8,一年前发布,4室1厅,98.56平米,南,简装,高楼层(共6层),2000年,塔楼,3950000.0,40078
