标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
复式大四房，南向，通风采光好，户型方正,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,2,9个月以前发布,4室2厅,104平米,南,毛坯,高楼层(共33层),塔楼,,1650000.0,15866
中高层南北对流，舒适度高，保养新，商圈成熟。,越秀滨海御城二区 ,金洲,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,104.3平米,南北,精装,中楼层(共21层),塔楼,,3200000.0,30681
南北对流的4房，全屋定制，拎包入住。随时可以看房,越秀滨海新城 ,进港大道,VR看装修 房本满两年,3,一年前发布,4室2厅,108.11平米,南,精装,中楼层(共33层),塔楼,2017年,1900000.0,17575
横厅四房两卫放卖 户型方正实用,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,10个月以前发布,4室2厅,107.81平米,东南,其他,低楼层(共33层),塔楼,2018年,1820000.0,16882
中层四房，无欠款，包税南向看花园 带家私电器,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,一年前发布,4室2厅,101.97平米,东南,精装,低楼层(共33层),塔楼,2019年,2400000.0,23537
全新复式，四房两卫，南北对流，业主诚意出卖,阳光城丽景湾·澜悦 ,进港大道,VR房源,0,4个月以前发布,4室2厅,103.56平米,南北,其他,高楼层(共33层),塔楼,,1800000.0,17382
越秀物业 传统竖厅  全新未住南向四房,越秀滨海新城 ,进港大道,VR看装修 随时看房,2,4个月以前发布,4室2厅,103.23平米,南,精装,低楼层(共33层),塔楼,,1750000.0,16953
滨海新城中间楼栋竖厅四房，中高楼层视野采光好,越秀滨海新城 ,进港大道,VR房源 房本满五年,0,4个月以前发布,4室1厅,105.66平米,东南,精装,中楼层(共34层),塔楼,,1850000.0,17509
横厅大四房 视野无遮挡  户型方正 实用率高,越秀滨海新城 ,进港大道,VR看装修 房本满两年,1,6个月以前发布,4室2厅,108.09平米,南北,精装,中楼层(共33层),塔楼,,1950000.0,18041
越秀滨海新城 精装四房全新没住 东南朝向中间楼层,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,4个月以前发布,4室2厅,108.5平米,东南,精装,低楼层(共33层),塔楼,,1900000.0,17512
金州蕉门河边阳光城澜悦复式4房全新未住,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,0,4个月以前发布,4室2厅,103.49平米,南北,其他,中楼层(共33层),塔楼,,1850000.0,17877
全新未住四房，高层视野采光好，南北对流。,越秀滨海新城 ,进港大道,VR看装修 随时看房,1,4个月以前发布,4室2厅,108.5平米,东南,精装,高楼层(共33层),塔楼,,1900000.0,17512
本房格局好，采光视野好，复式三房，毛坯,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,102.93平米,南,毛坯,高楼层(共25层),塔楼,,1860000.0,18071
滨海新城  精装4房，诚心卖房,越秀滨海新城 ,进港大道,VR看装修,0,4个月以前发布,4室2厅,104.2平米,南,精装,低楼层(共33层),塔楼,,2330000.0,22361
越秀地产大社区，高层南向四房，领包入住,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,9个月以前发布,4室2厅,101.97平米,南,精装,高楼层(共33层),塔楼,,1870000.0,18339
楼层好，视野宽阔，采光充足，配套设施齐全,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,5,一年前发布,4室2厅,105.66平米,南,精装,高楼层(共34层),塔楼,,1750000.0,16563
万科南方公元 高层4房 装修保养好 视野好 看房方便,万科南方公元 ,黄阁,VR房源 房本满五年 随时看房,3,一年前发布,4室2厅,100.5平米,东北,精装,中楼层(共20层),塔楼,,1800000.0,17911
进港大道旁依山标准层高复式大四房,越秀东坡 ,进港大道,VR房源 房本满两年 随时看房,1,7个月以前发布,4室2厅,104.28平米,北,精装,低楼层(共26层),塔楼,,2000000.0,19180
白鹭郡，依靠大山乸公园，环境舒适，少有户型,万科白鹭郡 ,黄阁,VR房源 房本满两年,5,一年前发布,4室2厅,94.65平米,南,其他,低楼层(共5层),塔楼,,5200000.0,54940
二期 高楼层 业主装修  首套和二套 契税1% 月供低,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,29,4室2厅,108.11平米,南北,精装,高楼层(共33层),塔楼,,1730000.0,16003
滨海新城 刚需4房 高层东南向 户型方正 视野无遮挡,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,1,5个月以前发布,4室2厅,104平米,南,精装,高楼层(共33层),塔楼,2017年,1780000.0,17116
复式南向四房，望小区园林，房子保养好,万科南方公元 ,黄阁,VR房源 房本满两年 随时看房,0,3个月以前发布,4室2厅,95.1平米,南,其他,低楼层(共27层),塔楼,,1590000.0,16720
南沙湾 星河山海湾二期带小露台 独门独户 南北双阳台,星河山海湾 ,南沙港,近地铁 VR看装修 房本满五年 随时看房,0,2个月以前发布,4室2厅,109.98平米,南北,毛坯,低楼层(共29层),塔楼,,2750000.0,25005
滨海新城中层 南北对流四房采光好全新看房方便,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,1,2个月以前发布,4室2厅,108.09平米,西南,精装,中楼层(共33层),塔楼,,1900000.0,17578
越秀滨海新城 4室2厅 南 北,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,23,4室2厅,110平米,南北,精装,高楼层(共33层),塔楼,,1880000.0,17091
公园式小区，南北通透，靠山看湖 配套齐全,万科南方公元 ,黄阁,VR房源 房本满两年,0,一年前发布,4室1厅,96.25平米,南北,其他,中楼层(共27层),塔楼,,1900000.0,19741
高楼层南向望江，横厅设计时尚实用,金科博翠明珠 ,明珠湾,VR看装修 随时看房,2,5个月以前发布,4室2厅,107.57平米,南,精装,高楼层(共19层),塔楼,,3120000.0,29005
越秀东坡 复式 四房两卫精装修看房方便,越秀东坡 ,进港大道,VR房源 房本满两年,0,1个月以前发布,4室2厅,104.49平米,东南,其他,中楼层(共26层),塔楼,,2680000.0,25649
滨海新城南向横厅4房2卫业主诚心卖,越秀滨海新城 ,进港大道,VR房源 房本满两年 随时看房,0,一年前发布,4室1厅,105.64平米,南北,精装,低楼层(共33层),塔楼,2018年,1850000.0,17513
地铁盘 交通便利 安静东南向采光好 格局方正,南沙水恋 ,黄阁,近地铁 VR看装修 房本满两年 随时看房,1,10个月以前发布,4室2厅,109.85平米,东南,其他,低楼层(共31层),塔楼,,2050000.0,18662
黄阁永旺商圈靠山近湖复式精4房,万科南方公元 ,黄阁,VR房源 房本满五年 随时看房,0,5个月以前发布,4室2厅,94平米,南,精装,中楼层(共27层),塔楼,,1500000.0,15958
进港大道旁依山标准层高复式大四房,越秀东坡 ,进港大道,VR房源 房本满两年 随时看房,1,7个月以前发布,4室2厅,104.28平米,北,精装,低楼层(共26层),塔楼,,2000000.0,19180
万科南方公元 高层4房 装修保养好 视野好 看房方便,万科南方公元 ,黄阁,VR房源 房本满五年 随时看房,3,一年前发布,4室2厅,100.5平米,东北,精装,中楼层(共20层),塔楼,,1800000.0,17911
【店长推荐】滨海新城 南向四房 看花园 安静,越秀滨海新城 ,进港大道,VR房源 房本满两年,1,11个月以前发布,4室2厅,103.16平米,南,其他,低楼层(共33层),塔楼,2019年,1620000.0,15704
实用小三房，精装，高层望湖望海，满2年,时代南湾 ,南沙港,VR看装修 房本满五年,59,一年前发布,4室2厅,91.66平米,南,精装,低楼层(共32层),板塔结合,2012年,1600000.0,17456
广隆苑飞沙角地铁广外学习南北对流4房,广隆苑 ,金洲,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,4室2厅,103.62平米,南,简装,中楼层(共6层),塔楼,,1400000.0,13511
此房证过五年 高层望海单位 看房随时 全新未住,时代南湾 ,南沙港,VR看装修 随时看房,0,一年前发布,4室1厅,92.08平米,东南,简装,高楼层(共32层),板塔结合,2012年,2080000.0,22590
诚意放卖，户型方正，格局合理，保养好,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年,0,一年前发布,4室2厅,102.47平米,西南,其他,高楼层(共26层),塔楼,,2060000.0,20104
花园式小区，交通方便，视野开阔，采光充足,越秀滨海御城二区 ,金洲,近地铁 VR房源,0,3个月以前发布,4室2厅,106平米,南北,简装,低楼层(共30层),塔楼,,3200000.0,30189
阳光城澜悦，高层双阳台对流户型，无遮挡，急卖,阳光城丽景湾·澜悦 ,进港大道,VR看装修 房本满两年 随时看房,0,3个月以前发布,4室2厅,109.29平米,东东南西,其他,高楼层(共33层),塔楼,,1980000.0,18117
地铁盘 交通便利 安静东南向采光好 格局方正,南沙水恋 ,黄阁,近地铁 VR看装修 房本满两年 随时看房,1,10个月以前发布,4室2厅,109.85平米,东南,其他,低楼层(共31层),塔楼,,2050000.0,18662
高楼层南向望江，横厅设计时尚实用,金科博翠明珠 ,明珠湾,VR看装修 随时看房,2,5个月以前发布,4室2厅,107.57平米,南,精装,高楼层(共19层),塔楼,,3120000.0,29005
越秀东坡 复式 四房两卫精装修看房方便,越秀东坡 ,进港大道,VR房源 房本满两年,0,1个月以前发布,4室2厅,104.49平米,东南,其他,中楼层(共26层),塔楼,,2680000.0,25649
楼栋布局合理，楼间距宽，各栋采光都好,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,0,9个月以前发布,4室2厅,102.59平米,南北,其他,中楼层(共26层),塔楼,,1700000.0,16571
永旺商圈，四房复试得房率高，看中可刀，随时可看,万科白鹭郡 ,黄阁,VR房源 房本满两年 随时看房,1,9个月以前发布,4室2厅,98.8平米,南,其他,中楼层(共27层),塔楼,,2400000.0,24292
金科博翠明珠去年收楼的次新房全新未入住横厅四房,金科博翠明珠 ,明珠湾,VR看装修 随时看房,1,4个月以前发布,4室2厅,107.26平米,南,精装,低楼层(共20层),塔楼,,3100000.0,28902
南沙珠江湾 4室1厅 南 北,南沙珠江湾 ,南沙湾,房本满两年,0,7个月以前发布,4室1厅,99.51平米,南北,精装,中楼层(共30层),板塔结合,2016年,1245000.0,12512
高楼层四房，南北对流视野好，楼下就是商场,南沙·十里方圆 ,黄阁,VR看装修,1,5个月以前发布,4室2厅,98.33平米,南北,其他,高楼层(共33层),塔楼,,2030000.0,20645
十里方圆 视野开阔 对流南向3+1房 楼下永旺商场,南沙·十里方圆 ,黄阁,VR看装修,0,5个月以前发布,4室2厅,98.83平米,南,其他,中楼层(共32层),塔楼,,2540000.0,25701
南向四房两卫，采光通风好，商圈成熟，交通便利。,越秀滨海御城二区 ,金洲,VR看装修 房本满两年 随时看房,0,5个月以前发布,4室2厅,104.3平米,南,精装,中楼层(共21层),塔楼,,2950000.0,28284
全新未入住！复式住宅 小区管理好,万科白鹭郡 ,黄阁,VR房源 房本满两年,0,一年前发布,4室2厅,90.02平米,南北,精装,高楼层(共28层),塔楼,,2020000.0,22440
地铁  上盖  南北对流户型高层视野好商圈旁边,中大城 ,金洲,VR看装修 房本满五年 随时看房,2,一年前发布,4室2厅,107.96平米,南,精装,高楼层(共30层),塔楼,,1950000.0,18063
低密度楼间距宽，楼龄新，采光充足，交通便利。,越秀滨海御城二区 ,金洲,VR看装修 房本满两年,4,一年前发布,4室2厅,104.3平米,南,精装,高楼层(共21层),塔楼,,2980000.0,28572
产权清晰，精装修，小区环境优美，蕉门河绿道,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年,1,6个月以前发布,4室3厅,104.88平米,南,精装,高楼层(共33层),塔楼,,3430000.0,32705
全新未住过，南向采光充足，高层视野好，商圈成熟。,越秀滨海御城二区 ,金洲,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,104.46平米,南,精装,高楼层(共21层),塔楼,,3080000.0,29485
富力天海湾高楼层 东南向 一线看海景 视野开阔,富力天海湾 ,明珠湾,房本满两年 随时看房,0,9个月以前发布,4室2厅,106.64平米,南,毛坯,高楼层(共22层),塔楼,2016年,1200000.0,11253
全新未住4房.南北对流.光线很好,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,8个月以前发布,4室2厅,108.01平米,南北,简装,高楼层(共33层),塔楼,2018年,2000000.0,18517
黄阁地铁口，全新未入住，南北对流，2梯4户,时代天逸 ,黄阁,近地铁 VR看装修 随时看房,2,1个月以前发布,4室2厅,109.77平米,南,精装,低楼层(共31层),塔楼,2023年,2250000.0,20498
滨海新城全屋定制 拧包入住 采光通风视野好四方两卫,越秀滨海新城 ,进港大道,VR看装修 房本满两年,1,1个月以前发布,4室2厅,108平米,南,精装,高楼层(共33层),塔楼,2018年,1960000.0,18149
二期 高楼层 业主装修  首套和二套 契税1% 月供低,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,29,4室2厅,108.11平米,南北,精装,高楼层(共33层),塔楼,,1730000.0,16003
南沙越秀东坡标准层高复式4房2厅3卫次新房诚意转让,越秀东坡 ,进港大道,VR房源 房本满两年 随时看房,0,13,4室2厅,108.23平米,西北,精装,低楼层(共26层),塔楼,,2100000.0,19404
高楼层四房，南北对流视野好，楼下就是商场,南沙·十里方圆 ,黄阁,VR看装修,1,5个月以前发布,4室2厅,98.33平米,南北,其他,高楼层(共33层),塔楼,,2030000.0,20645
花园式小区，交通方便，视野开阔，采光充足,越秀滨海御城二区 ,金洲,近地铁 VR房源,0,3个月以前发布,4室2厅,106平米,南北,简装,低楼层(共30层),塔楼,,3200000.0,30189
滨海新城，高楼层视野开阔，实用四房，全新未入住,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,一年前发布,4室2厅,108.55平米,南,精装,高楼层(共33层),塔楼,,2150000.0,19807
阳光城澜悦，高层双阳台对流户型，无遮挡，急卖,阳光城丽景湾·澜悦 ,进港大道,VR看装修 房本满两年 随时看房,0,3个月以前发布,4室2厅,109.29平米,东东南西,其他,高楼层(共33层),塔楼,,1980000.0,18117
黄阁地铁口，全新未入住，南北对流，2梯4户,时代天逸 ,黄阁,近地铁 VR看装修 随时看房,2,1个月以前发布,4室2厅,109.77平米,南,精装,低楼层(共31层),塔楼,2023年,2250000.0,20498
房子户型方正，全新没有入住。南向三房，小区安静。,阳光城丽景湾·星悦 ,进港大道,VR房源 随时看房,1,1个月以前发布,4室2厅,102.8平米,南,其他,中楼层(共25层),塔楼,,1580000.0,15370
越秀滨海新城 4室2厅 东南,越秀滨海新城 ,进港大道,VR看装修 房本满两年,3,一年前发布,4室2厅,103.17平米,东南,精装,低楼层(共33层),塔楼,2017年,1560000.0,15121
业主诚心卖，此房是二期大阳台南向横厅四房高楼层。,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,108.09平米,南,精装,高楼层(共33层),塔楼,2017年,2200000.0,20354
楼栋布局合理，楼间距宽，各栋采光都很好,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,1,一年前发布,4室2厅,102平米,南,毛坯,高楼层(共25层),塔楼,,1620000.0,15883
前后都*，精装修保养良好，可直接拎包入住。,名苑别墅 ,东涌,VR房源 房本满五年,123,一年前发布,4室1厅,103.89平米,东,简装,低楼层(共3层),暂无数据,,2000000.0,19252
阳光城悦然府 4室2厅 南,阳光城悦然府 ,进港大道,VR房源 房本满两年,0,30,4室2厅,108.86平米,南,其他,中楼层(共33层),塔楼,,2380000.0,21863
"全新未住,南向，诚意出，中高层，层通风采光好",越秀滨海新城 ,进港大道,VR看装修 房本满两年,1,一年前发布,4室2厅,108平米,南,精装,中楼层(共33层),塔楼,,2030000.0,18797
横厅东南向大四房，业主诚意卖房，钥匙在手说走就走,越秀滨海新城 ,进港大道,VR房源 房本满两年 随时看房,1,3个月以前发布,4室1厅,107.13平米,东南,其他,高楼层(共33层),塔楼,,1800000.0,16803
悦然府双阳台南北对流，顶楼舒适,阳光城悦然府 ,进港大道,VR看装修 房本满两年,4,9个月以前发布,4室1厅,109.04平米,南北,其他,高楼层(共33层),塔楼,2019年,2030000.0,18618
D区中楼层四房，景观好无遮挡，随时可看房,万科南方公元 ,黄阁,VR房源 房本满五年 随时看房,2,8个月以前发布,4室2厅,100.48平米,北,精装,中楼层(共19层),塔楼,,1500000.0,14929
大型成熟社区 南北对流 出入便利 方正实用四房,南沙保利南怡湾 ,黄阁,VR看装修 房本满两年,1,8个月以前发布,4室2厅,105.35平米,南北,其他,低楼层(共32层),塔楼,,1600000.0,15188
业主急，4房12000/方，看房方便 紫茗花园,紫茗花园 ,进港大道,VR房源 房本满两年 随时看房,4,6个月以前发布,4室2厅,103.22平米,东北,简装,低楼层(共17层),板塔结合,,1200000.0,11626
诚心放卖，位置好，房子新，随时看房,阳光城悦然府 ,进港大道,VR看装修 房本满两年 随时看房,1,一年前发布,4室2厅,109.04平米,南北,精装,高楼层(共33层),塔楼,2020年,2300000.0,21094
南北对流（越秀.滨海新城）4房2卫,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,2,3个月以前发布,4室2厅,108.55平米,东南,其他,中楼层(共33层),塔楼,,1850000.0,17043
南向.复式2层（阳光城）南北对流,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,0,2,4室2厅,102.8平米,南,其他,高楼层(共25层),塔楼,,1600000.0,15565
阳光城悦然府 南北对流 双阳台  税费少,阳光城悦然府 ,进港大道,VR看装修 房本满两年 随时看房,1,18,4室2厅,109.04平米,南北,精装,低楼层(共33层),塔楼,2020年,2100000.0,19259
视野开阔，采光充足，出行便捷，环境宜人,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,102平米,北,其他,低楼层(共26层),塔楼,,1680000.0,16471
金科博翠明 明珠湾灵山岛 107平的4房,金科博翠明珠 ,明珠湾,VR看装修,0,2个月以前发布,4室2厅,107.62平米,南,精装,低楼层(共19层),塔楼,,3200000.0,29735
"景观好有阳台,5米层高，可设计双钥匙或中空",敏捷尚品国际 ,进港大道,房本满两年 随时看房,1,10个月以前发布,4室2厅,98.83平米,南,精装,高楼层(共20层),塔楼,,1250000.0,12648
高层四房，南向视野开阔，户型格局好,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,0,15,4室2厅,104.76平米,南,其他,高楼层(共33层),塔楼,,1730000.0,16514
【店长推荐】滨海新城 横厅四房 采光好 通风好 诚意出,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,2,一年前发布,4室2厅,108.01平米,南,精装,高楼层(共33层),塔楼,2017年,1880000.0,17406
朝南高层望江单位，采光充足，配套成熟,南沙金茂湾 ,明珠湾,房本满五年 随时看房,1,一年前发布,4室2厅,93.86平米,南,毛坯,高楼层(共15层),塔楼,2016年,1523000.0,16227
阳光城丽景湾星悦4房2卫，复式毛坯房，北向，景观好,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,0,7个月以前发布,4室2厅,102.8平米,北,其他,低楼层(共25层),塔楼,,1700000.0,16537
南向高楼层 改善型户型 视野开阔  诚意出,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,2,8个月以前发布,4室2厅,105.66平米,南,精装,高楼层(共34层),塔楼,2018年,1700000.0,16090
东坡稀有好房源，正常层高复式大四房二厅三卫三阳台,越秀东坡 ,进港大道,VR房源 房本满两年 随时看房,1,9个月以前发布,4室2厅,107.74平米,北,精装,低楼层(共27层),塔楼,,2100000.0,19492
阳光城悦然府   精装四房2卫   低楼层  看房约,阳光城悦然府 ,进港大道,VR看装修 房本满两年 随时看房,2,11个月以前发布,4室2厅,109.7平米,东南,精装,低楼层(共33层),塔楼,,1905000.0,17366
东南向4房2卫.大阳台（滨海新城）可谈,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,1,7个月以前发布,4室2厅,104.45平米,东东南,精装,中楼层(共33层),塔楼,,1900000.0,18191
"景观好有阳台,5米层高，可设计双钥匙或中空",敏捷尚品国际 ,进港大道,房本满两年 随时看房,1,10个月以前发布,4室2厅,98.83平米,南,精装,高楼层(共20层),塔楼,,1250000.0,12648
准新房，业主诚心卖，一期大阳台南向四房中楼层。,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,105平米,南,精装,中楼层(共34层),塔楼,,2150000.0,20477
精装南向四房、保养好 居住舒适,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,一年前发布,4室2厅,105.49平米,东南,其他,低楼层(共34层),塔楼,,2030000.0,19244
次新房，业主精装装修，高层南向视野开阔，交通便利,阳光城悦然府 ,进港大道,VR看装修 房本满五年 随时看房,2,一年前发布,4室2厅,106.97平米,南北,精装,高楼层(共33层),塔楼,,2180000.0,20380
东坡稀有好房源，正常层高复式大四房二厅三卫三阳台,越秀东坡 ,进港大道,VR房源 房本满两年 随时看房,1,9个月以前发布,4室2厅,107.74平米,北,精装,低楼层(共27层),塔楼,,2100000.0,19492
逸涛半岛 1室1厅 西北,逸涛半岛 ,进港大道,房本满两年 随时看房,1,2个月以前发布,1室1厅,28.59平米,西北,其他,高楼层(共6层),塔楼,2000年,210000.0,7346
南向高楼层 改善型户型 视野开阔  诚意出,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,2,8个月以前发布,4室2厅,105.66平米,南,精装,高楼层(共34层),塔楼,2018年,1700000.0,16090
次新房小区！采光通风好！户型实用,越秀东坡 ,进港大道,VR看装修 房本满两年 随时看房,2,9个月以前发布,4室2厅,109.08平米,南,精装,低楼层(共25层),塔楼,,2250000.0,20628
越秀滨海御城二区南向四房两卫视野开阔低密度,越秀滨海御城二区 ,金洲,VR看装修 房本满两年 随时看房,0,8个月以前发布,4室2厅,100.62平米,南,其他,中楼层(共21层),塔楼,,3100000.0,30809
使用率高，横厅使用率高，业主自住装修保养好,金科博翠明珠 ,明珠湾,VR看装修 随时看房,4,6个月以前发布,4室2厅,107.26平米,南,精装,低楼层(共20层),塔楼,2021年,2700000.0,25173
卖点	，房子采光好，没有遮挡，阳台看花园很安静,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年,0,6个月以前发布,4室2厅,109.21平米,东南,其他,中楼层(共33层),塔楼,,2100000.0,19230
低楼层看花园，户型方正实在，有大露台可使用。,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,1,8个月以前发布,4室2厅,106.89平米,东南,精装,低楼层(共33层),塔楼,2018年,1750000.0,16372
金洲优质地段，复式，宜居四房，置业好,阳光城悦然府 ,进港大道,VR房源 房本满两年 随时看房,1,一年前发布,4室2厅,108.87平米,东南,精装,高楼层(共33层),塔楼,,3200000.0,29393
全屋定制，南北对流通风好，景观好。,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年,2,一年前发布,4室2厅,104.8平米,南北,精装,中楼层(共26层),塔楼,,2700000.0,25764
全新未住，复式户型好，南向中楼层，视野开阔,万科白鹭郡 ,黄阁,VR房源 房本满两年 随时看房,7,一年前发布,4室2厅,98.73平米,南,简装,中楼层(共27层),塔楼,,2150000.0,21777
低密度小区，视野开阔，使用面积高。,越秀滨海御城二区 ,金洲,VR房源 房本满两年 随时看房,0,刚刚发布,4室2厅,106.77平米,西北,其他,中楼层(共32层),塔楼,,2650000.0,24820
飞沙角地铁口广隆苑4房130个诚心卖,广隆苑 ,金洲,近地铁 VR看装修 房本满五年,0,1个月以前发布,4室2厅,107.5平米,南,简装,高楼层(共6层),塔楼,,1200000.0,11163
阳光城丽景湾澜悦 次新小区，复式房,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,6,一年前发布,4室2厅,104.88平米,北,毛坯,高楼层(共33层),塔楼,,1590000.0,15161
星河山海湾小高层 视野开阔 环境好 近地铁,星河山海湾 ,南沙港,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,4室2厅,159.45平米,南北,精装,高楼层(共9层),板塔结合,,4800000.0,30104
带阳台全新配置户型明亮办公氛围好,真功夫总部大楼 ,金洲,房本满五年,0,一年前发布,1室1厅,55.94平米,北,精装,中楼层(共10层),塔楼,,750000.0,13408
位于南沙主城区，人口多，人流量大。,真功夫总部大楼 ,金洲,房本满五年,0,一年前发布,1室1厅,56.11平米,北,精装,中楼层(共10层),塔楼,2016年,750000.0,13367
南沙万达广场B4栋15楼。。。。。。,南沙万达广场 ,金洲,近地铁 房本满五年,2,一年前发布,1室1厅,39.21平米,南,精装,高楼层(共26层),塔楼,2017年,548000.0,13977
南沙万达广场 大单间 业主诚心出,南沙万达广场 ,金洲,近地铁 房本满五年 随时看房,0,一年前发布,1室0厅,39.04平米,东北,其他,高楼层(共27层),塔楼,2017年,600000.0,15369
地铁口，适合办公和居住，生活配套成熟,中大城 ,金洲,房本满五年,8,一年前发布,1室0厅,50.16平米,东,精装,高楼层(共20层),塔楼,2012年,563000.0,11225
地段好 交通方便 业主诚意放卖,南沙万达广场 ,金洲,近地铁 房本满五年 随时看房,0,一年前发布,1室1厅,55.15平米,南北,精装,低楼层(共26层),塔楼,2017年,850000.0,15413
时代南湾精装海景湖景4房 天元二中 业主诚意放卖,时代南湾 ,南沙港,VR看装修 房本满五年,0,一年前发布,4室2厅,167.52平米,南北,精装,中楼层(共32层),板塔结合,2015年,4680000.0,27937
中大城 1室1厅 南,中大城 ,金洲,房本满五年 随时看房,0,一年前发布,1室1厅,50.16平米,南,毛坯,高楼层(共20层),塔楼,,690000.0,13756
新玥花园 1室1厅 南,新玥花园 ,榄核镇,房本满五年 随时看房,0,一年前发布,1室1厅,60平米,南,毛坯,高楼层(共22层),暂无数据,2015年,650000.0,10834
新玥花园 1室1厅 南,新玥花园 ,榄核镇,房本满五年 随时看房,0,一年前发布,1室1厅,60平米,南,毛坯,高楼层(共22层),2015年,暂无数据,650000.0,10834
该房精装房刚需户型，中楼层视野开阔景观好，离区府近,南沙境界 ,黄阁,VR看装修 房本满五年,1,一年前发布,1室1厅,57.6平米,南,精装,高楼层(共17层),2013年,板塔结合,850000.0,14757
楼下某达商场，金街美食街，700米地铁站,南沙万达广场 ,金洲,近地铁 房本满五年 随时看房,0,一年前发布,1室1厅,55.76平米,东北,精装,高楼层(共26层),2017年,塔楼,628000.0,11263
海力花园 交通便利 生活配套成熟 证过五年,海力花园 ,进港大道,VR看装修 房本满五年,149,一年前发布,1室1厅,48.02平米,南,精装,低楼层(共9层),,塔楼,1000000.0,20825
蕉门区府地段繁华环境好的复试公寓5米层高,中国铁建环球中心 ,南沙区府,近地铁 房本满两年 随时看房,1,一年前发布,1室1厅,64.4平米,东,毛坯,中楼层(共20层),,塔楼,768000.0,11926
南沙境界，复式住宅，毛坯，满五唯一，税费少,南沙境界 ,黄阁,VR房源 房本满五年 随时看房,0,一年前发布,1室1厅,64.78平米,南,其他,高楼层(共10层),2007年,塔楼,1000000.0,15437
楼下某达商场美食街 边上蕉门河公园地铁口700米,南沙万达广场 ,金洲,近地铁 房本满五年,1,8个月以前发布,1室1厅,63.42平米,东南南,其他,中楼层(共26层),2017年,塔楼,528000.0,8326
中国铁建环球中心 1室1厅 西,中国铁建环球中心 ,南沙区府,近地铁 房本满两年 随时看房,0,5个月以前发布,1室1厅,57.82平米,西,精装,高楼层(共20层),,塔楼,880000.0,15220
保利低密度复式4房，高层南向望蕉门河，视野开阔！,保利半岛南地块 ,黄阁,VR房源 房本满两年,0,9个月以前发布,4室2厅,117.95平米,南,精装,高楼层(共20层),,板塔结合,4600000.0,39000
南沙万达广场，近地铁 视野开阔大大单间,南沙万达广场 ,金洲,房本满五年,0,一年前发布,1室1厅,47.92平米,南,其他,中楼层(共29层),2017年,塔楼,618000.0,12897
户型方正实用，保养好，可做直播间，业主诚心放卖。,敏捷尚品国际 ,进港大道,房本满两年,0,一年前发布,1室2厅,59.43平米,南,其他,中楼层(共20层),,塔楼,890000.0,14976
南沙万达广场 1室0厅 西北,南沙万达广场 ,金洲,近地铁 房本满五年 随时看房,0,一年前发布,1室0厅,63.15平米,西北,其他,高楼层(共27层),2017年,塔楼,940000.0,14886
