标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
带40方私家花园大四房 装修保养新净 采光通风好,沙面新城 ,金沙洲,VR看装修 房本满两年,0,9个月以前发布,4室2厅,167.24平米,南北,精装,低楼层(共32层),2003年,塔楼,4000000.0,23918
白天鹅花园 电梯大户型东南向4房  位置安静舒适,白天鹅花园 ,金沙洲,VR房源,1,一年前发布,4室2厅,170平米,东南,精装,中楼层(共25层),2016年,塔楼,3000000.0,17648
东南向 看江 带入户花园  业主诚心出售,中海金沙湾C区 ,金沙洲,VR看装修,0,8个月以前发布,4室2厅,187平米,东南,精装,中楼层(共33层),,塔楼,6510000.0,34813
底层望江 格局方正实用 自住保养好 产权清晰,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,一年前发布,4室2厅,141.06平米,南,精装,低楼层(共50层),,塔楼,4200000.0,29775
半岛前排，高层4房，东南向望白云山珠江水。,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,5个月以前发布,4室1厅,158.74平米,东南,简装,高楼层(共31层),2008年,塔楼,4300000.0,27089
中海金沙里大四房，130㎡，东南向望江，中间楼层,中海金沙里 ,金沙洲,VR房源,0,8个月以前发布,4室1厅,132平米,东南,精装,中楼层(共48层),,塔楼,4000000.0,30304
时代水岸大四房 可望江 中层方便看房,时代水岸二期 ,金沙洲,VR房源 房本满两年,0,3个月以前发布,4室2厅,141.21平米,西南,精装,中楼层(共50层),,塔楼,4500000.0,31868
二楼带大平台花园  新装修  南向  单边位,时代糖果二期 ,金沙洲,VR看装修 房本满两年,1,一年前发布,1室1厅,56.96平米,西南,精装,低楼层(共17层),,塔楼,1100000.0,19312
环境优美、配套成熟、交通便利、户型方正房子保养很好,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,3,一年前发布,4室2厅,159.9平米,东南,精装,高楼层(共31层),,塔楼,4000000.0,25016
房子产权清晰 可以望江 业主出售意向强,恒大御景半岛 ,金沙洲,VR看装修 随时看房,0,5个月以前发布,4室2厅,160.81平米,东,简装,低楼层(共31层),,塔楼,3300000.0,20522
恒大御景半岛  前排中层望江  保养好,恒大御景半岛 ,金沙洲,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,178平米,东南,精装,中楼层(共31层),,塔楼,4500000.0,25281
时代糖果大户型业主自住保养好 采光好,时代糖果一期 ,金沙洲,VR看装修,0,9个月以前发布,4室1厅,120平米,南,精装,18层,塔楼,,2050000.0,17084
正南向 江景四房  满五年 产权清晰,金名都 ,金沙洲,VR看装修,0,一年前发布,4室2厅,172平米,南,精装,45层,板塔结合,2013年,3850000.0,22384
业主诚心出售，价格可谈，看房预约。,时代糖果一期 ,金沙洲,VR看装修 房本满两年,1,一年前发布,1室1厅,56.99平米,东,精装,12层,塔楼,,1050000.0,18425
时代水岸一期 东南向 满五唯一 通风采光好 一线江景,时代水岸一期 ,金沙洲,VR看装修,0,5个月以前发布,4室2厅,113平米,东南,精装,中楼层(共33层),塔楼,2016年,2700000.0,23894
此铺位满不5唯一，带装修，户型方正 位置好,中海金沙里 ,金沙洲,VR看装修,0,一年前发布,1室0厅,55平米,东,精装,低楼层(共1层),塔楼,,1460000.0,26546
复式四房，有天台有花园，圆您露台梦,万科四季花城玫瑰苑 ,金沙洲,VR房源,5,一年前发布,4室2厅,76平米,东南西北,精装,高楼层(共6层),板塔结合,,1700000.0,22369
中海金沙湾A区四房，园林美景，闹中取静,中海金沙湾A区 ,金沙洲,VR看装修,1,7个月以前发布,4室2厅,152平米,西南,精装,低楼层(共33层),板塔结合,,3900000.0,25658
金沙洲别墅 前后花园南北流带三个产权车位 地下室,时代糖果别墅区 ,金沙洲,VR房源 随时看房,1,一年前发布,4室1厅,266.18平米,东南,毛坯,低楼层(共1层),板楼,2010年,7500000.0,28177
时代糖果别墅，单边位，前后花园,时代糖果别墅区 ,金沙洲,VR房源,1,一年前发布,4室3厅,290平米,南,精装,低楼层(共1层),板楼,2008年,8800000.0,30345
电梯大四房，户型方正，忘花园，过五不唯一,沙面新城 ,金沙洲,VR房源 房本满五年,0,一年前发布,4室2厅,166.06平米,西北,简装,中楼层(共14层),塔楼,2002年,2960000.0,17825
中高楼层 一线望江 精装修可带家私电器,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,6个月以前发布,4室2厅,141.12平米,东南南,精装,低楼层(共50层),塔楼,,4490000.0,31817
恒大御景半岛 南向高层一线江景 精装四房 保养新,恒大御景半岛 ,金沙洲,VR房源,0,一年前发布,4室2厅,191平米,南,精装,高楼层(共31层),塔楼,,6000000.0,31414
糖果1+1户型  过两年  无重税  保养新净 拎包入住,时代糖果一期 ,金沙洲,VR看装修 房本满两年,0,一年前发布,1室1厅,56.64平米,东北,精装,15层,塔楼,2010年,1080000.0,19068
房子 保养好 景观视野好 业主诚心出售,金名都 ,金沙洲,VR看装修 随时看房,0,6个月以前发布,4室2厅,173.35平米,南,精装,39层,板塔结合,2013年,4500000.0,25960
时代水岸 温馨四房  生活便利  户型实用,时代水岸一期 ,金沙洲,VR房源 房本满五年,0,1个月以前发布,4室2厅,113.04平米,东南,精装,低楼层(共34层),塔楼,2016年,2050000.0,18136
东南向大户  满五年  中层景观好,恒大御景半岛 ,金沙洲,VR房源 随时看房,0,一年前发布,4室2厅,275平米,东南,精装,中楼层(共31层),塔楼,,7220000.0,26255
业主自住保养好 户型方正 南北对流 楼上私家天台,万科四季花城茉莉苑 ,金沙洲,VR看装修 房本满五年,10,一年前发布,4室2厅,74.95平米,南,精装,高楼层(共6层),板楼,,1520000.0,20281
时代二期 4房2厅 南向 中高楼层 景观采光好，交通便利,时代水岸二期 ,金沙洲,VR房源 房本满两年,1,5个月以前发布,4室1厅,141.66平米,南,精装,高楼层(共50层),塔楼,,4500000.0,31767
恒大御景半岛，273平方大户型，南北对流，环境优美,恒大御景半岛 ,金沙洲,VR房源 随时看房,3,一年前发布,4室2厅,273平米,东东南,精装,低楼层(共31层),塔楼,,7150000.0,26191
精致装修 拎包入住 单边位 采光好 保养好,时代糖果二期 ,金沙洲,VR看装修 房本满五年,1,一年前发布,1室1厅,56.95平米,西南,精装,中楼层(共17层),塔楼,,1010000.0,17735
前排户型  出行方便  诚心出售   方便看房,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,9个月以前发布,4室2厅,158.5平米,东,精装,中楼层(共31层),塔楼,,2850000.0,17982
格局方正，厅出阳台，通风采光好 朝南向望江,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,一年前发布,4室1厅,191.1平米,南,精装,低楼层(共31层),塔楼,,6430000.0,33648
恒大御景半岛  4房  东南向  望江无遮挡   证满五唯一,恒大御景半岛 ,金沙洲,VR看装修,0,一年前发布,4室2厅,160平米,东南,精装,低楼层(共31层),塔楼,,3560000.0,22250
金沙洲 恒大御景半岛温馨安静 望江望花园,恒大御景半岛 ,金沙洲,VR看装修,1,6个月以前发布,4室2厅,160平米,东南,精装,低楼层(共31层),塔楼,,3400000.0,21250
四房两厅 一线江景 采光通透 配套成熟,恒大御景半岛 ,金沙洲,VR房源,2,一年前发布,4室2厅,160平米,东,精装,中楼层(共31层),板楼,,3680000.0,23000
时代水岸 位置安静户型方正 电梯高层,时代水岸一期 ,金沙洲,VR看装修,0,7个月以前发布,4室2厅,112.3平米,南,精装,低楼层(共33层),塔楼,2016年,2760000.0,24578
金名都四房 业主自住保养好 诚心出售,金名都 ,金沙洲,VR看装修,1,一年前发布,4室2厅,172平米,东南,精装,48层,板塔结合,2013年,4500000.0,26163
前排位置，朝南向，采光很好，房子保养新，视野开阔,恒大御景半岛 ,金沙洲,VR看装修 房本满两年 随时看房,1,一年前发布,4室2厅,190.33平米,南,精装,低楼层(共31层),塔楼,,4500000.0,23644
新荔湾花苑 房子过五年税费低 采光充足 诚心出售,新荔湾花园 ,金沙洲,VR看装修 房本满五年,0,4个月以前发布,4室2厅,117平米,东南南,简装,中楼层(共8层),塔楼,,1600000.0,13676
两梯两户 高层视野开阔  江景一览无余,恒大御景半岛 ,金沙洲,VR房源 随时看房,0,一年前发布,4室2厅,275平米,东东南,精装,高楼层(共31层),塔楼,,7180000.0,26110
急卖，中空复式情景洋房，保养好，视野开阔，无欠款！,万科四季花城涛竹轩 ,金沙洲,VR房源 房本满五年,1,一年前发布,4室2厅,201.81平米,东南,精装,低楼层(共3层),板楼,,5950000.0,29484
：此房满5年唯一免重税 户型方正实用 ，业主自己在住,万科四季花城文竹轩 ,金沙洲,VR房源 房本满五年,4,一年前发布,4室2厅,205.71平米,东南,精装,低楼层(共3层),塔楼,,5990000.0,29119
正南向四房，中层视野开阔，绿树成荫,中海金沙湾A区 ,金沙洲,VR看装修 房本满五年,1,一年前发布,4室1厅,141.33平米,东南,精装,中楼层(共33层),板塔结合,,4280000.0,30284
四房两卫，自住保养好，配套设施齐全，交通便利,中海金沙里 ,金沙洲,VR看装修,0,11个月以前发布,4室1厅,132.09平米,东东南,精装,低楼层(共48层),塔楼,,3100000.0,23469
金沙洲时代水岸二期 全屋订制家具家电 保养新净4房,时代水岸二期 ,金沙洲,VR看装修 房本满两年,1,7个月以前发布,4室2厅,128.16平米,东,精装,高楼层(共33层),塔楼,,3290000.0,25672
新荔湾花苑 房子过五年税费低 采光充足 诚心出售,新荔湾花园 ,金沙洲,VR看装修 房本满五年,0,4个月以前发布,4室2厅,117平米,东南南,简装,中楼层(共8层),塔楼,,1600000.0,13676
新荔湾花苑 步梯中层 交通便利 成熟小区 业主诚心出售,新荔湾花园 ,金沙洲,VR看装修 随时看房,2,4个月以前发布,1室0厅,23.36平米,南,简装,中楼层(共8层),塔楼,,280000.0,11987
恒大御景半岛  4房 前排 南向  中高层望江  无滴江景,恒大御景半岛 ,金沙洲,VR房源,1,一年前发布,4室2厅,191平米,南北,精装,高楼层(共31层),塔楼,,5580000.0,29215
中海金沙湾B区  满五年  诚意出,中海金沙湾B区 ,金沙洲,VR看装修,1,6个月以前发布,4室2厅,148.2平米,东南,简装,高楼层(共33层),塔楼,2013年,4100000.0,27666
时代水岸二期 实用四房 产权清晰,时代水岸二期 ,金沙洲,VR看装修,0,一年前发布,4室2厅,117平米,南北,精装,低楼层(共33层),塔楼,,2980000.0,25471
时代一期 对流四房 南向望花园 中高层视野开阔,时代水岸一期 ,金沙洲,VR看装修 房本满五年,1,一年前发布,4室2厅,113平米,南,精装,中楼层(共34层),塔楼,2016年,2380000.0,21062
总价低，无欠款，交易时间短，看小区花园无遮挡,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,9个月以前发布,4室2厅,141.12平米,东南南西南,精装,低楼层(共50层),塔楼,,3600000.0,25511
新荔湾花园 健康楼层 户型方正 总价低上车优选,新荔湾花园 ,金沙洲,VR看装修 随时看房,0,8个月以前发布,1室0厅,40平米,南,简装,高楼层(共8层),塔楼,,388000.0,9700
恒大御景半岛别墅 位置好 带花园 采光好 看房方便,恒大御景半岛紫杉湖 ,金沙洲,VR房源 随时看房,0,一年前发布,4室2厅,256平米,东东南,毛坯,1层,双拼别墅,塔楼,10000000.0,39063
时代水岸二期 望花园 全新未住过 明厨明卫,时代水岸二期 ,金沙洲,VR看装修 房本满两年,2,一年前发布,4室2厅,117.12平米,东南,精装,低楼层(共33层),塔楼,,3000000.0,25615
急售户型 阳台看花园房间望江格局方正实用,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,一年前发布,4室2厅,141.17平米,南北,精装,低楼层(共50层),塔楼,,3700000.0,26210
配套齐全，地理位置好，楼层好， 全新精装修,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,6个月以前发布,4室2厅,143.2平米,东南南,精装,高楼层(共50层),塔楼,,4300000.0,30028
南向高层看江 小区门口 出入方便,中海金沙湾A区 ,金沙洲,VR看装修,1,7个月以前发布,4室2厅,145平米,东南,简装,高楼层(共33层),板塔结合,,4250000.0,29311
满五不唯一，中高层，小区配套成熟，户型方正。,中海金沙里 ,金沙洲,VR看装修,0,一年前发布,4室2厅,131平米,东南,精装,中楼层(共48层),塔楼,,4000000.0,30535
沙面新城 复式4房 带平台花园 诚意出售中 满五唯一,沙面新城 ,金沙洲,VR房源 房本满五年,0,6个月以前发布,4室2厅,130.15平米,东北,简装,高楼层(共6层),塔楼,1999年,1910000.0,14676
177平 正规4房 高层视野开阔，一线江景。,恒大御景半岛 ,金沙洲,VR房源 随时看房,0,11个月以前发布,4室2厅,177.01平米,东南,精装,高楼层(共31层),塔楼,,4300000.0,24293
时代水岸一期 配套齐全 地理位置好 全新精装修保养好,时代水岸一期 ,金沙洲,VR看装修,0,6个月以前发布,4室2厅,113平米,南,精装,高楼层(共34层),塔楼,2016年,3480000.0,30797
时代天境 4房   业主诚心出售 全新出售 价钱便宜,时代天境 ,金沙洲,VR房源 随时看房,0,8个月以前发布,4室1厅,128平米,东南,精装,中楼层(共32层),板塔结合,,4100000.0,32032
沙面新城 复式四房 带空中花园,沙面新城 ,金沙洲,VR房源,7,一年前发布,4室2厅,130.15平米,南,精装,高楼层(共5层),板楼,2003年,1960000.0,15060
金名都大四房  带露台  业主自住保养好,金名都 ,金沙洲,VR看装修,2,一年前发布,4室2厅,173.36平米,东南,精装,39层,板塔结合,2011年,4050000.0,23362
江景东南朝向，大四房，采光充足，业主诚心售卖,中海金沙里 ,金沙洲,VR看装修,32,一年前发布,4室2厅,132平米,东南,精装,低楼层(共48层),塔楼,,4100000.0,31061
沙面新城  全线江景大。豪。宅  户型方正,沙面新城 ,金沙洲,VR房源 房本满五年,0,一年前发布,4室2厅,227.52平米,南,精装,中楼层(共32层),塔楼,2003年,6840000.0,30064
前排   高层望江   产权清晰  诚意出售,恒大御景半岛 ,金沙洲,VR房源 房本满五年 随时看房,0,2个月以前发布,4室2厅,177平米,东,精装,高楼层(共31层),塔楼,,4300000.0,24294
恒大御景半岛，满五年，产权清，朝向好，望花园，急卖,恒大御景半岛 ,金沙洲,VR看装修,0,一年前发布,4室2厅,336平米,南北,毛坯,低楼层(共31层),塔楼,,10300000.0,30655
时代水岸二期横厅大四房 中层南向 看房方便,时代水岸二期 ,金沙洲,VR看装修,2,一年前发布,4室2厅,127.78平米,南,精装,中楼层(共29层),塔楼,,3500000.0,27391
南向四房   安静望花园   通风对流好,时代天境 ,金沙洲,VR看装修,0,31,4室2厅,118平米,南,精装,低楼层(共32层),板塔结合,,3300000.0,27967
时代一期 对流四房 南向望花园 中高层视野开阔,时代水岸一期 ,金沙洲,VR看装修 房本满五年,1,一年前发布,4室2厅,113平米,南,精装,中楼层(共34层),塔楼,2016年,2380000.0,21062
配套齐全，地理位置好，楼层好， 全新精装修,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,6个月以前发布,4室2厅,143.2平米,东南南,精装,高楼层(共50层),塔楼,,4300000.0,30028
金名都大四房  带露台  业主自住保养好,金名都 ,金沙洲,VR看装修,2,一年前发布,4室2厅,173.36平米,东南,精装,39层,板塔结合,2011年,4050000.0,23362
中海金沙湾B区  满五年  诚意出,中海金沙湾B区 ,金沙洲,VR看装修,1,6个月以前发布,4室2厅,148.2平米,东南,简装,高楼层(共33层),塔楼,2013年,4100000.0,27666
房子望江 格局方正实用 保养好 产权清晰 阳台景观好,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,一年前发布,4室2厅,142.8平米,南,精装,低楼层(共50层),塔楼,,4000000.0,28012
沙面新城 复式四房 带空中花园,沙面新城 ,金沙洲,VR房源,7,一年前发布,4室2厅,130.15平米,南,精装,高楼层(共5层),板楼,2003年,1960000.0,15060
恒大御景半岛  望江4房  证满五年  无按揭 房子保养新,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,18,一年前发布,4室2厅,160平米,东,精装,高楼层(共31层),板楼,,3950000.0,24688
中海金沙里江景四房，户型方正通透，视野开阔采光充足,中海金沙里 ,金沙洲,VR看装修 房本满五年,2,一年前发布,4室2厅,132平米,东南,精装,低楼层(共48层),塔楼,,3680000.0,27879
急售户型 阳台看花园房间望江格局方正实用,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,一年前发布,4室2厅,141.17平米,南北,精装,低楼层(共50层),塔楼,,3700000.0,26210
高层望江，业主诚心出售，保养好．,中海金沙里 ,金沙洲,VR看装修 房本满五年,23,一年前发布,4室2厅,130.68平米,东南,精装,高楼层(共48层),塔楼,,3100000.0,23723
时代水岸二期  南向4房 看房方便,时代水岸二期 ,金沙洲,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,117.06平米,南,精装,低楼层(共33层),塔楼,2019年,3650000.0,31181
金沙洲 岐海苑 电梯4房两卫，精装中高层 近市场有车位,岐海苑 ,金沙洲,VR看装修 房本满五年,1,4个月以前发布,4室1厅,141.01平米,南,精装,中楼层(共16层),塔楼,2012年,2420000.0,17162
时代天境  中层四房  全屋精装  望花园  安静舒适,时代天境 ,金沙洲,VR房源 房本满两年,0,8个月以前发布,4室1厅,118.07平米,东南,精装,中楼层(共32层),板塔结合,,3300000.0,27950
复式带私家花园4房 南向 花园中间安静舒适 装修保养好,沙面新城 ,金沙洲,VR房源 房本满五年 随时看房,2,一年前发布,4室2厅,179.47平米,东南,精装,高楼层(共5层),板楼,2003年,2600000.0,14488
此房楼层好，全天装采光足，全屋定制精,时代天境 ,金沙洲,VR看装修,0,一年前发布,4室2厅,118平米,南,精装,低楼层(共32层),板塔结合,,4450000.0,37712
中海金沙湾精装东南向4房，中间位置、中间楼层,中海金沙湾A区 ,金沙洲,VR看装修 房本满五年,1,1个月以前发布,4室2厅,150.56平米,东南,精装,中楼层(共33层),板塔结合,,3800000.0,25240
楼层好，视野开阔， 装修保养新净，随时可看,时代水岸二期 ,金沙洲,VR看装修,0,一年前发布,4室2厅,117平米,东南,简装,中楼层(共33层),塔楼,,3880000.0,33163
安静看花园，格局通透，楼层好，视野开阔，配套齐全,时代天境 ,金沙洲,VR看装修,0,6个月以前发布,4室2厅,128平米,东北,精装,低楼层(共32层),板塔结合,,3800000.0,29688
中海金沙湾B区 东南改善4房 诚意出售,中海金沙湾B区 ,金沙洲,VR看装修 房本满五年,1,一年前发布,4室2厅,150.17平米,东南,简装,低楼层(共33层),塔楼,2005年,4470000.0,29767
南北对流 恒大御景半岛双拼别墅4房，采光通风好,恒大御景半岛丹桂湖 ,金沙洲,VR房源 房本满五年,0,一年前发布,4室2厅,256平米,东,毛坯,1层,双拼别墅,塔楼,13950000.0,54493
前排158方江景四房 精致装修 保养好,恒大御景半岛 ,金沙洲,VR看装修,1,一年前发布,4室2厅,159平米,东,精装,中楼层(共31层),塔楼,,3950000.0,24843
时代糖果三期 4室2厅 东北,时代糖果三期 ,金沙洲,VR看装修 房本满五年,0,1个月以前发布,4室2厅,114.79平米,东北,精装,高楼层(共18层),板塔结合,,1890000.0,16465
方正实用望江4房 横厅设计 实用率高 南北对流,时代水岸一期 ,金沙洲,VR看装修 房本满五年,0,6个月以前发布,4室2厅,114.14平米,东南,精装,低楼层(共30层),塔楼,2016年,2400000.0,21027
中海金沙湾明星户型 187方大四房,中海金沙湾B区 ,金沙洲,VR看装修,0,7个月以前发布,4室2厅,187平米,西南,简装,高楼层(共33层),塔楼,2010年,6200000.0,33156
金沙洲一楼复式 跃式格局 对流格局 每个空间都很大,万科四季花城天竹轩 ,金沙洲,VR房源 房本满五年,0,一年前发布,4室2厅,143.47平米,东南南,精装,低楼层(共5层),塔楼,2008年,4300000.0,29972
沙面新城 望江洋楼 户型方正 精装修 次新单独苑,沙面新城 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,174.3平米,西南,精装,低楼层(共31层),塔楼,2003年,3950000.0,22663
实用四房  采光好充足  对流通风 楼层适中 配套齐全,时代水岸一期 ,金沙洲,VR房源 房本满五年,0,11个月以前发布,4室2厅,113.47平米,南北,精装,低楼层(共34层),塔楼,2016年,2250000.0,19830
东南向 中层看江 满五唯一   保养好,中海金沙里 ,金沙洲,VR看装修 房本满五年,0,8个月以前发布,4室2厅,130.6平米,东南,精装,中楼层(共48层),塔楼,,3800000.0,29097
万科四季花城  情景复式 带露台 带车位  临地铁,万科四季花城云竹轩 ,金沙洲,VR房源 房本满五年,0,1个月以前发布,4室2厅,119.09平米,南北,精装,低楼层(共3层),板楼,,3450000.0,28970
方正实用望江4房 横厅设计 实用率高 南北对流,时代水岸一期 ,金沙洲,VR看装修 房本满五年,0,6个月以前发布,4室2厅,114.14平米,东南,精装,低楼层(共30层),2016年,塔楼,2400000.0,21027
时代糖果三期 4室2厅 东北,时代糖果三期 ,金沙洲,VR看装修 房本满五年,0,1个月以前发布,4室2厅,114.79平米,东北,精装,高楼层(共18层),,板塔结合,1890000.0,16465
中海金沙湾明星户型 187方大四房,中海金沙湾B区 ,金沙洲,VR看装修,0,7个月以前发布,4室2厅,187平米,西南,简装,高楼层(共33层),2010年,塔楼,6200000.0,33156
复式4房   客厅中空挑高    装修新,万科四季花城碧榕苑 ,金沙洲,VR看装修 房本满五年,5,5个月以前发布,4室2厅,73.63平米,东南西北,精装,高楼层(共6层),,塔楼,1750000.0,23768
金名都南向望江四房   保养漂亮,金名都 ,金沙洲,VR房源,1,一年前发布,4室1厅,172.1平米,南,精装,48层,2013年,板塔结合,5500000.0,31959
此房满五年，产权清晰，南北对流，楼层好视野开阔，,恒大御景半岛 ,金沙洲,VR看装修,0,8个月以前发布,4室2厅,185.53平米,南,精装,中楼层(共31层),,塔楼,4150000.0,22369
东西对流格局，采光充足，配套设施齐全，交通便利,恒大御景半岛 ,金沙洲,VR房源,0,10个月以前发布,4室2厅,274.12平米,东南西北,简装,低楼层(共31层),2019年,塔楼,6200000.0,22618
东西对流格局，采光充足，配套设施齐全，交通便利,恒大御景半岛 ,金沙洲,VR房源 随时看房,0,9个月以前发布,4室2厅,203.57平米,东南,精装,低楼层(共31层),2008年,塔楼,5380000.0,26429
产权清晰，南北对流，楼层好视野开阔，保养新,恒大御景半岛 ,金沙洲,VR房源 随时看房,0,7个月以前发布,4室1厅,177.1平米,东,精装,低楼层(共31层),,塔楼,4200000.0,23716
产权清晰，南北对流，楼层好视野开阔，保养新,恒大御景半岛 ,金沙洲,VR看装修,0,7个月以前发布,4室2厅,160平米,东,精装,中楼层(共31层),,板楼,3800000.0,23750
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR看装修,0,一年前发布,4室2厅,159平米,东南,精装,中楼层(共31层),2007年,塔楼,4000000.0,25158
产权清晰，南北对流，楼层好视野开阔，保养新,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,0,7个月以前发布,4室2厅,201平米,东,精装,中楼层(共31层),,塔楼,4500000.0,22389
产权清晰，南北对流，楼层好视野开阔，保养新,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,1,7个月以前发布,4室2厅,159平米,东南,精装,中楼层(共31层),,塔楼,3350000.0,21070
中海金沙里四房两卫，东北望江景色漂亮，业主诚心出售,中海金沙里 ,金沙洲,VR房源 房本满五年 随时看房,1,一年前发布,4室2厅,132.2平米,东北,精装,高楼层(共48层),,塔楼,3880000.0,29350
沙面新城 电梯复式 含200方厅出独立平台使用,沙面新城 ,金沙洲,VR房源 房本满五年,0,8个月以前发布,4室2厅,153.3平米,北,简装,高楼层(共7层),1998年,塔楼,2380000.0,15526
实用四房 东南望江 中层对流 时尚装修 拎包入住,时代水岸一期 ,金沙洲,VR看装修 房本满五年,0,9个月以前发布,4室2厅,112.73平米,南北,精装,中楼层(共33层),2016年,塔楼,2750000.0,24395
时代糖果一期 南向四房两卫 单边位 视野宽阔 满五,时代糖果一期 ,金沙洲,VR看装修,0,4个月以前发布,4室2厅,147.52平米,南,精装,14层,,塔楼,2450000.0,16608
时代天境全新四房，南向，采光通透，诚意出售,时代天境 ,金沙洲,VR看装修 房本满两年,3,一年前发布,4室2厅,118.56平米,南,精装,中楼层(共32层),,板塔结合,3850000.0,32474
时代水岸二期 南向大户型 金沙洲 诚意实惠出售,时代水岸二期 ,金沙洲,VR看装修 房本满五年,0,一年前发布,4室2厅,127.21平米,南,精装,低楼层(共33层),2019年,塔楼,3800000.0,29872
时代水岸二期 全线江景  全智能装修  厅出阳台户型,时代水岸二期 ,金沙洲,VR看装修 房本满两年,1,9个月以前发布,4室2厅,140.3平米,西南,精装,低楼层(共49层),,塔楼,3450000.0,24591
恒大御景半岛  后排高层望江 保养好 诚心出售,恒大御景半岛 ,金沙洲,VR房源 房本满五年 随时看房,2,9个月以前发布,4室2厅,202平米,东南,精装,中楼层(共31层),,塔楼,4300000.0,21288
金沙洲 时代天境 温馨安静 南向4房，干净漂亮,时代天境 ,金沙洲,VR看装修 随时看房,0,5个月以前发布,4室2厅,118平米,南,精装,高楼层(共32层),,板塔结合,3400000.0,28814
沙面新城 加装电梯大四房 南北对流 保养新净,沙面新城 ,金沙洲,VR房源 房本满五年,0,6个月以前发布,4室2厅,158.15平米,南,精装,中楼层(共8层),2001年,塔楼,2388000.0,15100
此房满五无欠款 产权清晰交易快 房子方正采光好,万科四季花城尚山美筑 ,金沙洲,VR看装修,7,一年前发布,4室2厅,123.54平米,东,精装,中楼层(共17层),2007年,板楼,2700000.0,21856
时代二期 中层四房 采光通风好,时代水岸二期 ,金沙洲,VR房源 房本满两年,1,一年前发布,4室2厅,116.96平米,东,精装,中楼层(共33层),,塔楼,3290000.0,28130
急售型 房子属高层望江，位置佳，产权清晰,时代水岸二期 ,金沙洲,VR看装修 房本满五年 随时看房,1,7个月以前发布,4室2厅,141.21平米,南,精装,高楼层(共50层),,塔楼,4100000.0,29035
业主诚心出售价格好谈 税少户型好 南向看花园,时代水岸二期 ,金沙洲,VR房源 随时看房,0,一年前发布,4室2厅,127.57平米,南,精装,33层,2019年,塔楼,3300000.0,25869
二层复式，40-50方地下室，保养好，诚意出售,万科四季花城悦山美筑 ,金沙洲,VR房源 房本满两年,47,一年前发布,4室2厅,120平米,东东南,精装,低楼层(共16层),,塔楼,3200000.0,26667
恒大方正四房带大主套 高层望江 产权清晰 有钥匙,恒大御景半岛 ,金沙洲,VR房源 房本满五年,7,一年前发布,4室2厅,273.02平米,东,精装,中楼层(共31层),,塔楼,5800000.0,21244
恒大御景半岛 东南向中层望江 采光好 保养新 随时看房,恒大御景半岛 ,金沙洲,VR房源 随时看房,1,一年前发布,4室1厅,202平米,东南,精装,中楼层(共31层),,塔楼,5500000.0,27228
二层复式，40-50方地下室，保养好，诚意出售,万科四季花城悦山美筑 ,金沙洲,VR房源 房本满两年,47,一年前发布,4室2厅,120平米,东东南,精装,低楼层(共16层),塔楼,,3200000.0,26667
恒大御景半岛实用4房，东向望江，证够5年，装修保养好,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,2个月以前发布,4室2厅,177.09平米,东,精装,中楼层(共31层),塔楼,,3540000.0,19990
时代水岸二期 配套齐全 地理位置好 全新精装修,时代水岸二期 ,金沙洲,VR看装修,1,6个月以前发布,4室2厅,128平米,东南南,精装,中楼层(共29层),塔楼,,3580000.0,27969
金名都 四房 带平台花园南向望花园    保养好  装修豪,金名都 ,金沙洲,VR看装修 房本满两年,1,11个月以前发布,4室2厅,172.02平米,南,精装,48层,板塔结合,,3800000.0,22091
308方 270度江景  三面环江  高层,恒大御景半岛 ,金沙洲,VR房源,0,11个月以前发布,4室2厅,308平米,东南南,精装,高楼层(共31层),塔楼,,12290000.0,39903
时代糖果一期 4室2厅 南,时代糖果一期 ,金沙洲,VR看装修 房本满五年,1,5个月以前发布,4室2厅,147.52平米,南,精装,14层,塔楼,,2600000.0,17625
金沙洲岐海苑 电梯4房 证满五年，生活配套完善 近广州,岐海苑 ,金沙洲,VR看装修 房本满五年,0,2个月以前发布,4室2厅,141.83平米,南,简装,高楼层(共16层),塔楼,,2350000.0,16570
