标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
海意名苑2000年楼龄大单间带独立天台使用稳稳上车盘,海意名苑 ,江南大道中,近地铁 VR房源 房本满五年,0,3个月以前发布,1室0厅,29.43平米,东南,其他,高楼层(共10层),,塔楼,730000.0,24805
万科华庭复式4房3卫实用140方有车位！省级过五唯一,万科金域华庭 ,同福,近地铁 VR房源 房本满五年,23,一年前发布,4室2厅,99.63平米,东北,精装,中楼层(共33层),2012年,塔楼,6460000.0,64840
此房满五年 电梯精致一房 高层视野好 出行便利,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年 随时看房,1,2个月以前发布,1室0厅,27.75平米,东南,精装,低楼层(共32层),2001年,塔楼,950000.0,34235
金碧花园，带阳台大单间，光线好,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满两年,0,9个月以前发布,1室1厅,25.97平米,东南,其他,高楼层(共32层),,塔楼,990000.0,38121
江泰地铁，精装一房，方正实用，安静不吵，生活便利,翠怡小区 ,昌岗,近地铁 VR房源 房本满五年 随时看房,8,一年前发布,1室1厅,27.19平米,南,其他,低楼层(共8层),1994年,塔楼,700000.0,25745
朝向好，通风采光， 产权清晰 保养好,嘉鸿花园 ,东晓南,近地铁 VR房源 房本满五年,1,9个月以前发布,1室0厅,29.22平米,东南,其他,高楼层(共12层),1999年,塔楼,900000.0,30801
此房高楼层，电梯精致一房 高层视野好 出行便利,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年,0,4个月以前发布,1室0厅,29.73平米,东,其他,高楼层(共26层),2000年,塔楼,1000000.0,33637
电梯楼，楼层好、省级宝玉直、配套设备齐全,同乐大厦 ,宝岗,VR看装修 房本满五年,3,一年前发布,1室0厅,27.46平米,东,简装,中楼层(共31层),1997年,塔楼,830000.0,30226
石岗路大院  户型方正 正规一房一厅,石岗路34号大院 ,工业大道南,近地铁 VR房源 房本满五年,7,一年前发布,1室1厅,27.36平米,南,其他,高楼层(共8层),1990年,塔楼,520000.0,19006
海意名苑2000年楼龄大单间带独立天台使用稳稳上车盘,海意名苑 ,江南大道中,近地铁 VR房源 房本满五年,0,3个月以前发布,1室0厅,29.43平米,东南,其他,高楼层(共10层),,塔楼,730000.0,24805
准电梯双地铁低层光线好屋内独立厨卫,昌岗中路 ,昌岗,近地铁 VR看装修 房本满五年,14,一年前发布,1室0厅,29.41平米,东南,简装,低楼层(共9层),,塔楼,650000.0,22102
万科华庭复式4房3卫实用140方有车位！省级过五唯一,万科金域华庭 ,同福,近地铁 VR房源 房本满五年,23,一年前发布,4室2厅,99.63平米,东北,精装,中楼层(共33层),2012年,塔楼,6460000.0,64840
金丰花园，低楼层+小户型+低总jia单位，南向望小区,金丰花园 ,赤岗,VR房源 房本满五年,0,一年前发布,1室1厅,28.92平米,南,简装,低楼层(共9层),,塔楼,980000.0,33887
凤凰新村地铁  底层一楼 合适老人,梅园南路 ,工业大道北,近地铁 VR看装修 房本满两年,0,3个月以前发布,1室1厅,28.94平米,南,其他,低楼层(共2层),,板楼,980000.0,33864
凤凰新村地铁 梅园南路 底层一楼带装修,梅园南路 ,工业大道北,近地铁 VR看装修 房本满两年,0,3个月以前发布,1室1厅,28.94平米,南,其他,低楼层(共2层),,板楼,980000.0,33864
晓港湾 电梯大一房 采光好，装修新 刚需好房子,晓港湾 ,东晓南,近地铁 VR看装修 房本满五年,3,4个月以前发布,1室0厅,25.84平米,南西南,其他,高楼层(共9层),1999年,塔楼,760000.0,29412
晓港湾  高层一房  采光好 配置完善,晓港湾 ,东晓南,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,26.76平米,东南,精装,高楼层(共9层),1999年,塔楼,900000.0,33633
凤凰新村低层1房1厅地段好，光线好,凤凰新村 ,工业大道北,近地铁 VR看装修 房本满五年,4,9个月以前发布,1室1厅,28.2平米,南,其他,中楼层(共5层),2000年,塔楼,770000.0,27305
江南西电梯 框架一房，满五年，无占用，近地铁,江南大道中 ,江南大道中,VR看装修 房本满五年 随时看房,0,一年前发布,1室1厅,25.25平米,西,其他,高楼层(共8层),,塔楼,910000.0,36040
格局方正，离地铁站近，实用户型,金碧花园第一金碧 ,金碧,近地铁 VR房源 房本满五年,1,2个月以前发布,1室0厅,26.13平米,东,简装,低楼层(共15层),2000年,塔楼,810000.0,30999
昌盛小区 电梯房  小区距离凤凰新村地铁站,昌盛小区 ,宝岗,近地铁 VR看装修 房本满五年,0,一年前发布,1室0厅,28.84平米,东南,简装,中楼层(共9层),2000年,塔楼,750000.0,26006
小户型一房，总*低，出行方便。,工业大道中福南新街 ,江燕路,近地铁 VR看装修 房本满五年,6,一年前发布,1室0厅,27.86平米,东南,其他,高楼层(共5层),,板楼,580000.0,20819
小户型  交通便利 南向望花园 采光通风好,晓港湾 ,东晓南,近地铁 VR看装修 房本满五年,6,一年前发布,1室1厅,27.3平米,东,其他,中楼层(共10层),1999年,塔楼,700000.0,25642
户型方正 通风采光好 视野开阔，交通便利,大江苑夏沙巷 ,新港西,近地铁 VR看装修 房本满五年,0,8个月以前发布,1室1厅,26.99平米,南,简装,高楼层(共8层),1997年,塔楼,880000.0,32605
赤小旁中楼层 方正大一房 采光靓 视野开阔 配套完善,汇龙居 ,赤岗,近地铁 VR看装修 随时看房,0,3个月以前发布,1室0厅,29.81平米,西,其他,中楼层(共9层),,塔楼,990000.0,33211
南华花园 低总jia一房 大院环境 安静舒适,南华花园 ,新港西,近地铁 VR房源 房本满两年,12,8个月以前发布,1室1厅,29.04平米,南,简装,高楼层(共9层),1998年,塔楼,600000.0,20662
南村路 精装 上车一房 拎包入住,南村路 ,江南大道中,近地铁 VR看装修,1,1个月以前发布,1室1厅,25.79平米,南,简装,中楼层(共7层),,板楼,560000.0,21714
中楼层，视野好，采光足，适合新婚夫妇和老人家,保利红棉花园 ,江燕路,近地铁 VR看装修 房本满五年,1,10个月以前发布,1室1厅,28.86平米,北,其他,中楼层(共9层),1997年,塔楼,850000.0,29453
Vanke4房3卫 省级同福 望江景色 近地铁 高实用 楼龄新,万科金域华庭 ,同福,近地铁 VR房源 房本满五年,2,一年前发布,4室1厅,99.63平米,东北,精装,中楼层(共33层),2012年,塔楼,6200000.0,62231
Ｗan松园 电梯单间 总成本低 上车神器,前进路(海珠) ,前进路,VR房源 房本满五年,30,一年前发布,1室1厅,29.32平米,南,简装,低楼层(共9层),,塔楼,910000.0,31037
华保花园  赤岗龙潭地铁 配套完善 出行方便,华保花园 ,赤岗,近地铁 VR看装修 房本满五年,0,3个月以前发布,1室1厅,29.03平米,北,简装,高楼层(共9层),1997年,塔楼,900000.0,31003
沙园地位上盖   马赛克外 墙近市场,五一新村 ,沙园,近地铁 VR看装修 房本满五年 随时看房,2,8个月以前发布,1室0厅,29.22平米,南,简装,中楼层(共5层),,板楼,720000.0,24641
地铁300米 一楼一房一厅 大院管理 旺中带静 生活便利,晓园新村晓园东 ,昌岗,VR看装修 房本满五年 随时看房,0,一年前发布,1室1厅,29平米,北,简装,低楼层(共6层),2005年,塔楼,780000.0,26897
小户型，方正实用一房，交通便利,瑞康大厦 ,新港西,近地铁 VR看装修 房本满五年,6,一年前发布,1室1厅,25.17平米,北,简装,高楼层(共9层),1997年,塔楼,520000.0,20660
证过五年唯一物业无抵押房改房厨,前进路(海珠) ,前进路,近地铁 VR看装修 房本满五年 随时看房,9,一年前发布,1室1厅,25.57平米,东,简装,高楼层(共7层),1990年,塔楼,550000.0,21510
全明屋，楼道干净整洁，精装修一房，拎包可入住,同福中路 ,同福,近地铁 VR看装修 房本满五年,13,一年前发布,1室1厅,28.78平米,东南,精装,高楼层(共4层),,塔楼,860000.0,29882
金碧花园 都市广场  中楼层 一房带大阳台,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年,0,一年前发布,1室0厅,27.61平米,西,精装,中楼层(共32层),2000年,塔楼,960000.0,34771
市二宫地铁总额低框架结构上车盘,小港路 ,滨江中,VR看装修 房本满两年,0,9个月以前发布,1室0厅,25.26平米,南,其他,高楼层(共6层),,塔楼,670000.0,26525
一房一厅 满五年       户型不错,赤岗二街1号大院 ,赤岗,VR看装修 房本满五年,2,一年前发布,1室1厅,27.85平米,南北,简装,低楼层(共8层),,塔楼,890000.0,31957
海城花苑小户型 上车好选项 近江边,海城花苑 ,滨江中,VR房源 房本满五年,0,13,1室1厅,28.52平米,东南,毛坯,中楼层(共9层),1998年,板楼,950000.0,33310
保利丰同福西shubao地铁5fz可到,保利丰花园 ,洪德,近地铁 VR看装修 随时看房,0,1个月以前发布,1室0厅,27.21平米,东,简装,低楼层(共32层),1997年,塔楼,820000.0,30136
晓港中马路，地铁2min，诚意出，装修新净，环境舒息,晓港中马路 ,昌岗,VR房源 房本满五年,5,一年前发布,1室1厅,29.42平米,南北,其他,高楼层(共5层),,塔楼,800000.0,27193
磨碟沙琶洲双地铁 邦泰公馆复式 过五年不唯一 约看,邦泰公馆 ,磨碟沙,近地铁 VR房源 房本满五年,0,20,1室1厅,103.8平米,北,其他,低楼层(共21层),2009年,塔楼,4990000.0,48074
五一新村  沙园站  大院管理,五一新村 ,沙园,近地铁 VR看装修 房本满五年,0,8个月以前发布,1室1厅,28.46平米,南,其他,低楼层(共4层),1999年,板楼,810000.0,28461
此房满南向，采光通风好，地铁近，市场，银行，车站近,晓港中马路 ,昌岗,近地铁 VR看装修 房本满五年,2,5个月以前发布,1室1厅,27.35平米,南,其他,高楼层(共6层),,板楼,800000.0,29251
精装修一房 刚需必选 电梯实用比较高 拎包入住,侨诚花园宝通街 ,东晓南,近地铁 VR看装修 房本满五年,2,6个月以前发布,1室0厅,27.54平米,南北,精装,中楼层(共9层),1997年,塔楼,850000.0,30865
市二宫地铁，大院框架，东南向，精装修保养好,前进路(海珠) ,前进路,VR看装修 房本满五年,10,一年前发布,1室1厅,29.92平米,东南,精装,高楼层(共7层),,塔楼,870000.0,29078
南洲名苑安静明亮大单间，有电梯，装修新，双地铁,南洲名苑 ,东晓南,近地铁 VR看装修 房本满五年 随时看房,7,一年前发布,1室0厅,25.97平米,西南,精装,高楼层(共9层),1997年,塔楼,830000.0,31960
满五唯一， 电梯中层，视野开阔，阳光充足,南洲名苑 ,东晓南,近地铁 VR看装修 房本满五年,0,1个月以前发布,1室1厅,25.97平米,南北,精装,中楼层(共9层),1997年,塔楼,850000.0,32731
滨江东 电梯 精装大4房 南向满五,米兰苑 ,滨江东,VR房源 房本满五年,10,一年前发布,4室2厅,95.04平米,南,精装,低楼层(共9层),1998年,塔楼,4600000.0,48401
格局方正  配套完善，南北对流，房出阳台朝南。,晓港中马路 ,昌岗,近地铁 VR看装修 房本满两年,0,9个月以前发布,1室1厅,27.72平米,南,简装,中楼层(共5层),,板楼,760000.0,27418
晓港地铁 低层精装一房一厅户型方正,晓港中马路 ,昌岗,近地铁 VR看装修 房本满两年,1,一年前发布,1室1厅,29.87平米,南北,其他,中楼层(共6层),,塔楼,880000.0,29461
海珠花园近晓港公园 环境优美交通便利 层高4.5米,海珠花园窝趣公寓 ,前进路,近地铁 房本满两年,24,一年前发布,1室1厅,27.56平米,东南,精装,低楼层(共30层),,塔楼,590000.0,21408
此房正规一房一厅，交通便利，配套成熟,第二金碧花园 ,金碧,近地铁 VR看装修 房本满两年,0,7个月以前发布,1室1厅,27.64平米,南,精装,中楼层(共33层),2000年,塔楼,900000.0,32562
江南西路 1室1厅 东,江南西路 ,江南西,VR房源 房本满五年,0,10个月以前发布,1室1厅,28.12平米,东,简装,中楼层(共5层),,塔楼,900000.0,32006
海印桥南，上车单位，可以公积金，楼下就江边，环境好,滨江东路(海珠) ,滨江中,VR看装修 房本满五年 随时看房,4,9个月以前发布,1室0厅,28.54平米,北,简装,中楼层(共8层),,塔楼,800000.0,28031
同福西地铁口旁边 保利丰花园 电梯大单间,保利丰花园 ,洪德,VR看装修,0,一年前发布,1室0厅,27.04平米,南,简装,中楼层(共32层),1997年,塔楼,800000.0,29586
嘉鸿花园 1室1厅 东南,嘉鸿花园 ,东晓南,近地铁 VR看装修 房本满五年,1,8个月以前发布,1室1厅,29.22平米,东南,精装,中楼层(共12层),2002年,塔楼,850000.0,29090
昌岗东大院 安静不吵  框架结构 户型方正,昌岗东路 ,昌岗,近地铁 VR看装修 房本满五年,0,6个月以前发布,1室0厅,28.11平米,西,其他,中楼层(共8层),,塔楼,700000.0,24903
华保花园 低层一房一厅 装修保养好 采光佳 看房方便,华保花园 ,赤岗,近地铁 VR看装修 房本满五年,37,一年前发布,1室1厅,25.84平米,东北,精装,低楼层(共9层),1997年,塔楼,1000000.0,38700
同福西地铁，大院管理，环境优美。,万科金域华庭 ,同福,近地铁 VR房源 房本满两年 随时看房,5,8个月以前发布,4室1厅,100.89平米,东北,简装,低楼层(共33层),2012年,塔楼,5700000.0,56498
凤凰新村地铁站400米，安静少尘，带电梯,洪德雅苑 ,同福,近地铁 VR房源 房本满五年,0,1个月以前发布,1室1厅,27.18平米,南,其他,低楼层(共9层),1998年,塔楼,880000.0,32377
晓港一房一厅近地铁，随时可看业主好说话,晓港中马路 ,昌岗,VR看装修 房本满五年,6,一年前发布,1室1厅,29.88平米,南北,简装,中楼层(共6层),暂无数据,,710000.0,23762
同福西独栋老洋房三层半可以重起,同福西路 ,洪德,近地铁 VR房源 房本满五年,11,一年前发布,4室2厅,91.21平米,南,其他,低楼层(共3层),暂无数据,,2600000.0,28506
满五唯一 精装修带平台 南向一房,金影花园 ,客村,近地铁 VR房源 房本满五年,11,8个月以前发布,1室1厅,27.71平米,南,精装,低楼层(共8层),塔楼,,850000.0,30675
华保花园 低层一房一厅 装修保养好 采光佳 看房方便,华保花园 ,赤岗,近地铁 VR看装修 房本满五年,37,一年前发布,1室1厅,25.84平米,东北,精装,低楼层(共9层),塔楼,1997年,1000000.0,38700
采光通风好 交通方便 小户型大阳台设计，居住舒适度高,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满两年 随时看房,3,一年前发布,1室0厅,27.8平米,北,精装,中楼层(共11层),塔楼,2004年,890000.0,32015
采光充足通风好。配套设施齐，交通便利，适合居住,侨诚花园 ,东晓南,近地铁 VR房源 房本满五年,70,一年前发布,1室1厅,25.46平米,东,简装,高楼层(共9层),塔楼,1998年,690000.0,27102
凤凰新村地铁200米 小户型上车盘 诚心放卖随时可约,工业大道北 ,工业大道北,近地铁 VR看装修 房本满五年,10,一年前发布,1室1厅,26.38平米,东南,精装,中楼层(共8层),塔楼,,860000.0,32601
怡龙大厦 1室1厅 南,怡龙大厦 ,同福,近地铁 VR看装修 房本满五年 随时看房,0,9,1室1厅,28.3平米,南,简装,低楼层(共22层),塔楼,2001年,980000.0,34629
近地铁一房 高层单边采光通风好,金碧花园第一金碧 ,金碧,近地铁 VR房源 房本满五年,1,4个月以前发布,1室0厅,27.48平米,西,简装,高楼层(共22层),塔楼,2000年,850000.0,30932
凤凰新村地铁站400米，安静少尘，带电梯,洪德雅苑 ,同福,近地铁 VR房源 房本满五年,0,1个月以前发布,1室1厅,27.18平米,南,其他,低楼层(共9层),塔楼,1998年,880000.0,32377
同福东路 一房一厅 老城区的生活配套 间隔方正实用,同福东路 ,同福,VR看装修,0,2个月以前发布,1室1厅,29.55平米,南,其他,中楼层(共8层),塔楼,,670000.0,22674
洪德雅苑中楼层户型方正好用电梯在使用中可以公积金,洪德雅苑 ,同福,近地铁 VR房源 房本满五年 随时看房,0,1个月以前发布,1室1厅,27.18平米,南西,其他,高楼层(共9层),塔楼,1998年,850000.0,31273
同福西地铁，大院管理，环境优美。,万科金域华庭 ,同福,近地铁 VR房源 房本满两年 随时看房,5,8个月以前发布,4室1厅,100.89平米,东北,简装,低楼层(共33层),塔楼,2012年,5700000.0,56498
中间楼层，视野开阔，采光充足，通风对流,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满两年,8,一年前发布,1室0厅,27.29平米,东,其他,中楼层(共22层),塔楼,2000年,980000.0,35911
金碧花园 中间位置 单身公寓 满五年唯一 采光通风好,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年,0,1个月以前发布,1室0厅,27.3平米,东,精装,低楼层(共22层),塔楼,2000年,900000.0,32968
精装修，采光充足，户型舒适，产权清晰。,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满两年,1,1个月以前发布,1室0厅,27.79平米,西南,精装,中楼层(共11层),塔楼,2000年,970000.0,34905
近地铁低楼层，实用率高，无管理费,同福西路 ,洪德,近地铁 VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,107.08平米,南,精装,低楼层(共3层),暂无数据,,4980000.0,46508
同福西万科金域华庭复式4房带入户南向采光通风好过五,万科金域华庭 ,同福,近地铁 VR房源 房本满五年 随时看房,16,一年前发布,4室2厅,108.03平米,东南,精装,低楼层(共33层),塔楼,2012年,5800000.0,53689
太古仓与乐峰广场之间 准电梯 刚需 框架结构,广船宿舍 ,工业大道北,VR看装修 随时看房,0,6个月以前发布,1室0厅,27.68平米,东,其他,高楼层(共9层),塔楼,1985年,820000.0,29625
正规一房一厅自住出租两相宜精装一房一厅！,第二金碧花园 ,金碧,近地铁 VR看装修 房本满五年,7,9个月以前发布,1室1厅,27.64平米,东南南,简装,高楼层(共33层),板楼,2000年,850000.0,30753
视野开阔 复式四房 交通方便 配套成熟近地铁,万科金域华庭 ,同福,近地铁 VR房源 房本满五年,1,5个月以前发布,4室1厅,105.15平米,东南,其他,中楼层(共33层),塔楼,2012年,6500000.0,61817
原装电梯一房，中高层物业 户型方正，小区封闭式管理,嘉鸿花园 ,东晓南,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,29.22平米,东南,其他,中楼层(共12层),塔楼,1999年,950000.0,32512
低总jia，双地铁口出行便利，稳定收租,侨诚花园宝通街 ,东晓南,近地铁 VR房源 房本满五年,1,一年前发布,1室1厅,26.74平米,东南,其他,中楼层(共9层),塔楼,1997年,850000.0,31788
户型方正，拧包入住，小区管理，近地铁,橡胶新村远洋宿舍 ,沙园,近地铁 VR看装修 房本满五年,0,6个月以前发布,1室0厅,25.25平米,南,精装,低楼层(共4层),板楼,,880000.0,34852
拎包入住.房子美丽.社区环境优美，交通便利。环境安..,大江苑夏沙巷 ,新港西,近地铁 VR看装修 房本满两年,0,6个月以前发布,1室1厅,26.99平米,南,其他,中楼层(共8层),塔楼,1997年,900000.0,33346
总jia低，户型方正，路段便利,万寿路 ,前进路,VR看装修 房本满五年,6,4个月以前发布,1室1厅,27.09平米,南,其他,中楼层(共9层),塔楼,,520000.0,19196
江南西地段 交通便捷 大院管理,南村路 ,江南大道中,近地铁 VR房源 房本满五年 随时看房,4,一年前发布,1室1厅,27.84平米,东,简装,低楼层(共9层),塔楼,,770000.0,27659
"电梯精装一房,商品房唯一,马赛克外墙",素社新村 ,前进路,VR看装修 房本满两年 随时看房,3,一年前发布,1室1厅,28.36平米,南,其他,低楼层(共9层),塔楼,1987年,890000.0,31383
市二宫小区管理、楼龄新可公积金、上车盘小户型,海意名苑 ,江南大道中,近地铁 VR房源 房本满五年,2,一年前发布,1室1厅,25.25平米,南,简装,高楼层(共10层),塔楼,1999年,860000.0,34060
晓港东三马路 旺中带静 成熟配套,晓港东三马路 ,新港西,近地铁 VR看装修 房本满五年,0,14,1室0厅,27.94平米,南,其他,低楼层(共6层),塔楼,1980年,650000.0,23265
总jia低，户型方正，路段便利,万寿路 ,前进路,VR看装修 房本满五年,6,4个月以前发布,1室1厅,27.09平米,南,其他,中楼层(共9层),塔楼,,520000.0,19196
拎包入住.房子美丽.社区环境优美，交通便利。环境安..,大江苑夏沙巷 ,新港西,近地铁 VR看装修 房本满两年,0,6个月以前发布,1室1厅,26.99平米,南,其他,中楼层(共8层),塔楼,1997年,900000.0,33346
"电梯精装一房,商品房唯一,马赛克外墙",素社新村 ,前进路,VR看装修 房本满两年 随时看房,3,一年前发布,1室1厅,28.36平米,南,其他,低楼层(共9层),塔楼,1987年,890000.0,31383
地铁口物业 步梯1房1厅 阳台朝南 生活便利 业主诚出,晓港中马路 ,昌岗,VR房源 房本满五年,0,3个月以前发布,1室1厅,26.4平米,南,简装,高楼层(共7层),塔楼,,620000.0,23485
同福西精装复式3层 每层43.8方 共6室3厅，地铁仅80米,洪德路 ,洪德,近地铁 VR房源 房本满五年,0,1个月以前发布,4室2厅,90.93平米,南北,精装,低楼层(共3层),板楼,,3380000.0,37172
小港路 独栋别墅 三层4房3卫,小港路 ,滨江中,VR房源 房本满五年 随时看房,203,11个月以前发布,4室2厅,103.82平米,东,其他,低楼层(共2层),暂无数据,,3500000.0,33713
红砖外墙，99年楼，低money，上车优选,滨江东路(海珠) ,滨江中,VR看装修 房本满五年 随时看房,1,3个月以前发布,1室1厅,26.61平米,东南,简装,中楼层(共9层),塔楼,1998年,650000.0,24427
间隔方正、小区管理，东南靓向、单身必选,大江苑夏沙巷 ,新港西,近地铁 VR看装修 房本满五年 随时看房,0,4个月以前发布,1室1厅,26.93平米,东南南,简装,高楼层(共6层),塔楼,1997年,800000.0,29707
省级，四房带主套，南向，中楼层，户型方正,翠城花园 ,江燕路,近地铁 VR房源 房本满两年,4,3个月以前发布,4室1厅,91.07平米,南北,其他,高楼层(共21层),塔楼,2009年,4800000.0,52707
新港西路中大地铁口 大院管理 框架结构 一房刚需上车,新港西路 ,新港西,近地铁 VR看装修 随时看房,0,13,1室1厅,29.31平米,东南,简装,高楼层(共9层),塔楼,,800000.0,27295
精装修小户型一房单位，业主诚意出让,侨诚花园宝通街 ,东晓南,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,1室0厅,25.78平米,南,精装,中楼层(共9层),塔楼,1997年,790000.0,30644
业主诚心卖，接受市场卖 琶洲南地段,华保花园 ,赤岗,近地铁 VR看装修 房本满五年 随时看房,0,1个月以前发布,1室1厅,25.9平米,南,简装,高楼层(共9层),塔楼,1997年,820000.0,31661
户型方正 刚需实用 通风采光好 交通生活便利 安静舒适,怡乐路 ,中大,VR看装修 房本满五年 随时看房,6,一年前发布,1室0厅,28.98平米,南,毛坯,高楼层(共7层),板楼,,800000.0,27606
临江地段 低楼层 小区管理 贷款年限长 可公积金,海城花苑 ,滨江中,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,1室0厅,23.91平米,南,精装,中楼层(共9层),板楼,1998年,650000.0,27186
*科望江单间，视野开阔，新装修，地铁口，诚意出*,万科金域华庭 ,同福,近地铁 房本满五年,295,一年前发布,1室0厅,38.65平米,东,精装,低楼层(共27层),塔楼,2014年,900000.0,23286
南华东路 4室1厅 西,南华东路 ,滨江中,VR房源 房本满五年,0,一年前发布,4室1厅,112.63平米,西,精装,低楼层(共3层),暂无数据,,5000000.0,44394
同福中路 1室1厅 西北,同福中路 ,同福,近地铁 VR房源 房本满五年,1,6个月以前发布,1室1厅,45.41平米,西北,简装,高楼层(共6层),板楼,,930000.0,20481
洪德路 1室1厅 东,洪德路 ,洪德,近地铁 VR看装修 随时看房,3,2个月以前发布,1室1厅,30.68平米,东,简装,低楼层(共1层),暂无数据,,550000.0,17927
聚龙花园 楼下同福西地铁 采光好 看房方便,聚龙花园 ,同福,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,21.72平米,东,其他,高楼层(共9层),塔楼,,660000.0,30387
远安街，近江边，一房一厅，环境优美，安静舒适,滨江东路(海珠) ,滨江中,近地铁 VR房源 房本满五年,0,11个月以前发布,1室1厅,41.89平米,东南,简装,高楼层(共6层),塔楼,,900000.0,21485
过五年唯一，商品房税费低。地铁上，马赛克外墙,聚龙花园 ,同福,近地铁 VR看装修 房本满五年,0,7个月以前发布,1室1厅,34.72平米,西南,简装,中楼层(共9层),塔楼,1995年,850000.0,24482
满五年，地铁正上盖，产权清晰，方正户型，简洁装修。,聚龙花园 ,同福,近地铁 VR看装修 房本满五年,4,一年前发布,1室1厅,44.43平米,东,简装,高楼层(共9层),塔楼,1995年,890000.0,20032
同福西地铁400米 框架结构  可公积金 同福中 格局方正,同福西路 ,洪德,近地铁 VR房源 房本满五年,2,5个月以前发布,1室1厅,37.42平米,南,其他,中楼层(共7层),暂无数据,,960000.0,25655
房子楼层好、适合刚需人群和新婚客户,同福西路 ,洪德,近地铁 VR房源 房本满两年,3,一年前发布,1室1厅,32.13平米,南北,简装,6层,暂无数据,,700000.0,21787
滨江1933  小区门口珠江房子简约舒适复式装修,滨江1933 ,滨江西,近地铁 房本满两年,3,6个月以前发布,1室1厅,24.81平米,东南,其他,低楼层(共2层),暂无数据,,680000.0,27409
近同福西地铁 采光充足 看房方便 交通便利,洪德路 ,洪德,近地铁 VR看装修 房本满五年,5,8个月以前发布,1室1厅,45.08平米,北,简装,高楼层(共7层),塔楼,,990000.0,21961
江边100米方正的一房一厅，方便看房,纺织路(海珠) ,滨江中,VR看装修 房本满五年 随时看房,5,1个月以前发布,1室1厅,42.33平米,北,简装,高楼层(共9层),塔楼,,880000.0,20790
滨江中路，50米珠江边。环境好，靓户型，看房方便,滨江中路 ,滨江中,近地铁 VR看装修 房本满五年,0,1个月以前发布,1室0厅,30.85平米,南,其他,高楼层(共6层),暂无数据,,720000.0,23339
同福西地铁小区 福雅居 马赛克外墙 光线明亮,福雅居 ,同福,近地铁 VR看装修 房本满两年 随时看房,2,5个月以前发布,1室1厅,32.22平米,南西,精装,高楼层(共9层),塔楼,2001年,850000.0,26382
同福西地铁AB出口旁，交通便利，方正实用， 采光好,聚龙花园 ,同福,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,37.58平米,西南,其他,高楼层(共9层),塔楼,1996年,980000.0,26078
市二宫商圈  精致一房  配套完善  方正户型,江南大道中 ,江南大道中,近地铁 VR看装修 房本满五年,0,9个月以前发布,1室1厅,34.29平米,东,其他,中楼层(共9层),1976年,塔楼,990000.0,28872
同福中路 马赛克外墙 可公积金,同福中路 ,同福,近地铁 VR看装修 房本满五年,28,一年前发布,1室1厅,39.44平米,西北,精装,高楼层(共9层),,塔楼,750000.0,19017
同福西地铁AB出口旁，交通便利，方正实用， 采光好,聚龙花园 ,同福,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,37.58平米,西南,其他,高楼层(共9层),1996年,塔楼,980000.0,26078
近地铁，交通便利，视野宽阔，采光充足，配套设施齐全,洪德路 ,洪德,近地铁 VR看装修 房本满五年,2,10个月以前发布,1室1厅,24.1平米,东南,简装,低楼层(共2层),,板楼,690000.0,28631
市区上车盘 市二宫 配套完善 衣食住行样样齐全,南华东路 ,滨江中,VR看装修 房本满五年,3,一年前发布,1室1厅,43.12平米,西南,简装,低楼层(共2层),,暂无数据,900000.0,20872
满五 4楼中层 近江边 配套成熟 安静不吵 框架结构,同庆路 ,同福,近地铁 VR看装修 房本满五年,0,5个月以前发布,1室1厅,35.51平米,北,其他,中楼层(共6层),,塔楼,890000.0,25064
市二宫 正规一房一厅 近地铁 保育直,同福东路 ,同福,近地铁 VR看装修 房本满五年 随时看房,7,一年前发布,1室1厅,35.53平米,南,其他,中楼层(共5层),2002年,塔楼,820000.0,23080
总值低，交通便利，有管理收租稳定,滨江1933 ,滨江西,近地铁 房本满两年,2,10个月以前发布,1室1厅,34.78平米,北,简装,低楼层(共2层),,暂无数据,900000.0,25877
首付很低，适合过渡人群，房子保养也很好，节省装修费,滨江东路(海珠) ,滨江中,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,1室1厅,23.14平米,北,其他,中楼层(共7层),,塔楼,550000.0,23769
聚龙花园  近地铁  楼龄新  中层单位  装修保养好,聚龙花园 ,同福,近地铁 VR房源 房本满五年,0,7个月以前发布,1室0厅,33.99平米,东南,其他,中楼层(共9层),1996年,塔楼,850000.0,25008
